"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00427742","1925-04","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","6",",6","4",",6","0",",6","","","","","8.6",",,6,21,","23.6",",,,6","",""
"USC00427742","1925-05","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","3",",6","0",",6","0",",6","","","","","1.5",",,6,20,","3.1",",,,6","",""
"USC00427742","1925-06","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","8",",6","6",",6","0",",6","","","","","19.6",",,6,04,","56.5",",,,6","",""
"USC00427742","1925-07","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","9",",6","5",",6","0",",6","","","","","10.2",",,6,04,","40.2",",,,6","",""
"USC00427742","1925-09","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","4",",6","4",",6","0",",6","","","","","7.1",",,6,12,","20.5",",,,6","",""
"USC00427742","1925-10","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","6",",6","4",",6","0",",6","","","","","15.5",",,6,05,","34.1",",,,6","",""
"USC00427742","1925-11","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","3",",6","2",",6","0",",6","","","","","20.3",",,6,13,","31.0",",,,6","",""
"USC00427742","1925-12","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","7",",6","4",",6","0",",6","5",",6","64",",,6,14,+","7.6",",,6,14,","23.8",",,,6","229",",,,6"
"USC00427742","1926-01","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","5",",6","2",",6","0",",6","1",",6","25",",,6,03,","5.8",",,6,03,","13.3",",,,6","71",",,,6"
"USC00427742","1926-02","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","8",",6","5",",6","0",",6","5",",6","254",",,6,17,","9.7",",,6,17,","31.5",",,,6","521",",,,6"
"USC00427742","1926-03","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","11",",6","5",",6","0",",6","1",",6","25",",,6,20,","11.2",",,6,19,","35.9",",,,6","38",",,,6"
"USC00427742","1926-04","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","11",",6","4",",6","0",",6","","","","","7.4",",,6,17,","26.9",",,,6","",""
"USC00427742","1926-05","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","10",",6","4",",6","0",",6","","","","","14.5",",,6,05,","32.9",",,,6","",""
"USC00427742","1926-06","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","5",",6","1",",6","0",",6","","","","","3.6",",,6,09,","7.7",",,,6","",""
"USC00427742","1926-07","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","8",",6","1",",6","0",",6","","","","","4.1",",,6,05,","11.1",",,,6","",""
"USC00427742","1926-08","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","10",",6","4",",6","0",",6","","","","","9.9",",,6,05,","33.9",",,,6","",""
"USC00427742","1926-09","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","3",",6","1",",6","0",",6","","","","","8.9",",,6,30,","10.7",",,,6","",""
"USC00427742","1926-10","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","3",",6","1",",6","0",",6","","","","","2.8",",,6,03,","3.8",",,,6","",""
"USC00427742","1926-11","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","7",",6","5",",6","0",",6","","","","","12.2",",,6,27,","32.3",",,,6","",""
"USC00427742","1926-12","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","7",",6","4",",6","0",",6","3",",6","127",",,6,14,","4.1",",,6,22,","15.8",",,,6","280",",,,6"
"USC00427742","1927-01","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","5",",6","5",",6","0",",6","1",",6","152",",,6,21,","17.5",",,6,21,","38.3",",,,6","173",",,,6"
"USC00427742","1927-02","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","12",",6","8",",6","0",",6","6",",6","102",",,6,12,","6.9",",,6,22,","36.6",",,,6","351",",,,6"
"USC00427742","1927-03","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","10",",6","6",",6","0",",6","5",",6","102",",,6,18,","14.5",",,6,09,","45.5",",,,6","305",",,,6"
"USC00427742","1927-04","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","9",",6","3",",6","0",",6","2",",6","51",",,6,16,","10.2",",,6,03,","26.8",",,,6","89",",,,6"
"USC00427742","1927-05","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","5",",6","2",",6","0",",6","","","","","4.6",",,6,20,","14.0",",,,6","",""
"USC00427742","1927-06","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","9",",6","2",",6","0",",6","","","","","8.1",",,6,12,","20.4",",,,6","",""
"USC00427742","1927-07","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","13",",6","5",",6","0",",6","","","","","7.6",",,6,25,","33.1",",,,6","",""
"USC00427742","1927-08","38.583333","-112.35","1798.3","SEVIER NEAR, UT US","9",",6","4",",6","0",",6","","","","","12.4",",,6,26,","33.3",",,,6","",""
