"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00071034","1952-11","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","","","","","","","","","","","","","","","","","","","","","","","316.8",",a,,a","","","","","",""
"ASN00071034","1953-02","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","","","","","","","","","","","","","","","","","","","","","","","79.0",",a,,a","","","","","",""
"ASN00071034","1953-03","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","5","2,a","2","2,a","0","2,a","","","","","","","","","","","","","6.4","2,,a,11,","","","17.2",",a,,a","","","","","",""
"ASN00071034","1953-04","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","","","","","","","","","","","","","","","","","","","","","","","57.7",",a,,a","","","","","",""
"ASN00071034","1953-05","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","","","","","","","","","","","","","","","","","","","","","","","302.4",",a,,a","","","","","",""
"ASN00071034","1953-06","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","","","","","","","","","","","","","","","","","","","","","","","276.0",",a,,a","","","","","",""
"ASN00071034","1953-07","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","12","5,a","8","5,a","6","5,a","","","","","","","","","","","","","87.6","5,,a,01,","","","385.2","3,a,,a","","","","","",""
"ASN00071034","1953-08","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","","","","","","","","","","","","","","","","","","","","","","","340.3",",a,,a","","","","","",""
"ASN00071034","1953-09","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","9","5,a","7","5,a","2","5,a","","","","","","","","","","","","","83.8","5,,a,03,","","","258.9",",a,,a","","","","","",""
"ASN00071034","1953-10","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","","","","","","","","","","","","","","","","","","","","","","","183.7",",a,,a","","","","","",""
"ASN00071034","1953-11","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","","","","","","","","","","","","","","","","","","","","","","","223.0",",a,,a","","","","","",""
"ASN00071034","1953-12","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","10","2,a","7","2,a","1","2,a","","","","","","","","","","","","","45.7","2,,a,08,","","","136.1",",a,,a","","","","","",""
"ASN00071034","1954-01","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","6","4,a","5","4,a","2","4,a","","","","","","","","","","","","","37.6","4,,a,29,","","","138.2",",a,,a","","","","","",""
"ASN00071034","1954-02","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","7","4,a","5","4,a","1","4,a","","","","","","","","","","","","","26.4","4,,a,02,","","","101.2",",a,,a","","","","","",""
"ASN00071034","1954-03","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","5","2,a","1","2,a","0","2,a","","","","","","","","","","","","","6.9","2,,a,23,","","","17.5",",a,,a","","","","","",""
"ASN00071034","1954-04","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","","","","","","","","","","","","","","","","","","","","","","","173.9",",a,,a","","","","","",""
"ASN00071034","1954-05","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","","","","","","","","","","","","","","","","","","","","","","","72.7",",a,,a","","","","","",""
"ASN00071034","1954-06","-36.3517","148.4125","1340.0","GUTHEGA POWER STATION, AS","10","2,a","9","2,a","2","2,a","","","","","","","","","","","","","53.6","2,,a,30,","","","157.5",",a,,a","","","","","",""
