"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AYM00089022","1957-06","-75.45","-26.217","30.0","HALLEY, AY","","","","","25","5,S","0","5,S","0","5,S","","","-7.8","5,S,20,","","","-17.82","5,,,S","",""
"AYM00089022","1957-10","-75.45","-26.217","30.0","HALLEY, AY","27","2,S","29","2,S","","","","","","","-36.1","2,S,26,","","","","","","","-25.90","2,,,S"
"AYM00089022","1957-11","-75.45","-26.217","30.0","HALLEY, AY","10","3,S","27","3,S","","","","","","","-28.9","3,S,04,","","","","","","","-15.39","3,,,S"
"AYM00089022","1957-12","-75.45","-26.217","30.0","HALLEY, AY","0","3,S","28","3,S","26","5,S","0","5,S","0","5,S","-13.9","3,S,11,","-1.1","5,S,21,+","-5.42","8,S","-2.74","5,,,S","-8.09","3,,,S"
"AYM00089022","1958-02","-75.45","-26.217","30.0","HALLEY, AY","1","2,S","26","2,S","","","","","","","-25.0","2,S,28,","","","","","","","-12.67","2,,,S"
"AYM00089022","1958-03","-75.45","-26.217","30.0","HALLEY, AY","15","5,S","26","5,S","","","","","","","-32.2","5,S,31,","","","","","","","-21.57","5,,,S"
"AYM00089022","1958-04","-75.45","-26.217","30.0","HALLEY, AY","","","","","26","4,S","0","4,S","0","4,S","","","-11.1","4,S,08,+","","","-18.59","4,,,S","",""
"AYM00089022","1985-01","-75.45","-26.217","30.0","HALLEY, AY","0","4,S","27","4,S","","","","","","","-16.3","4,S,22,","","","","","","","-7.94","4,,,S"
"AYM00089022","1985-10","-75.45","-26.217","30.0","HALLEY, AY","24","5,S","26","5,S","","","","","","","-39.3","5,S,10,","","","","","","","-26.91","5,,,S"
"AYM00089022","1985-12","-75.45","-26.217","30.0","HALLEY, AY","4","1,S","30","1,S","","","","","","","-20.6","1,S,02,","","","","","","","-9.78","1,,,S"
"AYM00089022","1986-01","-75.45","-26.217","30.0","HALLEY, AY","0","3,S","28","3,S","","","","","","","-16.1","3,S,30,","","","","","","","-8.50","3,,,S"
"AYM00089022","1986-12","-75.45","-26.217","30.0","HALLEY, AY","0","4,S","27","4,S","","","","","","","-12.1","4,S,12,","","","","","","","-8.02","4,,,S"
"AYM00089022","1987-01","-75.45","-26.217","30.0","HALLEY, AY","0","1,S","30","1,S","","","","","","","-13.4","1,S,28,","","","","","","","-7.47","1,,,S"
"AYM00089022","1987-10","-75.45","-26.217","30.0","HALLEY, AY","26","4,S","27","4,S","","","","","","","-38.9","4,S,09,","","","","","","","-28.57","4,,,S"
"AYM00089022","1987-12","-75.45","-26.217","30.0","HALLEY, AY","0","4,S","27","4,S","","","","","","","-13.0","4,S,06,","","","","","","","-7.55","4,,,S"
"AYM00089022","1988-06","-75.45","-26.217","30.0","HALLEY, AY","24","5,S","25","5,S","","","","","","","-42.9","5,S,30,","","","","","","","-33.04","5,,,S"
"AYM00089022","1988-07","-75.45","-26.217","30.0","HALLEY, AY","","","","","26","5,S","0","5,S","0","5,S","","","-12.3","5,S,11,","","","-25.96","5,,,S","",""
"AYM00089022","1988-10","-75.45","-26.217","30.0","HALLEY, AY","25","4,S","27","4,S","","","","","","","-33.9","4,S,05,","","","","","","","-25.39","4,,,S"
"AYM00089022","1988-11","-75.45","-26.217","30.0","HALLEY, AY","9","3,S","27","3,S","","","","","","","-23.6","3,S,10,","","","","","","","-15.69","3,,,S"
"AYM00089022","1988-12","-75.45","-26.217","30.0","HALLEY, AY","0","4,S","27","4,S","","","","","","","-15.5","4,S,05,","","","","","","","-7.43","4,,,S"
"AYM00089022","1989-11","-75.45","-26.217","30.0","HALLEY, AY","8","3,S","27","3,S","","","","","","","-25.8","3,S,10,","","","","","","","-15.45","3,,,S"
"AYM00089022","1989-12","-75.45","-26.217","30.0","HALLEY, AY","0","1,S","30","1,S","","","","","","","-14.3","1,S,06,","","","","","","","-7.53","1,,,S"
"AYM00089022","1990-01","-75.45","-26.217","30.0","HALLEY, AY","0","2,S","29","2,S","","","","","","","-12.8","2,S,20,","","","","","","","-6.28","2,,,S"
"AYM00089022","1990-02","-75.45","-26.217","30.0","HALLEY, AY","9","3,S","25","3,S","","","","","","","-26.2","3,S,26,","","","","","","","-15.79","3,,,S"
"AYM00089022","1990-09","-75.45","-26.217","30.0","HALLEY, AY","25","5,S","25","5,S","","","","","","","-44.0","5,S,23,","","","","","","","-33.37","5,,,S"
"AYM00089022","1990-11","-75.45","-26.217","30.0","HALLEY, AY","7","1,S","29","1,S","","","","","","","-29.8","1,S,02,","","","","","","","-11.42","1,,,S"
"AYM00089022","1990-12","-75.45","-26.217","30.0","HALLEY, AY","0","1,S","30","1,S","","","","","","","-13.7","1,S,07,","","","","","","","-7.09","1,,,S"
"AYM00089022","1991-01","-75.45","-26.217","30.0","HALLEY, AY","0","2,S","29","2,S","","","","","","","-13.0","2,S,31,","","","","","","","-7.41","2,,,S"
"AYM00089022","1991-02","-75.45","-26.217","30.0","HALLEY, AY","3","5,S","23","5,S","","","","","","","-22.4","5,S,27,","","","","","","","-12.30","5,,,S"
"AYM00089022","1991-04","-75.45","-26.217","30.0","HALLEY, AY","","","","","25","5,S","0","5,S","0","5,S","","","-7.4","5,S,27,","","","-20.20","5,,,S","",""
"AYM00089022","1991-07","-75.45","-26.217","30.0","HALLEY, AY","","","","","26","5,S","0","5,S","0","5,S","","","-8.3","5,S,05,","","","-21.63","5,,,S","",""
"AYM00089022","1991-09","-75.45","-26.217","30.0","HALLEY, AY","24","4,S","26","4,S","","","","","","","-39.8","4,S,09,","","","","","","","-30.02","4,,,S"
"AYM00089022","1993-07","-75.45","-26.217","30.0","HALLEY, AY","","","","","26","5,S","0","5,S","0","5,S","","","-16.8","5,S,29,","","","-27.37","5,,,S","",""
"AYM00089022","1993-11","-75.45","-26.217","30.0","HALLEY, AY","8","5,S","25","5,S","","","","","","","-24.9","5,S,02,","","","","","","","-13.55","5,,,S"
"AYM00089022","1994-02","-75.45","-26.217","30.0","HALLEY, AY","4","3,S","25","3,S","","","","","","","-30.0","3,S,27,","","","","","","","-12.00","3,,,S"
"AYM00089022","1994-11","-75.45","-26.217","30.0","HALLEY, AY","12","5,S","25","5,S","","","","","","","-30.5","5,S,02,","","","","","","","-17.97","5,,,S"
"AYM00089022","1994-12","-75.45","-26.217","30.0","HALLEY, AY","0","2,S","29","2,S","","","","","","","-17.3","2,S,08,","","","","","","","-10.92","2,,,S"
"AYM00089022","1996-01","-75.45","-26.217","30.0","HALLEY, AY","0","2,S","29","2,S","","","","","","","-13.2","2,S,17,","","","","","","","-6.42","2,,,S"
"AYM00089022","1996-02","-75.45","-26.217","30.0","HALLEY, AY","5","4,S","25","4,S","","","","","","","-21.8","4,S,20,","","","","","","","-10.42","4,,,S"
"AYM00089022","1996-11","-75.45","-26.217","30.0","HALLEY, AY","2","2,S","28","2,S","","","","","","","-23.7","2,S,02,","","","","","","","-12.16","2,,,S"
"AYM00089022","1996-12","-75.45","-26.217","30.0","HALLEY, AY","0","3,S","28","3,S","","","","","","","-14.0","3,S,11,","","","","","","","-6.77","3,,,S"
"AYM00089022","1997-01","-75.45","-26.217","30.0","HALLEY, AY","","","","","17","4,S","0","4,S","0","4,S","","","1.7","4,S,06,","","","-1.13","4,,,S","",""
"AYM00089022","1997-10","-75.45","-26.217","30.0","HALLEY, AY","26","3,S","28","3,S","","","","","","","-38.5","3,S,07,","","","","","","","-27.25","3,,,S"
"AYM00089022","1997-11","-75.45","-26.217","30.0","HALLEY, AY","3","1,S","29","1,S","","","","","","","-24.2","1,S,02,","","","","","","","-14.02","1,,,S"
"AYM00089022","1997-12","-75.45","-26.217","30.0","HALLEY, AY","0","3,S","28","3,S","","","","","","","-15.0","3,S,01,","","","","","","","-9.47","3,,,S"
"AYM00089022","1998-10","-75.45","-26.217","30.0","HALLEY, AY","23","3,S","28","3,S","","","","","","","-39.8","3,S,01,","","","","","","","-27.08","3,,,S"
"AYM00089022","1998-11","-75.45","-26.217","30.0","HALLEY, AY","9","5,S","25","5,S","","","","","","","-24.2","5,S,04,","","","","","","","-16.51","5,,,S"
"AYM00089022","1999-02","-75.45","-26.217","30.0","HALLEY, AY","4","4,S","24","4,S","","","","","","","-22.7","4,S,28,","","","","","","","-13.77","4,,,S"
"AYM00089022","1999-06","-75.45","-26.217","30.0","HALLEY, AY","24","5,S","25","5,S","","","","","","","-43.3","5,S,27,","","","","","","","-35.96","5,,,S"
"AYM00089022","2000-02","-75.45","-26.217","30.0","HALLEY, AY","12","4,S","25","4,S","","","","","","","-24.8","4,S,25,","","","","","","","-17.30","4,,,S"
"AYM00089022","2000-04","-75.45","-26.217","30.0","HALLEY, AY","23","5,S","25","5,S","","","","","","","-38.6","5,S,20,","","","","","","","-29.35","5,,,S"
"AYM00089022","2000-05","-75.45","-26.217","30.0","HALLEY, AY","26","5,S","26","5,S","","","","","","","-48.7","5,S,17,","","","","","","","-35.30","5,,,S"
"AYM00089022","2000-10","-75.45","-26.217","30.0","HALLEY, AY","28","3,S","28","3,S","","","","","","","-39.3","3,S,06,","","","","","","","-31.49","3,,,S"
"AYM00089022","2000-11","-75.45","-26.217","30.0","HALLEY, AY","12",",S","30",",S","","","","","","","-28.6",",S,01,","","","","","","","-16.87",",,,S"
"AYM00089022","2000-12","-75.45","-26.217","30.0","HALLEY, AY","0",",S","31",",S","","","","","","","-16.4",",S,02,","","","","","","","-9.85",",,,S"
"AYM00089022","2001-01","-75.45","-26.217","30.0","HALLEY, AY","0",",S","31",",S","","","","","","","-17.3",",S,29,","","","","","","","-10.21",",,,S"
"AYM00089022","2001-02","-75.45","-26.217","30.0","HALLEY, AY","9","5,S","23","5,S","","","","","","","-26.7","5,S,28,","","","","","","","-16.81","5,,,S"
"AYM00089022","2001-05","-75.45","-26.217","30.0","HALLEY, AY","26","4,S","27","4,S","","","","","","","-44.5","4,S,04,","","","","","","","-32.91","4,,,S"
"AYM00089022","2001-10","-75.45","-26.217","30.0","HALLEY, AY","19","3,S","28","3,S","","","","","","","-40.2","3,S,03,","","","","","","","-24.12","3,,,S"
"AYM00089022","2001-11","-75.45","-26.217","30.0","HALLEY, AY","8","1,S","29","1,S","","","","","","","-28.2","1,S,08,","","","","","","","-14.55","1,,,S"
"AYM00089022","2001-12","-75.45","-26.217","30.0","HALLEY, AY","0",",S","31",",S","","","","","","","-12.9",",S,14,","","","","","","","-6.73",",,,S"
"AYM00089022","2002-01","-75.45","-26.217","30.0","HALLEY, AY","1","3,S","28","3,S","","","","","","","-20.2","3,S,31,","","","","","","","-7.54","3,,,S"
"AYM00089022","2002-02","-75.45","-26.217","30.0","HALLEY, AY","7","2,S","26","2,S","","","","","","","-23.6","2,S,23,","","","","","","","-15.03","2,,,S"
"AYM00089022","2002-04","-75.45","-26.217","30.0","HALLEY, AY","25","4,S","26","4,S","25","5,S","0","5,S","0","5,S","-37.9","4,S,08,","-4.0","5,S,15,","-23.29","7,S","-17.56","5,,,S","-29.01","4,,,S"
"AYM00089022","2002-09","-75.45","-26.217","30.0","HALLEY, AY","26","4,S","26","4,S","","","","","","","-47.1","4,S,07,","","","","","","","-37.75","4,,,S"
"AYM00089022","2002-11","-75.45","-26.217","30.0","HALLEY, AY","10","4,S","26","4,S","","","","","","","-26.0","4,S,20,","","","","","","","-17.63","4,,,S"
"AYM00089022","2002-12","-75.45","-26.217","30.0","HALLEY, AY","3","2,S","29","2,S","","","","","","","-18.5","2,S,13,","","","","","","","-11.08","2,,,S"
"AYM00089022","2003-02","-75.45","-26.217","30.0","HALLEY, AY","1","4,S","24","4,S","","","","","","","-19.4","4,S,21,","","","","","","","-10.14","4,,,S"
"AYM00089022","2003-05","-75.45","-26.217","30.0","HALLEY, AY","24","5,S","26","5,S","","","","","","","-38.6","5,S,30,","","","","","","","-27.78","5,,,S"
"AYM00089022","2003-10","-75.45","-26.217","30.0","HALLEY, AY","24","3,S","28","3,S","","","","","","","-44.1","3,S,10,","","","","","","","-26.38","3,,,S"
"AYM00089022","2003-12","-75.45","-26.217","30.0","HALLEY, AY","0","3,S","28","3,S","","","","","","","-16.2","3,S,01,","","","","","","","-8.81","3,,,S"
"AYM00089022","2004-11","-75.45","-26.217","30.0","HALLEY, AY","18","4,S","26","4,S","","","","","","","-29.8","4,S,01,","","","","","","","-19.49","4,,,S"
"AYM00089022","2004-12","-75.45","-26.217","30.0","HALLEY, AY","0","2,S","29","2,S","","","","","","","-15.9","2,S,11,","","","","","","","-9.24","2,,,S"
"AYM00089022","2005-02","-75.45","-26.217","30.0","HALLEY, AY","13","3,S","25","3,S","","","","","","","-21.9","3,S,18,","","","","","","","-16.56","3,,,S"
"AYM00089022","2005-03","-75.45","-26.217","30.0","HALLEY, AY","20","2,S","29","2,S","","","","","","","-32.0","2,S,22,","","","","","","","-20.46","2,,,S"
"AYM00089022","2005-11","-75.45","-26.217","30.0","HALLEY, AY","14","3,S","27","3,S","","","","","","","-30.4","3,S,05,","","","","","","","-18.56","3,,,S"
"AYM00089022","2006-10","-75.45","-26.217","30.0","HALLEY, AY","21","4,S","27","4,S","","","","","","","-38.5","4,S,13,","","","","","","","-26.30","4,,,S"
"AYM00089022","2007-11","-75.45","-26.217","30.0","HALLEY, AY","9","5,S","25","5,S","","","","","","","-32.0","5,S,01,","","","","","","","-17.66","5,,,S"
"AYM00089022","2008-01","-75.45","-26.217","30.0","HALLEY, AY","1","3,S","28","3,S","","","","","","","-19.6","3,S,20,","","","","","","","-9.85","3,,,S"
"AYM00089022","2008-02","-75.45","-26.217","30.0","HALLEY, AY","13","4,S","25","4,S","","","","","","","-24.8","4,S,27,","","","","","","","-16.51","4,,,S"
"AYM00089022","2008-10","-75.45","-26.217","30.0","HALLEY, AY","24","5,S","26","5,S","","","","","","","-40.6","5,S,10,","","","","","","","-29.12","5,,,S"
"AYM00089022","2008-12","-75.45","-26.217","30.0","HALLEY, AY","1","4,S","27","4,S","","","","","","","-17.9","4,S,01,","","","","","","","-11.00","4,,,S"
"AYM00089022","2009-02","-75.45","-26.217","30.0","HALLEY, AY","9","4,S","24","4,S","","","","","","","-23.6","4,S,14,","","","","","","","-17.12","4,,,S"
"AYM00089022","2010-02","-75.45","-26.217","30.0","HALLEY, AY","7","5,S","23","5,S","","","","","","","-23.0","5,S,26,","","","","","","","-14.85","5,,,S"
"AYM00089022","2010-09","-75.45","-26.217","30.0","HALLEY, AY","21","3,S","27","3,S","","","","","","","-41.5","3,S,05,","","","","","","","-26.12","3,,,S"
"AYM00089022","2010-12","-75.45","-26.217","30.0","HALLEY, AY","0","4,S","27","4,S","","","","","","","-16.8","4,S,04,","","","","","","","-8.83","4,,,S"
"AYM00089022","2011-01","-75.45","-26.217","30.0","HALLEY, AY","0","3,S","28","3,S","","","","","","","-9.6","3,S,07,","","","","","","","-5.95","3,,,S"
"AYM00089022","2011-12","-75.45","-26.217","30.0","HALLEY, AY","0","4,S","27","4,S","","","","","","","-15.9","4,S,03,","","","","","","","-10.12","4,,,S"
"AYM00089022","2012-01","-75.45","-26.217","30.0","HALLEY, AY","0","3,S","28","3,S","","","","","","","-15.6","3,S,12,","","","","","","","-10.73","3,,,S"
"AYM00089022","2012-03","-75.45","-26.217","30.0","HALLEY, AY","21","5,S","26","5,S","","","","","","","-34.4","5,S,14,","","","","","","","-22.30","5,,,S"
"AYM00089022","2013-01","-75.45","-26.217","30.0","HALLEY, AY","0","4,S","27","4,S","","","","","","","-16.4","4,S,31,","","","","","","","-8.72","4,,,S"
