"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MRM00061492","2014-03","16.16","-13.508","22.9","KAEDI, MR","","","","","","","","","0","4,S","27","4,S","27","4,S","","","41.0","4,S,31,+","","","","","37.22","4,,,S","",""
"MRM00061492","2015-06","16.16","-13.508","22.9","KAEDI, MR","","","439.2","5,S","0","3,S","0","3,S","0","3,S","27","3,S","27","3,S","25.5","3,S,05,","47.0","3,S,08,","0.0","3,S","35.84","5,S","41.90","3,,,S","29.78","3,,,S"
"MRM00061492","2015-11","16.16","-13.508","22.9","KAEDI, MR","","","363.3","1,S","0",",S","0",",S","0","1,S","29","1,S","28","1,S","23.5",",S,28,+","40.0","1,S,04,","0.0","1,S","30.85","1,S","36.02","1,,,S","25.68",",,,S"
"MRM00061492","2015-12","16.16","-13.508","22.9","KAEDI, MR","","","260.6","2,S","0","2,S","0","2,S","0",",S","31",",S","16",",S","18.0","2,S,13,","35.0",",S,14,+","0.0",",S","27.27","2,S","32.34",",,,S","22.21","2,,,S"
"MRM00061492","2016-01","16.16","-13.508","22.9","KAEDI, MR","275.3","S","275.3","5,S","0","5,S","0","5,S","0",",S","31",",S","26",",S","18.5","5,S,06,","39.0",",S,12,","0.0",",S","28.78","5,S","34.34",",,,S","23.21","5,,,S"
"MRM00061492","2016-02","16.16","-13.508","22.9","KAEDI, MR","550.0","S","274.7","4,S","0","4,S","0","4,S","0","1,S","28","1,S","24","1,S","19.0","4,S,20,+","40.5","1,S,26,+","0.0","1,S","29.20","4,S","35.05","1,,,S","23.34","4,,,S"
"MRM00061492","2016-03","16.16","-13.508","22.9","KAEDI, MR","922.3","S","372.3","1,S","0","1,S","0","1,S","0","1,S","30","1,S","29","1,S","15.0","1,S,27,","42.5","1,S,20,","0.0","1,S","30.74","1,S","38.08","1,,,S","23.40","1,,,S"
"MRM00061492","2016-04","16.16","-13.508","22.9","KAEDI, MR","1404.9","S","482.6","1,S","0","1,S","0","1,S","0","1,S","29","1,S","29","1,S","21.0","1,S,01,","47.5","1,S,22,","0.0","1,S","34.97","1,S","41.79","1,,,S","28.16","1,,,S"
"MRM00061492","2016-05","16.16","-13.508","22.9","KAEDI, MR","1909.3","S","504.4","3,S","0","3,S","0","3,S","0","2,S","29","2,S","29","2,S","26.5","3,S,26,+","47.0","2,S,29,","0.0","2,S","36.36","3,S","43.07","2,,,S","29.66","3,,,S"
"MRM00061492","2016-08","16.16","-13.508","22.9","KAEDI, MR","","","","","","","","","0","1,S","30","1,S","25","1,S","","","38.0","1,S,28,","","","","","34.57","1,,,S","",""
"MRM00061492","2016-09","16.16","-13.508","22.9","KAEDI, MR","","","","","","","","","0","3,S","27","3,S","24","3,S","","","41.0","3,S,04,","","","","","36.52","3,,,S","",""
"MRM00061492","2016-10","16.16","-13.508","22.9","KAEDI, MR","","","404.8","5,S","0","3,S","0","3,S","0","2,S","29","2,S","29","2,S","23.5","3,S,31,","43.0","2,S,12,+","0.0","2,S","33.93","5,S","39.97","2,,,S","27.89","3,,,S"
"MRM00061492","2016-11","16.16","-13.508","22.9","KAEDI, MR","","","368.9","2,S","0","2,S","0","2,S","0",",S","30",",S","30",",S","19.5","2,S,13,","39.5",",S,08,+","0.0",",S","31.45","2,S","36.77",",,,S","26.14","2,,,S"
"MRM00061492","2016-12","16.16","-13.508","22.9","KAEDI, MR","","","","","","","","","0","3,S","28","3,S","17","3,S","","","41.0","3,S,02,","","","","","33.88","3,,,S","",""
"MRM00061492","2017-02","16.16","-13.508","22.9","KAEDI, MR","","","275.8","5,S","0","5,S","0","5,S","0","3,S","25","3,S","25","3,S","20.5","5,S,04,","42.0","3,S,17,","0.0","3,S","30.19","5,S","36.82","3,,,S","23.57","5,,,S"
"MRM00061492","2017-03","16.16","-13.508","22.9","KAEDI, MR","","","","","","","","","0","4,S","27","4,S","27","4,S","","","44.5","4,S,31,+","","","","","40.56","4,,,S","",""
"MRM00061492","2017-05","16.16","-13.508","22.9","KAEDI, MR","","","","","0","3,S","0","3,S","","","","","","","24.0","3,S,05,","","","","","","","","","29.45","3,,,S"
"MRM00061492","2017-10","16.16","-13.508","22.9","KAEDI, MR","","","","","","","","","0","3,S","28","3,S","28","3,S","","","43.0","3,S,10,","","","","","40.68","3,,,S","",""
"MRM00061492","2017-12","16.16","-13.508","22.9","KAEDI, MR","","","202.9","2,S","0","2,S","0","2,S","0","2,S","29","2,S","7","2,S","11.0","2,S,22,","37.5","2,S,01,","1.1","2,S","25.29","2,S","30.48","2,,,S","20.10","2,,,S"
