"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00041056","1957-06","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","7.1",",,0,10,","","","7.1",",,,0","0",",,,0","",""
"USC00041056","1957-08","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","0.0",",,,0","0",",,,0","",""
"USC00041056","1957-09","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","0.0",",,,0","0",",,,0","",""
"USC00041056","1957-10","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","4",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","16.5",",,0,13,","","","41.4",",,,0","0",",,,0","",""
"USC00041056","1957-11","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","5",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","15.5",",,0,03,","","","24.4",",,,0","0",",,,0","",""
"USC00041056","1957-12","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","5",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","29.2",",,0,17,","","","95.6",",,,0","0",",,,0","",""
"USC00041056","1958-01","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","6",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","42.4",",,0,26,","","","55.1",",,,0","0",",,,0","",""
"USC00041056","1958-02","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","8",",0","6",",0","3",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,28,+","0",",,0,28,+","78.2",",,0,04,","","","170.2",",,,0","0",",,,0","",""
"USC00041056","1958-03","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","14",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","48.5",",,0,16,","","","127.5",",,,0","0",",,,0","",""
"USC00041056","1958-04","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","7",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","37.6",",,0,07,","","","109.8",",,,0","0",",,,0","",""
"USC00041056","1958-05","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","0.0",",,,0","0",",,,0","",""
"USC00041056","1958-06","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,17,+","","","0.0",",T,,0","0",",,,0","",""
"USC00041056","1958-07","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","0.0",",,,0","0",",,,0","",""
"USC00041056","1958-08","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","2.5",",,0,16,","","","2.5",",,,0","0",",,,0","",""
"USC00041056","1958-09","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","6.9",",,0,24,","","","6.9",",,,0","0",",,,0","",""
"USC00041056","1958-10","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","1.3",",,0,25,","","","1.6",",,,0","0",",,,0","",""
"USC00041056","1958-11","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","3",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","3.3",",,0,11,","","","4.3",",,,0","0",",,,0","",""
"USC00041056","1958-12","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","0.0",",,,0","0",",,,0","",""
"USC00041056","1959-01","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","2",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","42.9",",,0,06,","","","47.0",",,,0","0",",,,0","",""
"USC00041056","1959-02","33.93333","-117.9","116.1","BREA CITY SHAFFER TO, CA US","11",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","0",",,0,28,+","0",",,0,28,+","20.3",",,0,11,","","","86.1",",,,0","0",",,,0","",""
