"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1ILCP0106","2015-10","40.138053","-88.173751","221.9","URBANA 2.6 NE, IL US","31.3","3,a,,N"
"US1ILCP0106","2016-07","40.138053","-88.173751","221.9","URBANA 2.6 NE, IL US","84.2","4,a,,N"
