"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00133867","1978-10","68.2358","14.4739","29.0","KONGSMARKA, NO","1",",","150",",,E,30,"
"NOE00133867","1978-11","68.2358","14.4739","29.0","KONGSMARKA, NO","2",",","500",",,E,27,"
"NOE00133867","1978-12","68.2358","14.4739","29.0","KONGSMARKA, NO","4",",","700",",,E,25,"
"NOE00133867","1979-01","68.2358","14.4739","29.0","KONGSMARKA, NO","5",",","1450",",,E,29,"
"NOE00133867","1979-02","68.2358","14.4739","29.0","KONGSMARKA, NO","4",",","1600",",,E,12,"
"NOE00133867","1979-03","68.2358","14.4739","29.0","KONGSMARKA, NO","4",",","1400",",,E,19,"
"NOE00133867","1979-04","68.2358","14.4739","29.0","KONGSMARKA, NO","3",",","1150",",,E,16,"
"NOE00133867","1979-05","68.2358","14.4739","29.0","KONGSMARKA, NO","3",",","600",",,E,14,"
"NOE00133867","1979-06","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,30,+"
"NOE00133867","1979-07","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,31,+"
"NOE00133867","1979-08","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,31,+"
"NOE00133867","1979-09","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,30,+"
"NOE00133867","1979-10","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,31,+"
"NOE00133867","1979-11","68.2358","14.4739","29.0","KONGSMARKA, NO","2",",","150",",,E,26,"
"NOE00133867","1979-12","68.2358","14.4739","29.0","KONGSMARKA, NO","5",",","450",",,E,03,"
"NOE00133867","1980-01","68.2358","14.4739","29.0","KONGSMARKA, NO","4",",","670",",,E,28,"
"NOE00133867","1980-02","68.2358","14.4739","29.0","KONGSMARKA, NO","4",",","1030",",,E,04,"
"NOE00133867","1980-03","68.2358","14.4739","29.0","KONGSMARKA, NO","4",",","840",",,E,31,"
"NOE00133867","1980-04","68.2358","14.4739","29.0","KONGSMARKA, NO","4",",","700",",,E,07,"
"NOE00133867","1980-05","68.2358","14.4739","29.0","KONGSMARKA, NO","1",",","150",",,E,05,"
"NOE00133867","1980-06","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,30,+"
"NOE00133867","1980-07","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,31,+"
"NOE00133867","1980-08","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,31,+"
"NOE00133867","1980-09","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,30,+"
"NOE00133867","1980-10","68.2358","14.4739","29.0","KONGSMARKA, NO","1",",","350",",,E,27,"
"NOE00133867","1980-11","68.2358","14.4739","29.0","KONGSMARKA, NO","2",",","250",",,E,24,"
"NOE00133867","1980-12","68.2358","14.4739","29.0","KONGSMARKA, NO","5",",","800",",,E,29,"
"NOE00133867","1981-01","68.2358","14.4739","29.0","KONGSMARKA, NO","4",",","1520",",,E,19,"
"NOE00133867","1981-02","68.2358","14.4739","29.0","KONGSMARKA, NO","4",",","1700",",,E,23,"
"NOE00133867","1981-04","68.2358","14.4739","29.0","KONGSMARKA, NO","3",",","1560",",,E,06,"
"NOE00133867","1981-05","68.2358","14.4739","29.0","KONGSMARKA, NO","4",",","1500",",,E,04,"
"NOE00133867","1981-06","68.2358","14.4739","29.0","KONGSMARKA, NO","1",",","200",",,E,01,"
"NOE00133867","1981-07","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,31,+"
"NOE00133867","1981-08","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,31,+"
"NOE00133867","1981-09","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,30,+"
"NOE00133867","1981-10","68.2358","14.4739","29.0","KONGSMARKA, NO","0",",","0",",,E,31,+"
