"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00034737","1959-07","46.533","39.617","22.0","KUSCEVSKAJA, RS","2",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","6.6",",,I,05,","","","8.4",",,,I","","","",""
"RSM00034737","1959-08","46.533","39.617","22.0","KUSCEVSKAJA, RS","5","1,I","3","1,I","0","1,I","","","","","","","","","","","","","","","","","11.8","1,,I,09,","","","34.5","1,,,I","","","",""
"RSM00034737","1959-09","46.533","39.617","22.0","KUSCEVSKAJA, RS","16",",I","10",",I","1",",I","","","","","","","","","","","","","","","","","31.0",",,I,26,","","","90.8",",,,I","","","",""
"RSM00034737","1959-10","46.533","39.617","22.0","KUSCEVSKAJA, RS","11",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","16.4",",,I,04,","","","48.2",",,,I","","","",""
"RSM00034737","1959-11","46.533","39.617","22.0","KUSCEVSKAJA, RS","9","1,I","3","1,I","0","1,I","","","","","","","","","","","","","","","","","7.5","1,,I,25,","","","18.9","1,,,I","","","",""
"RSM00034737","1959-12","46.533","39.617","22.0","KUSCEVSKAJA, RS","7",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","9.0",",,I,06,","","","30.4",",,,I","","","",""
"RSM00034737","1960-01","46.533","39.617","22.0","KUSCEVSKAJA, RS","12",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19.5",",,I,12,","","","56.6",",,,I","","","",""
"RSM00034737","1960-02","46.533","39.617","22.0","KUSCEVSKAJA, RS","12",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","7.7",",,I,28,","","","37.0",",,,I","","","",""
"RSM00034737","1960-03","46.533","39.617","22.0","KUSCEVSKAJA, RS","6","1,I","2","1,I","0","1,I","","","","","","","","","","","","","","","","","18.5","1,,I,31,","","","30.6","1,,,I","","","",""
"RSM00034737","1960-04","46.533","39.617","22.0","KUSCEVSKAJA, RS","8",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","12.3",",,I,22,","","","21.3",",,,I","","","",""
"RSM00034737","1960-05","46.533","39.617","22.0","KUSCEVSKAJA, RS","11",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","12.6",",,I,12,","","","48.7",",,,I","","","",""
"RSM00034737","1960-06","46.533","39.617","22.0","KUSCEVSKAJA, RS","8","1,I","6","1,I","0","1,I","","","","","","","","","","","","","","","","","15.9","1,,I,04,","","","48.9","1,,,I","","","",""
"RSM00034737","1960-07","46.533","39.617","22.0","KUSCEVSKAJA, RS","8","1,I","6","1,I","1","1,I","","","","","","","","","","","","","","","","","32.1","1,,I,07,","","","60.2","1,,,I","","","",""
"RSM00034737","1960-08","46.533","39.617","22.0","KUSCEVSKAJA, RS","10","3,I","5","3,I","0","3,I","","","","","","","","","","","","","","","","","9.3","3,,I,27,","","","41.6","3,,,I","","","",""
"RSM00034737","1960-09","46.533","39.617","22.0","KUSCEVSKAJA, RS","5","2,I","2","2,I","0","2,I","","","","","","","","","","","","","","","","","7.1","2,,I,13,","","","17.2","2,,,I","","","",""
"RSM00034737","1960-10","46.533","39.617","22.0","KUSCEVSKAJA, RS","5",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","8.7",",,I,09,","","","19.6",",,,I","","","",""
"RSM00034737","1960-11","46.533","39.617","22.0","KUSCEVSKAJA, RS","7",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","8.1",",,I,23,","","","34.5",",,,I","","","",""
"RSM00034737","1960-12","46.533","39.617","22.0","KUSCEVSKAJA, RS","10","1,I","5","1,I","0","1,I","","","","","","","","","","","","","","","","","9.1","1,,I,29,","","","39.5","1,,,I","","","",""
"RSM00034737","1961-01","46.533","39.617","22.0","KUSCEVSKAJA, RS","8",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","14.7",",,I,26,","","","34.5",",,,I","","","",""
"RSM00034737","1961-02","46.533","39.617","22.0","KUSCEVSKAJA, RS","7","4,I","2","4,I","0","4,I","","","","","","","","","","","","","","","","","8.3","4,,I,08,","","","19.2","4,,,I","","","",""
"RSM00034737","1961-03","46.533","39.617","22.0","KUSCEVSKAJA, RS","14",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","14.2",",,I,29,","","","60.9",",,,I","","","",""
"RSM00034737","1961-04","46.533","39.617","22.0","KUSCEVSKAJA, RS","7",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","9.9",",,I,21,","","","37.2",",,,I","","","",""
"RSM00034737","1961-05","46.533","39.617","22.0","KUSCEVSKAJA, RS","11",",I","6",",I","1",",I","","","","","","","","","","","","","","","","","31.8",",,I,30,","","","68.3",",,,I","","","",""
"RSM00034737","1961-06","46.533","39.617","22.0","KUSCEVSKAJA, RS","14",",I","6",",I","1",",I","","","","","","","","","","","","","","","","","36.4",",,I,12,","","","84.7",",,,I","","","",""
"RSM00034737","1961-07","46.533","39.617","22.0","KUSCEVSKAJA, RS","5","2,I","4","2,I","0","2,I","","","","","","","","","","","","","","","","","19.6","2,,I,20,","","","46.7","2,,,I","","","",""
"RSM00034737","1961-08","46.533","39.617","22.0","KUSCEVSKAJA, RS","2",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","8.0",",,I,30,","","","8.6",",,,I","","","",""
"RSM00034737","1961-09","46.533","39.617","22.0","KUSCEVSKAJA, RS","4","2,I","3","2,I","0","2,I","","","","","","","","","","","","","","","","","20.8","2,,I,25,","","","41.0","2,,,I","","","",""
"RSM00034737","1961-10","46.533","39.617","22.0","KUSCEVSKAJA, RS","9","1,I","5","1,I","0","1,I","","","","","","","","","","","","","","","","","24.1","1,,I,02,","","","59.4","1,,,I","","","",""
"RSM00034737","1961-11","46.533","39.617","22.0","KUSCEVSKAJA, RS","11",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","18.6",",,I,15,","","","94.7",",,,I","","","",""
"RSM00034737","1961-12","46.533","39.617","22.0","KUSCEVSKAJA, RS","20",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","14.7",",,I,26,","","","78.8",",,,I","","","",""
"RSM00034737","1962-01","46.533","39.617","22.0","KUSCEVSKAJA, RS","8",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","13.9",",,I,03,","","","37.4",",,,I","","","",""
"RSM00034737","1962-02","46.533","39.617","22.0","KUSCEVSKAJA, RS","10",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","6.4",",,I,22,","","","26.0",",,,I","","","",""
"RSM00034737","1962-03","46.533","39.617","22.0","KUSCEVSKAJA, RS","10","2,I","2","2,I","0","2,I","","","","","","","","","","","","","","","","","14.5","2,,I,03,","","","32.0","2,,,I","","","",""
"RSM00034737","1962-04","46.533","39.617","22.0","KUSCEVSKAJA, RS","4",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","7.5",",,I,02,","","","17.3",",,,I","","","",""
"RSM00034737","1962-05","46.533","39.617","22.0","KUSCEVSKAJA, RS","5",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","5.8",",,I,02,","","","17.4",",,,I","","","",""
"RSM00034737","1962-06","46.533","39.617","22.0","KUSCEVSKAJA, RS","4","1,I","3","1,I","0","1,I","","","","","","","","","","","","","","","","","14.4","1,,I,14,","","","35.4","1,,,I","","","",""
"RSM00034737","1962-07","46.533","39.617","22.0","KUSCEVSKAJA, RS","3","1,I","1","1,I","0","1,I","","","","","","","","","","","","","","","","","12.3","1,,I,04,","","","14.9","1,,,I","","","",""
"RSM00034737","1962-08","46.533","39.617","22.0","KUSCEVSKAJA, RS","4",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","9.0",",,I,21,","","","20.4",",,,I","","","",""
"RSM00034737","1962-09","46.533","39.617","22.0","KUSCEVSKAJA, RS","6",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","17.9",",,I,02,","","","30.7",",,,I","","","",""
"RSM00034737","1962-10","46.533","39.617","22.0","KUSCEVSKAJA, RS","5","2,I","1","2,I","0","2,I","","","","","","","","","","","","","","","","","2.9","2,,I,16,","","","6.4","2,,,I","","","",""
"RSM00034737","1962-11","46.533","39.617","22.0","KUSCEVSKAJA, RS","4","2,I","2","2,I","0","2,I","","","","","","","","","","","","","","","","","24.0","2,,I,11,","","","33.1","2,,,I","","","",""
"RSM00034737","1962-12","46.533","39.617","22.0","KUSCEVSKAJA, RS","12",",I","6",",I","1",",I","","","","","","","","","","","","","","","","","40.4",",,I,19,","","","81.8",",,,I","","","",""
"RSM00034737","1963-01","46.533","39.617","22.0","KUSCEVSKAJA, RS","15","1,I","12","1,I","0","1,I","","","","","","","","","","","","","","","","","14.7","1,,I,13,","","","89.8","1,,,I","","","",""
"RSM00034737","1963-02","46.533","39.617","22.0","KUSCEVSKAJA, RS","7","3,I","2","3,I","0","3,I","","","","","","","","","","","","","","","","","5.9","3,,I,16,","","","12.4","3,,,I","","","",""
"RSM00034737","1963-03","46.533","39.617","22.0","KUSCEVSKAJA, RS","8","1,I","6","1,I","0","1,I","","","","","","","","","","","","","","","","","7.6","1,,I,09,","","","35.9","1,,,I","","","",""
"RSM00034737","1963-04","46.533","39.617","22.0","KUSCEVSKAJA, RS","12",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","23.5",",,I,04,","","","55.5",",,,I","","","",""
"RSM00034737","1963-05","46.533","39.617","22.0","KUSCEVSKAJA, RS","6","3,I","2","3,I","0","3,I","","","","","","","","","","","","","","","","","8.7","3,,I,27,","","","20.9","3,,,I","","","",""
"RSM00034737","1963-06","46.533","39.617","22.0","KUSCEVSKAJA, RS","12",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","8.5",",,I,15,","","","39.7",",,,I","","","",""
"RSM00034737","1963-07","46.533","39.617","22.0","KUSCEVSKAJA, RS","2",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","2.9",",,I,18,","","","3.5",",,,I","","","",""
"RSM00034737","1963-08","46.533","39.617","22.0","KUSCEVSKAJA, RS","6","1,I","2","1,I","0","1,I","","","","","","","","","","","","","","","","","4.6","1,,I,12,","","","12.5","1,,,I","","","",""
"RSM00034737","1963-09","46.533","39.617","22.0","KUSCEVSKAJA, RS","6","1,I","3","1,I","0","1,I","","","","","","","","","","","","","","","","","12.0","1,,I,14,","","","28.0","1,,,I","","","",""
"RSM00034737","1963-10","46.533","39.617","22.0","KUSCEVSKAJA, RS","5","1,I","1","1,I","0","1,I","","","","","","","","","","","","","","","","","8.2","1,,I,12,","","","12.3","1,,,I","","","",""
"RSM00034737","1963-11","46.533","39.617","22.0","KUSCEVSKAJA, RS","8",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","6.4",",,I,22,","","","15.7",",,,I","","","",""
"RSM00034737","1963-12","46.533","39.617","22.0","KUSCEVSKAJA, RS","15",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","15.0",",,I,12,","","","83.7",",,,I","","","",""
"RSM00034737","1964-01","46.533","39.617","22.0","KUSCEVSKAJA, RS","10","1,I","3","1,I","0","1,I","","","","","","","","","","","","","","","","","4.9","1,,I,27,","","","18.9","1,,,I","","","",""
"RSM00034737","1964-02","46.533","39.617","22.0","KUSCEVSKAJA, RS","13",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","7.9",",,I,21,","","","43.7",",,,I","","","",""
"RSM00034737","1964-03","46.533","39.617","22.0","KUSCEVSKAJA, RS","8","2,I","2","2,I","0","2,I","","","","","","","","","","","","","","","","","3.3","2,,I,24,","","","12.5","2,,,I","","","",""
"RSM00034737","1964-04","46.533","39.617","22.0","KUSCEVSKAJA, RS","6",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","5.4",",,I,30,","","","14.5",",,,I","","","",""
"RSM00034737","1964-05","46.533","39.617","22.0","KUSCEVSKAJA, RS","17",",I","12",",I","0",",I","","","","","","","","","","","","","","","","","15.5",",,I,11,","","","85.5",",,,I","","","",""
"RSM00034737","1964-06","46.533","39.617","22.0","KUSCEVSKAJA, RS","5","1,I","3","1,I","0","1,I","","","","","","","","","","","","","","","","","19.9","1,,I,06,","","","33.1","1,,,I","","","",""
