"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00111381","1949-02","66.0","2.0","6.0","MIKE, NO","","","0.0","2,E","","","0","2,E","3","2,E","0","2,E","0","2,E","0","2,E","-0.8","2,E,25,","","","7.8","2,E,20,","","","362.5","2,E","4.39","2,E","5.66","2,,,E","3.13","2,,,E"
"NOE00111381","1949-03","66.0","2.0","6.0","MIKE, NO","","","0.0","4,E","","","0","2,E","7","2,E","0","2,E","0","2,E","0","2,E","-1.6","2,E,02,","","","7.2","2,E,22,","","","393.9","2,E","3.67","4,E","5.00","2,,,E","2.33","2,,,E"
"NOE00111381","1949-04","66.0","2.0","6.0","MIKE, NO","","","0.0","1,E","","","0","1,E","6","1,E","0","1,E","0","1,E","0","1,E","-2.0","1,E,05,","","","7.8","1,E,18,","","","436.9","1,E","3.27","1,E","4.57","1,,,E","1.97","1,,,E"
"NOE00111381","1949-05","66.0","2.0","6.0","MIKE, NO","","","0.0","2,E","","","0","1,E","0","1,E","0","1,E","0","1,E","0","1,E","2.7","1,E,01,","","","9.4","1,E,29,","","","349.7","1,E","6.24","2,E","7.14","1,,,E","5.34","1,,,E"
"NOE00111381","1949-06","66.0","2.0","6.0","MIKE, NO","","","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","5.6",",E,18,","","","9.4",",E,30,+","","","316.4",",E","7.79",",E","8.38",",,,E","7.19",",,,E"
"NOE00111381","1949-07","66.0","2.0","6.0","MIKE, NO","","","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","7.2",",E,14,","","","11.7",",E,22,+","271.5","E","271.5",",E","9.58",",E","10.31",",,,E","8.85",",,,E"
"NOE00111381","1949-08","66.0","2.0","6.0","MIKE, NO","","","0.0","2,E","","","0","1,E","0","1,E","0","1,E","0","1,E","0","1,E","6.9","1,E,17,","","","12.2","1,E,08,","517.6","E","246.1","1,E","9.82","2,E","10.67","1,,,E","8.97","1,,,E"
"NOE00111381","1949-09","66.0","2.0","6.0","MIKE, NO","","","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","5.0",",E,30,","","","12.8",",E,06,+","766.9","E","249.3",",E","10.02",",E","10.82",",,,E","9.22",",,,E"
"NOE00111381","1949-10","66.0","2.0","6.0","MIKE, NO","","","0.0","4,E","","","0","2,E","0","2,E","0","2,E","0","2,E","0","2,E","0.6","2,E,27,+","","","11.1","2,E,11,","1074.6","E","307.7","2,E","6.89","4,E","7.97","2,,,E","5.81","2,,,E"
"NOE00111381","1949-11","66.0","2.0","6.0","MIKE, NO","","","0.0","2,E","","","0","1,E","0","1,E","0","1,E","0","1,E","0","1,E","2.2","1,E,26,","","","9.4","1,E,19,+","1379.1","E","304.5","1,E","7.37","2,E","8.19","1,,,E","6.55","1,,,E"
"NOE00111381","1949-12","66.0","2.0","6.0","MIKE, NO","","","0.0","2,E","","","0","1,E","2","1,E","0","1,E","0","1,E","0","1,E","-1.7","1,E,10,","","","8.0","1,E,01,","1787.8","E","408.7","1,E","4.25","2,E","5.59","1,,,E","2.91","1,,,E"
"NOE00111381","1950-01","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","1,E","5","1,E","2","1,E","0","1,E","0","1,E","-3.3","1,E,07,+","","","7.8","1,E,23,+","2189.0","E","401.2","1,E","4.52","2,E","5.47","1,,,E","3.56","1,,,E"
"NOE00111381","1950-02","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","1,E","3","1,E","0","1,E","0","1,E","0","1,E","-5.2","1,E,22,","","","6.7","1,E,05,+","2575.2","E","386.2","1,E","3.36","2,E","4.57","1,,,E","2.14","1,,,E"
"NOE00111381","1950-03","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","3,E","","","0","2,E","7","2,E","0","2,E","0","2,E","0","2,E","-1.7","2,E,27,","","","7.8","2,E,25,+","2993.8","E","418.6","2,E","3.41","3,E","4.97","2,,,E","1.86","2,,,E"
"NOE00111381","1950-04","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","4,E","","","0","2,E","2","2,E","0","2,E","0","2,E","0","2,E","-1.7","2,E,27,","","","7.8","2,E,25,+","3344.1","E","350.3","2,E","4.79","4,E","6.07","2,,,E","3.51","2,,,E"
"NOE00111381","1950-05","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","1.1",",E,18,","","","9.4",",E,11,","3741.0","E","396.9",",E","5.53",",E","6.51",",,,E","4.55",",,,E"
"NOE00111381","1950-06","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","3.1",",E,10,","","","10.6",",E,29,+","4039.9","E","298.9",",E","8.37",",E","9.18",",,,E","7.56",",,,E"
"NOE00111381","1950-07","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","7.2",",E,05,+","","","13.3",",E,31,+","236.0","E","236.0",",E","10.72",",E","11.35",",,,E","10.09",",,,E"
"NOE00111381","1950-08","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","9.4",",E,30,","","","15.6",",E,19,+","398.6","E","162.6",",E","13.09",",E","13.78",",,,E","12.39",",,,E"
"NOE00111381","1950-09","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","2,E","0","2,E","0","2,E","0","2,E","0","2,E","6.1","2,E,27,","","","14.4","2,E,04,+","612.7","E","214.1","2,E","10.69","2,E","11.63","2,,,E","9.74","2,,,E"
"NOE00111381","1950-10","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","4.4",",E,21,","","","11.7",",E,06,+","920.5","E","307.8",",E","8.40",",E","9.36",",,,E","7.45",",,,E"
"NOE00111381","1950-11","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","1,E","1","1,E","0","1,E","0","1,E","0","1,E","-0.6","1,E,29,","","","8.9","1,E,01,","1277.2","E","356.7","1,E","5.61","2,E","6.55","1,,,E","4.67","1,,,E"
"NOE00111381","1950-12","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","7",",E","1",",E","0",",E","0",",E","-3.9",",E,13,","","","7.8",",E,10,","1739.6","E","462.4",",E","3.42",",E","4.57",",,,E","2.26",",,,E"
"NOE00111381","1951-01","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","4",",E","0",",E","0",",E","0",",E","-2.2",",E,21,","","","7.2",",E,25,","2192.7","E","453.1",",E","3.72",",E","4.67",",,,E","2.77",",,,E"
"NOE00111381","1951-02","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","1",",E","0",",E","0",",E","0",",E","0.0",",E,25,","","","6.7",",E,09,+","2591.8","E","399.1",",E","4.08",",E","5.23",",,,E","2.93",",,,E"
"NOE00111381","1951-03","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","4,E","","","0","2,E","11","2,E","0","2,E","0","2,E","0","2,E","-2.2","2,E,20,+","","","7.2","2,E,04,+","3019.7","E","427.9","2,E","2.44","4,E","3.75","2,,,E","1.12","2,,,E"
"NOE00111381","1951-04","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","4",",E","0",",E","0",",E","0",",E","-2.2",",E,19,","","","7.2",",E,23,","3474.9","E","455.2",",E","3.16",",E","4.19",",,,E","2.13",",,,E"
"NOE00111381","1951-05","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","3.3",",E,14,+","","","7.8",",E,31,+","3874.2","E","399.3",",E","5.45",",E","6.19",",,,E","4.71",",,,E"
"NOE00111381","1951-06","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","2.0",",E,11,","","","10.0",",E,25,+","4225.2","E","351.0",",E","6.63",",E","7.46",",,,E","5.81",",,,E"
"NOE00111381","1951-07","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","2,E","0","2,E","0","2,E","0","2,E","0","2,E","6.1","2,E,05,+","","","12.8","2,E,24,","258.1","E","258.1","2,E","9.43","2,E","10.11","2,,,E","8.76","2,,,E"
"NOE00111381","1951-08","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","1,E","","","0","1,E","0","1,E","0","1,E","0","1,E","0","1,E","7.8","1,E,10,","","","13.3","1,E,31,","482.5","E","224.4","1,E","10.85","1,E","11.50","1,,,E","10.20","1,,,E"
"NOE00111381","1951-09","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","6.1",",E,18,","","","12.8",",E,01,","732.9","E","250.4",",E","9.99",",E","10.67",",,,E","9.30",",,,E"
"NOE00111381","1951-10","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","2.8",",E,24,","","","12.2",",E,17,+","1032.4","E","299.5",",E","8.67",",E","9.57",",,,E","7.77",",,,E"
"NOE00111381","1951-11","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","1",",E","0",",E","0",",E","0",",E","-1.3",",E,29,","","","8.3",",E,12,+","1444.9","E","412.5",",E","4.58",",E","5.50",",,,E","3.66",",,,E"
"NOE00111381","1951-12","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","1,E","9","1,E","0","1,E","0","1,E","0","1,E","-2.8","1,E,08,+","","","8.3","1,E,14,","1848.4","E","403.5","1,E","4.36","2,E","5.75","1,,,E","2.96","1,,,E"
"NOE00111381","1952-01","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","1,E","7","1,E","0","1,E","0","1,E","0","1,E","-2.2","1,E,25,","","","7.2","1,E,06,","2289.2","E","440.8","1,E","3.08","2,E","4.31","1,,,E","1.86","1,,,E"
"NOE00111381","1952-02","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","1,E","9","1,E","1","1,E","0","1,E","0","1,E","-5.0","1,E,29,","","","7.2","1,E,26,+","2718.9","E","429.7","1,E","2.48","2,E","3.81","1,,,E","1.14","1,,,E"
"NOE00111381","1952-03","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","1,E","6","1,E","2","1,E","0","1,E","0","1,E","-3.4","1,E,01,","","","7.2","1,E,10,+","3167.0","E","448.1","1,E","2.91","2,E","4.03","1,,,E","1.79","1,,,E"
"NOE00111381","1952-04","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","0.6",",E,15,+","","","7.8",",E,28,+","3559.1","E","392.1",",E","5.26",",E","6.36",",,,E","4.16",",,,E"
"NOE00111381","1952-05","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","1.1",",E,03,","","","10.0",",E,07,","3942.8","E","383.7",",E","5.96",",E","6.87",",,,E","5.04",",,,E"
"NOE00111381","1952-06","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","2,E","0","2,E","0","2,E","0","2,E","0","2,E","2.8","2,E,01,","","","10.2","2,E,29,+","4239.0","E","296.2","2,E","7.75","2,E","8.53","2,,,E","6.98","2,,,E"
"NOE00111381","1952-07","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","6.7",",E,01,","","","12.2",",E,31,+","276.7","E","276.7",",E","9.41",",E","10.18",",,,E","8.63",",,,E"
"NOE00111381","1952-08","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","7.2",",E,26,","","","12.8",",E,10,","541.8","E","265.1",",E","9.78",",E","10.46",",,,E","9.10",",,,E"
"NOE00111381","1952-09","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","2.8",",E,20,","","","10.6",",E,10,+","859.8","E","318.0",",E","7.73",",E","8.51",",,,E","6.95",",,,E"
"NOE00111381","1952-10","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","5.0",",E,11,+","","","9.4",",E,29,","1195.5","E","335.7",",E","7.50",",E","8.14",",,,E","6.86",",,,E"
"NOE00111381","1952-11","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","6",",E","0",",E","0",",E","0",",E","-1.7",",E,23,","","","8.5",",E,18,","1603.3","E","407.8",",E","4.74",",E","5.61",",,,E","3.87",",,,E"
"NOE00111381","1952-12","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","1,E","3","1,E","1","1,E","0","1,E","0","1,E","-3.3","1,E,13,","","","7.2","1,E,24,+","2024.4","E","421.1","1,E","3.79","2,E","4.96","1,,,E","2.62","1,,,E"
"NOE00111381","1953-01","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","1,E","7","1,E","2","1,E","0","1,E","0","1,E","-2.8","1,E,22,","","","7.2","1,E,17,+","2470.0","E","445.6","1,E","3.00","2,E","4.46","1,,,E","1.53","1,,,E"
"NOE00111381","1953-02","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","14",",E","2",",E","0",",E","0",",E","-2.8",",E,09,","","","7.8",",E,25,+","2913.1","E","443.1",",E","2.51",",E","4.06",",,,E","0.95",",,,E"
"NOE00111381","1953-03","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","2",",E","0",",E","0",",E","0",",E","-1.1",",E,31,","","","7.2",",E,25,+","3340.3","E","427.2",",E","4.55",",E","5.89",",,,E","3.22",",,,E"
"NOE00111381","1953-04","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","4,E","","","0","2,E","8","2,E","0","2,E","0","2,E","0","2,E","-1.7","2,E,18,","","","7.2","2,E,30,","3731.0","E","390.7","2,E","3.22","4,E","4.44","2,,,E","2.00","2,,,E"
"NOE00111381","1953-05","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","1,E","0","1,E","0","1,E","0","1,E","0","1,E","2.2","1,E,14,","","","7.9","1,E,18,","4107.0","E","376.0","1,E","5.37","2,E","6.26","1,,,E","4.48","1,,,E"
"NOE00111381","1953-06","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","3.9",",E,02,+","","","15.0",",E,24,","4386.6","E","279.6",",E","9.01",",E","9.76",",,,E","8.26",",,,E"
"NOE00111381","1953-07","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","8.3",",E,11,","","","15.6",",E,28,","196.3","E","196.3",",E","12.00",",E","12.70",",,,E","11.31",",,,E"
"NOE00111381","1953-08","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","8.9",",E,30,","","","14.4",",E,16,","379.3","E","183.0",",E","12.43",",E","13.08",",,,E","11.77",",,,E"
"NOE00111381","1953-09","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0","2,E","","","0","1,E","0","1,E","0","1,E","0","1,E","0","1,E","7.2","1,E,26,","","","12.8","1,E,06,","597.7","E","218.4","1,E","10.49","2,E","11.14","1,,,E","9.83","1,,,E"
"NOE00111381","1953-10","66.0","2.0","6.0","MIKE, NO","0.0","E","0.0",",E","","","0",",E","0",",E","0",",E","0",",E","0",",E","3.9",",E,14,+","","","11.7",",E,27,+","894.7","E","297.0",",E","8.75",",E","9.78",",,,E","7.73",",,,E"
