"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00192770","1887-10","42.083333","-72.15","350.5","FISKDALE, MA US","6",",6","4",",6","2",",6","","","","","","","32.8",",,6,21,","78.2",",,,6","",""
"USC00192770","1887-11","42.083333","-72.15","350.5","FISKDALE, MA US","5",",6","5",",6","0",",6","","","","","","","22.6",",,6,15,","69.5",",,,6","",""
"USC00192770","1887-12","42.083333","-72.15","350.5","FISKDALE, MA US","6",",6","6",",6","1",",6","2",",6","","","76",",,6,19,","30.5",",,6,28,","78.0",",,,6","127",",,,6"
"USC00192770","1888-01","42.083333","-72.15","350.5","FISKDALE, MA US","4",",6","4",",6","0",",6","1",",6","","","178",",,6,26,","22.9",",,6,02,","66.4",",,,6","178",",,,6"
"USC00192770","1888-02","42.083333","-72.15","350.5","FISKDALE, MA US","3",",6","3",",6","1",",6","","","","","","","48.8",",,6,20,","78.2",",,,6","",""
"USC00192770","1888-03","42.083333","-72.15","350.5","FISKDALE, MA US","6",",6","6",",6","1",",6","1",",6","","","91",",,6,13,","28.2",",,6,13,","88.1",",,,6","91",",,,6"
"USC00192770","1888-04","42.083333","-72.15","350.5","FISKDALE, MA US","6",",6","4",",6","0",",6","","","","","","","23.4",",,6,05,","53.7",",,,6","",""
"USC00192770","1888-05","42.083333","-72.15","350.5","FISKDALE, MA US","8",",6","7",",6","2",",6","","","1","","","","36.6",",,6,13,","108.9",",,,6","",""
"USC00192770","1888-06","42.083333","-72.15","350.5","FISKDALE, MA US","8",",6","7",",6","0",",6","","","2","","","","22.6",",,6,07,","75.3",",,,6","",""
"USC00192770","1888-07","42.083333","-72.15","350.5","FISKDALE, MA US","6",",6","5",",6","1",",6","","","","","","","27.2",",,6,18,","64.6",",,,6","",""
"USC00192770","1888-08","42.083333","-72.15","350.5","FISKDALE, MA US","6",",6","6",",6","2",",6","","","","","","","55.9",",,6,22,","113.6",",,,6","",""
"USC00192770","1888-09","42.083333","-72.15","350.5","FISKDALE, MA US","7",",6","6",",6","4",",6","","","","","","","44.7",",,6,18,","173.0",",,,6","",""
"USC00192770","1888-10","42.083333","-72.15","350.5","FISKDALE, MA US","10",",6","8",",6","1",",6","","","1","","","","49.3",",,6,06,","122.9",",,,6","",""
