"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00162082","1979-04","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","25","5,","","","","","","","","","","","","","490","5,,E,12,","","","","","","","","","","","",""
"SWE00162082","1979-11","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","25","5,","","","","","","","","","","","","","420","5,,E,30,","","","","","","","","","","","",""
"SWE00162082","1980-01","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","5,","","","","","","","","","","","","","690","5,,E,30,+","","","","","","","","","","","",""
"SWE00162082","1980-02","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","25","4,","","","","","","","","","","","","","780","4,,E,23,+","","","","","","","","","","","",""
"SWE00162082","1980-03","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","5,","","","","","","","","","","","","","860","5,,E,31,","","","","","","","","","","","",""
"SWE00162082","1980-04","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","4,","","","","","","","","","","","","","920","4,,E,08,+","","","","","","","","","","","",""
"SWE00162082","1981-01","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","5,","","","","","","","","","","","","","660","5,,E,23,+","","","","","","","","","","","",""
"SWE00162082","1981-02","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","24","4,","","","","","","","","","","","","","530","4,,E,07,","","","","","","","","","","","",""
"SWE00162082","1981-03","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","5,","","","","","","","","","","","","","750","5,,E,24,","","","","","","","","","","","",""
"SWE00162082","1981-04","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","4,","","","","","","","","","","","","","650","4,,E,02,+","","","","","","","","","","","",""
"SWE00162082","1981-11","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","25","5,","","","","","","","","","","","","","380","5,,E,28,","","","","","","","","","","","",""
"SWE00162082","1981-12","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","5,","","","","","","","","","","","","","490","5,,E,30,","","","","","","","","","","","",""
"SWE00162082","1982-04","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","4,","","","","","","","","","","","","","650","4,,E,12,","","","","","","","","","","","",""
"SWE00162082","1983-04","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","4,","","","","","","","","","","","","","840","4,,E,01,","","","","","","","","","","","",""
"SWE00162082","1983-11","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","4,","","","","","","","","","","","","","180","4,,E,07,","","","","","","","","","","","",""
"SWE00162082","1983-12","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","28","3,","","","","","","","","","","","","","510","3,,E,31,","","","","","","","","","","","",""
"SWE00162082","1984-01","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","5,","","","","","","","","","","","","","770","5,,E,31,","","","","","","","","","","","",""
"SWE00162082","1984-02","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","25","4,","","","","","","","","","","","","","1110","4,,E,15,+","","","","","","","","","","","",""
"SWE00162082","1984-03","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","27","4,","","","","","","","","","","","","","840","4,,E,31,","","","","","","","","","","","",""
"SWE00162082","1984-04","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","25","5,","","","","","","","","","","","","","840","5,,E,02,","","","","","","","","","","","",""
"SWE00162082","1984-11","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","4,","","","","","","","","","","","","","500","4,,E,29,","","","","","","","","","","","",""
"SWE00162082","1985-01","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","5,","","","","","","","","","","","","","580","5,,E,02,","","","","","","","","","","","",""
"SWE00162082","1985-02","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","24","4,","","","","","","","","","","","","","600","4,,E,28,","","","","","","","","","","","",""
"SWE00162082","1985-03","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","","","26","5,","","","","","","","","","","","","","760","5,,E,29,","","","","","","","","","","","",""
"SWE00162082","1985-04","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","0.0",",E","30",",","1",",E","30",",E","10",",E","0",",E","0",",E","-18.1",",E,08,","730",",,E,03,+","6.6",",E,14,","","","655.3",",E","-3.51",",E","1.53",",,,E","-8.55",",,,E"
"SWE00162082","1985-06","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","0.8",",E","","","0",",E","2",",E","0",",E","5",",E","0",",E","-2.3",",E,06,","","","26.0",",E,22,","","","211.2",",E","11.32",",E","15.76",",,,E","6.88",",,,E"
"SWE00162082","1985-07","67.14","20.81","312.0","GALLIVARE FLYGPLATS, SW","","","1.5",",E","","","0",",E","0",",E","0",",E","7",",E","0",",E","3.6",",E,18,","","","24.5",",E,12,","140.9","E","140.9",",E","13.84",",E","18.32",",,,E","9.35",",,,E"
