"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023043","1898-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","681.7","0","0.0",",0","3",",0","1",",0","0",",0","","","","","0",",0","21",",0","0",",0","12",",0","0",",0","","","","","","","-12.2",",0,22,","","","","","10.7",",,0,26,","29.4",",0,07,","","","496.4","0","334.6",",0","12.8",",,,0","","","","","7.18",",0","17.26",",,,0","-2.90",",,,0","","","","","","","","","","","",""
"USW00023043","1898-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","681.7","0","0.0",",0","4",",0","3",",0","0",",0","","","","","0",",0","29",",0","4",",0","2",",0","0",",0","","","","","","","-13.9",",0,14,+","","","","","15.7",",,0,09,","22.8",",0,29,","","","1042.7","0","546.3",",0","34.7",",,,0","","","","","0.71",",0","8.59",",,,0","-7.17",",,,0","","","","","","","","","","","",""
"USW00023043","1899-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0","2,0","2",",0","1",",0","0",",0","","","","","0","2,0","27","2,0","0","1,0","2","1,0","0","1,0","","","","","","","-15.6","2,0,24,","","","","","10.2",",,0,18,","22.2","1,0,30,","","","1479.4","0","436.7","1,0","10.7",",,,0","","","","","3.26","2,0","13.81","1,,,0","-7.30","2,,,0","","","","","","","","","","","",""
"USW00023043","1899-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0","1,0","1",",0","1",",0","0",",0","","","","","2",",0","26",",0","4","1,0","8","1,0","0","1,0","","","","","","","-21.1",",0,07,","","","","","3.8",",,0,06,","24.4","1,0,28,+","","","1873.6","0","394.2","1,0","3.8",",,,0","","","","","3.67","1,0","14.69","1,,,0","-7.34",",,,0","","","","","","","","","","","",""
"USW00023043","1899-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","2.2","0","2.2",",0","1",",0","0",",0","0",",0","","","","","0",",0","17",",0","0",",0","19",",0","0",",0","","","","","","","-7.2",",0,28,+","","","","","1.5",",,0,27,","31.7",",0,24,","","","2091.8","0","218.2",",0","1.5",",,,0","","","","","11.37",",0","22.95",",,,0","-0.22",",,,0","","","","","","","","","","","",""
"USW00023043","1899-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","16.0","0","13.8",",0","2",",0","2",",0","0",",0","","","","","0",",0","8",",0","0",",0","25",",0","2",",0","","","","","","","-3.9",",0,07,+","","","","","3.0",",,0,05,","32.8",",0,10,","","","2199.0","0","107.2",",0","5.8",",,,0","","","","","15.22",",0","25.78",",,,0","4.66",",,,0","","","","","","","","","","","",""
"USW00023043","1899-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","78.9","0","62.9",",0","2",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","15",",0","","","","","","","0.6",",0,04,","","","","","4.8",",,0,10,","36.7",",0,12,","","","2221.5","0","22.5",",0","6.8",",,,0","","","","","19.64",",0","30.82",",,,0","8.45",",,,0","","","","","","","","","","","",""
"USW00023043","1899-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","233.9","0","155.0",",0","4",",0","3",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","15",",0","","","","","","","7.8",",0,02,","","","","","26.4",",,0,16,","38.3",",0,13,","","","2221.5","0","0.0",",0","41.1",",,,0","","","","","23.50",",0","32.46",",,,0","14.54",",,,0","","","","","","","","","","","",""
"USW00023043","1899-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","430.0","0","196.1","1,0","8",",0","5",",0","2",",0","","","","","0","1,0","0","1,0","0","1,0","30","1,0","20","1,0","","","","","","","15.0","1,0,01,","","","","","46.5",",,0,19,","37.8","1,0,05,","","","0.0","0","0.0","1,0","111.1",",,,0","","","","","24.87","1,0","32.32","1,,,0","17.42","1,,,0","","","","","","","","","","","",""
"USW00023043","1899-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","668.8","0","238.8",",0","3",",0","1",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","","","13.9",",0,30,","","","","","29.0",",,0,06,","39.4",",0,12,","","","0.0","0","0.0",",0","30.8",",,,0","","","","","26.04",",0","35.30",",,,0","16.78",",,,0","","","","","","","","","","","",""
"USW00023043","1899-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","749.7","0","80.9",",0","2",",0","2",",0","1",",0","","","","","0",",0","0",",0","0",",0","29",",0","9",",0","","","","","","","4.4",",0,02,","","","","","88.4",",,0,08,","36.1",",0,01,","","","10.6","0","10.6",",0","92.5",",,,0","","","","","20.68",",0","29.52",",,,0","11.83",",,,0","","","","","","","","","","","",""
"USW00023043","1899-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","760.7","0","11.0","1,0","1",",0","1",",0","0",",0","","","","","0","1,0","3","1,0","0","1,0","24","1,0","0","1,0","","","","","","","-2.2","1,0,28,+","","","","","5.1",",,0,03,","30.0","1,0,21,+","","","106.0","0","95.4","1,0","5.1",",,,0","","","","","15.52","1,0","25.22","1,,,0","5.82","1,,,0","","","","","","","","","","","",""
"USW00023043","1899-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","760.7","0","0.0",",0","4",",0","3",",0","1",",0","","","","","0",",0","17",",0","0",",0","12",",0","0",",0","","","","","","","-10.6",",0,03,","","","","","64.5",",,0,19,","26.7",",0,13,+","","","371.5","0","265.5",",0","81.5",",,,0","","","","","9.48",",0","18.83",",,,0","0.13",",,,0","","","","","","","","","","","",""
"USW00023043","1899-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","760.7","0","0.0",",0","3",",0","2",",0","1",",0","","","","","0",",0","29",",0","0",",0","3",",0","0",",0","","","","","","","-8.9",",0,14,","","","","","30.5",",,0,20,","25.0",",0,02,","","","795.1","0","423.6",",0","39.1",",,,0","","","","","4.67",",0","12.90",",,,0","-3.56",",,,0","","","","","","","","","","","",""
"USW00023043","1900-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","2",",0","2",",0","0",",0","","","","","0",",0","26",",0","1",",0","1",",0","0",",0","","","","","","","-6.7",",0,28,","","","","","21.6",",,0,09,","21.1",",0,15,","","","1177.3","0","382.2",",0","24.4",",,,0","","","","","6.00",",0","14.18",",,,0","-2.17",",,,0","","","","","","","","","","","",""
"USW00023043","1900-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","","","","","0",",0","20",",0","0",",0","4",",0","0",",0","","","","","","","-13.3",",0,17,","","","","","0.0",",T,0,08,","25.0",",0,25,","","","1516.3","0","339.0",",0","0.0",",T,,0","","","","","6.23",",0","16.05",",,,0","-3.60",",,,0","","","","","","","","","","","",""
"USW00023043","1900-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","","","","","0",",0","10",",0","0",",0","17",",0","0",",0","","","","","","","-7.2",",0,01,","","","","","5.3",",,0,14,","31.1",",0,12,","","","1750.5","0","234.2",",0","12.7",",,,0","","","","","10.78",",0","20.25",",,,0","1.31",",,,0","","","","","","","","","","","",""
"USW00023043","1900-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","","","","","0",",0","5",",0","0",",0","25",",0","0",",0","","","","","","","-4.4",",0,12,","","","","","5.8",",,0,28,","28.3",",0,02,","","","1904.4","0","153.9",",0","9.9",",,,0","","","","","13.20",",0","23.45",",,,0","2.96",",,,0","","","","","","","","","","","",""
"USW00023043","1900-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","57.5","0","57.5",",0","7",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","26",",0","6",",0","","","","","","","5.6",",0,02,","","","","","14.5",",,0,14,","34.4",",0,29,+","","","1939.9","0","35.5",",0","41.3",",,,0","","","","","19.04",",0","27.26",",,,0","10.82",",,,0","","","","","","","","","","","",""
"USW00023043","1900-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","238.6","0","181.1",",0","7",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","21",",0","","","","","","","10.6",",0,17,","","","","","16.5",",,0,02,","39.4",",0,27,+","","","1939.9","0","0.0",",0","54.1",",,,0","","","","","24.37",",0","33.68",",,,0","15.06",",,,0","","","","","","","","","","","",""
"USW00023043","1900-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","437.6","0","199.0",",0","9",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","","","14.4",",0,05,","","","","","21.3",",,0,04,","37.2",",0,02,","","","0.0","0","0.0",",0","72.3",",,,0","","","","","24.75",",0","32.23",",,,0","17.28",",,,0","","","","","","","","","","","",""
"USW00023043","1900-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","645.7","0","208.1",",0","3",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","","","9.4",",0,26,","","","","","23.1",",,0,08,","38.3",",0,27,+","","","0.0","0","0.0",",0","40.9",",,,0","","","","","25.05",",0","33.65",",,,0","16.45",",,,0","","","","","","","","","","","",""
"USW00023043","1900-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","765.8","0","120.1",",0","8",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","","","8.3",",0,29,","","","","","56.4",",,0,03,","37.8",",0,14,","","","3.6","0","3.6",",0","165.9",",,,0","","","","","22.22",",0","29.97",",,,0","14.47",",,,0","","","","","","","","","","","",""
"USW00023043","1900-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","787.7","0","21.9",",0","5",",0","2",",0","1",",0","","","","","0",",0","0",",0","0",",0","27",",0","2",",0","","","","","","","1.1",",0,31,","","","","","78.7",",,0,17,","32.2",",0,06,+","","","81.4","0","77.8",",0","84.5",",,,0","","","","","16.53",",0","25.00",",,,0","8.06",",,,0","","","","","","","","","","","",""
"USW00023043","1900-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","787.7","0","0.0",",0","1",",0","1",",0","0",",0","","","","","0",",0","18",",0","0",",0","15",",0","0",",0","","","","","","","-6.7",",0,25,","","","","","4.3",",,0,28,","26.1",",0,21,","","","332.5","0","251.1",",0","4.3",",,,0","","","","","9.96",",0","19.63",",,,0","0.30",",,,0","","","","","","","","","","","",""
"USW00023043","1900-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","787.7","0","0.0",",0","2",",0","0",",0","0",",0","","","","","0",",0","29",",0","2",",0","3",",0","0",",0","","","","","","","-13.9",",0,29,","","","","","1.0",",,0,28,","23.3",",0,21,","","","745.1","0","412.6",",0","1.8",",,,0","","","","","5.02",",0","15.16",",,,0","-5.12",",,,0","","","","","","","","","","","",""
"USW00023043","1901-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","","","","","0",",0","23",",0","0",",0","7",",0","0",",0","","","","","","","-12.2",",0,02,","","","","","5.3",",,0,28,","23.9",",0,15,","","","1124.0","0","378.9",",0","5.3",",,,0","","","","","6.11",",0","16.16",",,,0","-3.94",",,,0","","","","","","","","","","","",""
"USW00023043","1901-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","","","","","0",",0","21",",0","0",",0","4",",0","0",",0","","","","","","","-16.7",",0,13,","","","","","22.1",",,0,11,","26.7",",0,21,","","","1509.4","0","385.4",",0","29.3",",,,0","","","","","4.57",",0","12.48",",,,0","-3.34",",,,0","","","","","","","","","","","",""
"USW00023043","1901-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.6","0","0.6",",0","0",",0","0",",0","0",",0","","","","","0",",0","19",",0","0",",0","17",",0","1",",0","","","","","","","-6.7",",0,16,+","","","","","0.0",",,0,31,+","34.4",",0,30,","","","1762.6","0","253.2",",0","0.0",",,,0","","","","","10.18",",0","20.63",",,,0","-0.26",",,,0","","","","","","","","","","","",""
"USW00023043","1901-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","3.4","0","2.8",",0","4",",0","1",",0","0",",0","","","","","0",",0","7",",0","0",",0","25",",0","0",",0","","","","","","","-5.6",",0,02,","","","","","21.3",",,0,29,","30.6",",0,26,","","","1899.0","0","136.4",",0","24.6",",,,0","","","","","13.88",",0","24.46",",,,0","3.29",",,,0","","","","","","","","","","","",""
"USW00023043","1901-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","55.7","0","52.3",",0","6",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","5",",0","","","","","","","2.8",",0,03,","","","","","21.6",",,0,31,","33.3",",0,22,+","","","1915.7","0","16.7",",0","26.4",",,,0","","","","","19.48",",0","28.20",",,,0","10.76",",,,0","","","","","","","","","","","",""
"USW00023043","1901-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","236.9","0","181.2",",0","3",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","26",",0","","","","","","","7.2",",0,02,","","","","","3.0",",,0,01,","38.3",",0,20,+","","","1916.9","0","1.2",",0","5.5",",,,0","","","","","24.34",",0","34.06",",,,0","14.61",",,,0","","","","","","","","","","","",""
"USW00023043","1901-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","459.6","0","222.7",",0","8",",0","7",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","","","12.8",",0,10,","","","","","26.4",",,0,28,","37.8",",0,17,","","","0.0","0","0.0",",0","77.2",",,,0","","","","","25.52",",0","33.17",",,,0","17.87",",,,0","","","","","","","","","","","",""
"USW00023043","1901-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","706.4","0","246.8",",0","3",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","","","13.9",",0,27,+","","","","","5.8",",,0,08,","41.7",",0,09,","","","0.0","0","0.0",",0","15.2",",,,0","","","","","26.30",",0","34.97",",,,0","17.62",",,,0","","","","","","","","","","","",""
"USW00023043","1901-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","799.0","0","92.6",",0","6",",0","3",",0","1",",0","","","","","0",",0","1",",0","0",",0","28",",0","11",",0","","","","","","","-1.1",",0,27,","","","","","33.5",",,0,06,","35.6",",0,15,+","","","24.2","0","24.2",",0","50.5",",,,0","","","","","20.61",",0","29.37",",,,0","11.85",",,,0","","","","","","","","","","","",""
"USW00023043","1901-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","806.7","0","7.7",",0","4",",0","3",",0","1",",0","","","","","0",",0","1",",0","0",",0","26",",0","2",",0","","","","","","","-0.6",",0,14,","","","","","25.4",",,0,30,","32.8",",0,02,","","","109.1","0","84.9",",0","56.2",",,,0","","","","","15.85",",0","24.87",",,,0","6.82",",,,0","","","","","","","","","","","",""
"USW00023043","1901-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","806.7","0","0.0",",0","2",",0","2",",0","1",",0","","","","","0",",0","16",",0","0",",0","11",",0","0",",0","","","","","","","-2.8",",0,29,+","","","","","143.5",",,0,01,","25.6",",0,24,+","","","354.4","0","245.3",",0","156.2",",,,0","","","","","10.16",",0","19.02",",,,0","1.29",",,,0","","","","","","","","","","","",""
"USW00023043","1901-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","806.7","0","0.0",",0","1",",0","1",",0","0",",0","","","","","1",",0","26",",0","3",",0","7",",0","0",",0","","","","","","","-19.4",",0,14,","","","","","6.6",",,0,13,","25.0",",0,06,","","","778.7","0","424.3",",0","6.6",",,,0","","","","","4.65",",0","14.07",",,,0","-4.78",",,,0","","","","","","","","","","","",""
"USW00023043","1902-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","2",",0","1",",0","1",",0","","","","","0",",0","29",",0","2",",0","1",",0","0",",0","","","","","","","-12.2",",0,27,","","","","","30.5",",,0,13,","21.7",",0,08,","","","1215.5","0","436.8",",0","31.5",",,,0","","","","","4.24",",0","13.00",",,,0","-4.52",",,,0","","","","","","","","","","","",""
"USW00023043","1902-03","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","0.0",",0","1",",0","1",",0","0",",0","","","","","0",",0","14",",0","0",",0","11",",0","0",",0","","","","","","","-7.8",",0,05,","","","","","21.1",",,0,11,","26.7",",0,09,","","","","","262.5",",0","21.1",",,,0","","","","","9.87",",0","19.31",",,,0","0.42",",,,0","","","","","","","","","","","",""
"USW00023043","1902-04","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","15.6","1,0","0",",0","0",",0","0",",0","","","","","0","1,0","0","1,0","0","1,0","27","1,0","3","1,0","","","","","","","1.7","1,0,30,+","","","","","0.0",",T,0,11,","33.3","1,0,30,","","","","","45.7","1,0","0.0",",T,,0","","","","","17.29","1,0","27.48","1,,,0","7.11","1,,,0","","","","","","","","","","","",""
"USW00023043","1902-05","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","73.7",",0","3",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","","","5.6",",0,08,","","","","","10.7",",,0,26,","35.6",",0,31,+","","","","","9.1",",0","17.8",",,,0","","","","","20.42",",0","30.10",",,,0","10.74",",,,0","","","","","","","","","","","",""
"USW00023043","1902-06","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","198.5",",0","4",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","21",",0","","","","","","","10.6",",0,06,","","","","","12.7",",,0,03,","41.7",",0,25,","","","","","0.0",",0","26.1",",,,0","","","","","24.95",",0","34.15",",,,0","15.75",",,,0","","","","","","","","","","","",""
"USW00023043","1902-07","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","174.5",",0","8",",0","7",",0","3",",0","","","","","0",",0","0",",0","0",",0","30",",0","13",",0","","","","","","","14.4",",0,20,+","","","","","46.0",",,0,08,","35.6",",0,05,+","","","0.0","0","0.0",",0","140.3",",,,0","","","","","23.96",",0","30.81",",,,0","17.12",",,,0","","","","","","","","","","","",""
"USW00023043","1902-08","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","192.1",",0","3",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","","","14.4",",0,31,+","","","","","18.8",",,0,06,","36.1",",0,19,","","","0.0","0","0.0",",0","45.7",",,,0","","","","","24.53",",0","32.53",",,,0","16.53",",,,0","","","","","","","","","","","",""
"USW00023043","1902-09","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","77.1",",0","5",",0","3",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","","","2.8",",0,27,","","","","","50.0",",,0,02,","36.7",",0,08,","","","19.2","0","19.2",",0","78.2",",,,0","","","","","20.27",",0","28.35",",,,0","12.18",",,,0","","","","","","","","","","","",""
"USW00023043","1902-10","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","1.7",",0","2",",0","2",",0","1",",0","","","","","0",",0","0",",0","0",",0","26",",0","1",",0","","","","","","","1.7",",0,28,","","","","","31.8",",,0,02,","32.2",",0,22,","","","106.0","0","86.8",",0","34.6",",,,0","","","","","15.59",",0","25.93",",,,0","5.25",",,,0","","","","","","","","","","","",""
"USW00023043","1902-11","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","0.0",",0","3",",0","3",",0","0",",0","","","","","0",",0","18",",0","0",",0","12",",0","0",",0","","","","","","","-8.9",",0,27,","","","","","6.4",",,0,21,","27.8",",0,10,","","","363.4","0","257.4",",0","13.2",",,,0","","","","","9.75",",0","18.98",",,,0","0.52",",,,0","","","","","","","","","","","",""
"USW00023043","1902-12","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","","","0.0",",0","2",",0","1",",0","0",",0","","","","","0",",0","20",",0","0",",0","1",",0","0",",0","","","","","","","-11.1",",0,04,","","","","","11.4",",,0,13,","22.2",",0,05,","","","758.6","0","395.2",",0","12.7",",,,0","","","","","5.58",",0","12.18",",,,0","-1.01",",,,0","","","","","","","","","","","",""
"USW00023043","1903-01","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","","","","","0",",0","27",",0","0",",0","8",",0","0",",0","","","","","","","-12.2",",0,12,","","","","","5.6",",,0,15,","26.7",",0,28,","","","1143.3","0","384.7",",0","5.6",",,,0","","","","","5.92",",0","15.48",",,,0","-3.64",",,,0","","","","","","","","","","","",""
"USW00023043","1903-02","33.4","-104.53333","1106.1","ROSWELL MUNICIPAL AIRPORT, NM US","0.0","0","0.0",",0","2",",0","2",",0","0",",0","","","","","2",",0","25",",0","1",",0","4",",0","0",",0","","","","","","","-21.7",",0,16,","","","","","19.1",",,0,15,","23.9",",0,11,","","","1578.7","0","435.4",",0","24.4",",,,0","","","","","2.78",",0","11.42",",,,0","-5.85",",,,0","","","","","","","","","","","",""
