"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00022010","1969-10","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1741.7","0","94.9",",0","5",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","3",",0","9","","","","5","","7.8",",0,31,","0",",,0,31,+","0",",,0,31,+","193.0",",,0,04,","33.3",",0,01,","","","35.8","0","35.8",",0","287.8",",,,0","0",",,,0","20.24",",0","25.10",",,,0","15.38",",,,0","","","240",",X","","","","","","","","","13.0",",X","","","","","",""
"USW00022010","1969-11","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1766.5","0","24.8",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13",",0","0",",0","11","","3","","1","","-3.3",",0,20,","0",",,0,30,+","0",",,0,30,+","42.2",",,0,26,","31.7",",0,12,","","","190.5","0","154.7",",0","85.5",",,,0","0",",,,0","14.00",",0","20.07",",,,0","7.94",",,,0","","","340",",X","","","","","","","","","10.3",",X","","","","","",""
"USW00022010","1969-12","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1766.5","0","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9",",0","0",",0","15","","7","","3","","-1.1",",0,31,","0",",,0,31,+","0",",T,0,29,","18.3",",,0,29,","23.9",",0,22,+","","","379.7","0","189.2",",0","29.9",",,,0","0",",T,,0","12.23",",0","18.51",",,,0","5.95",",,,0","","","290",",X","","","","","","","","","19.2",",X","","","","","",""
"USW00022010","1970-01","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1.4","0","1.4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","4",",0","0",",0","16","","4","","","","-7.8",",0,07,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,13,","25.0",",0,28,","","","689.2","0","309.5",",0","10.8",",,,0","0",",,,0","8.39",",0","13.78",",,,0","3.01",",,,0","","","140",",X","","","","","","","","","12.5",",X","","","","","",""
"USW00022010","1970-02","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1.4","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","9",",0","0",",0","9","","3","","","","-3.3",",0,03,","0",",,0,28,+","0",",T,0,20,","23.9",",,0,22,","27.2",",0,18,","","","846.4","0","157.2",",0","41.0",",,,0","0",",T,,0","12.72",",0","18.56",",,,0","6.88",",,,0","","","270",",X","","","","","","","","","11.6",",X","","","","","",""
"USW00022010","1970-03","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","9.3","0","7.9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","11","","3","","2","","0.6",",0,13,+","0",",,0,31,+","0",",,0,31,+","7.9",",,0,16,","28.3",",0,31,","","","984.4","0","138.0",",0","14.6",",,,0","0",",,,0","14.13",",0","20.95",",,,0","7.32",",,,0","","","130",",X","","","","","","","","","10.7",",X","","","","","",""
"USW00022010","1970-04","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","117.3","0","108.0",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","16","","","","1","","5.0",",0,06,+","0",",,0,30,+","0",",,0,30,+","1.5",",,0,04,","33.9",",0,27,+","","","1006.9","0","22.5",",0","3.7",",,,0","0",",,,0","21.18",",0","27.63",",,,0","14.74",",,,0","","","280",",X","","","","","","","","","11.2",",X","","","","","",""
"USW00022010","1970-05","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","272.0","0","154.7",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","5","","","","9","","7.2",",0,03,","0",",,0,31,+","0",",,0,31,+","34.5",",,0,13,","33.3",",0,10,+","","","1011.1","0","4.2",",0","72.3",",,,0","0",",,,0","23.19",",0","30.11",",,,0","16.27",",,,0","","","320",",X","","","","","","","","","21.5",",X","","","","","",""
"USW00022010","1970-06","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","542.1","0","270.1",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","2","","","","6","","12.8",",0,03,","0",",,0,30,+","0",",,0,30,+","21.1",",,0,28,","38.3",",0,26,","","","1011.1","0","0.0",",0","35.2",",,,0","0",",,,0","27.34",",0","33.58",",,,0","21.09",",,,0","","","110",",X","","","","","","","","","9.8",",X","","","","","",""
"USW00022010","1970-07","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","893.6","0","351.5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","1","","20.0",",0,17,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,16,","39.4",",0,06,","","","0.0","0","0.0",",0","1.1",",,,0","0",",,,0","29.67",",0","36.26",",,,0","23.08",",,,0","","","140",",X","","","","","","","","","11.2",",X","","","","","",""
"USW00022010","1970-08","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1242.8","0","349.2",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","1","","19.4",",0,04,","0",",,0,31,+","0",",,0,31,+","29.7",",,0,04,","37.8",",0,20,+","","","0.0","0","0.0",",0","36.3",",,,0","0",",,,0","29.60",",0","36.09",",,,0","23.10",",,,0","","","140",",X","","","","","","","","","26.8",",X","","","","","",""
"USW00022010","1970-09","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1485.2","0","242.4",",0","9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","21",",0","3","","","","4","","8.9",",0,27,","0",",,0,30,+","0",",,0,30,+","132.3",",,0,26,","37.2",",0,04,","","","14.1","0","14.1",",0","250.8",",,,0","0",",,,0","25.94",",0","31.52",",,,0","20.37",",,,0","","","310",",X","","","","","","","","","15.6",",X","","","","","",""
"USW00022010","1970-10","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1558.1","0","72.9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","10","","1","","","","2.2",",0,29,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,02,","31.7",",0,07,","","","53.5","0","39.4",",0","1.5",",,,0","0",",,,0","19.41",",0","25.74",",,,0","13.09",",,,0","","","320",",X","","","","","","","","","13.4",",X","","","","","",""
"USW00022010","1970-11","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1563.1","0","5.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","21",",0","0",",0","7","","","","","","-3.3",",0,24,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,30,+","29.4",",0,22,","","","187.4","0","133.9",",0","0.0",",T,,0","0",",,,0","14.04",",0","22.17",",,,0","5.91",",,,0","","","310",",X","","","","","","","","","13.4",",X","","","","","",""
"USW00022010","1970-12","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1563.1","0","0.0",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","15","","9","","","","1.1",",0,31,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,12,","26.1",",0,15,","","","314.0","0","126.6",",0","3.2",",,,0","0",",,,0","14.25",",0","20.57",",,,0","7.93",",,,0","","","270",",X","","","","","","","","","10.3",",X","","","","","",""
"USW00022010","1971-01","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","4.8","0","4.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","20",",0","0",",0","7","","1","","","","-6.1",",0,06,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,28,+","31.7",",0,30,","","","471.8","0","157.8",",0","0.0",",T,,0","0",",,,0","13.40",",0","21.44",",,,0","5.35",",,,0","","","340",",X","","","","","","","","","11.2",",X","","","","","",""
"USW00022010","1971-02","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","14.2","0","9.4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","15",",0","0",",0","6","","1","","1","","-6.1",",0,08,","0",",,0,28,+","0",",,0,28,+","7.1",",,0,25,","30.0",",0,20,","","","608.8","0","137.0",",0","7.4",",,,0","0",",,,0","13.78",",0","21.78",",,,0","5.77",",,,0","","","310",",X","","","","","","","","","15.6",",X","","","","","",""
"USW00022010","1971-03","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","74.1","0","59.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","25",",0","6",",0","3","","1","","","","-3.3",",0,03,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,30,+","38.3",",0,28,","","","670.5","0","61.7",",0","0.0",",T,,0","0",",,,0","18.27",",0","26.92",",,,0","9.63",",,,0","","","330",",X","","","","","","","","","17.4",",X","","","","","",""
"USW00022010","1971-04","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","180.8","0","106.7",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","3","","","","4","","3.3",",0,07,","0",",,0,30,+","0",",,0,30,+","33.3",",,0,15,","36.1",",0,28,","","","691.0","0","20.5",",0","54.9",",,,0","0",",,,0","21.21",",0","28.48",",,,0","13.93",",,,0","","","140",",X","","","","","","","","","13.4",",X","","","","","",""
"USW00022010","1971-05","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","409.5","0","228.7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","10","","11.1",",0,14,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,29,","37.2",",0,23,","","","691.0","0","0.0",",0","15.1",",,,0","0",",,,0","25.71",",0","32.37",",,,0","19.05",",,,0","","","320",",X","","","","","","","","","16.5",",X","","","","","",""
"USW00022010","1971-06","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","661.5","0","252.0",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","2","","","","7","","19.4",",0,26,+","0",",,0,30,+","0",",,0,30,+","26.2",",,0,11,","36.1",",0,11,+","","","691.0","0","0.0",",0","123.8",",,,0","0",",,,0","26.73",",0","32.28",",,,0","21.19",",,,0","","","130",",X","","","","","","","","","13.4",",X","","","","","",""
"USW00022010","1971-07","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","953.9","0","292.4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","3","","20.0",",0,31,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,25,","35.6",",0,23,+","","","0.0","0","0.0",",0","11.5",",,,0","0",",,,0","27.77",",0","33.45",",,,0","22.08",",,,0","","","150",",X","","","","","","","","","9.8",",X","","","","","",""
"USW00022010","1971-08","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1187.6","0","233.7",",0","9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","8","","","","7","","18.9",",0,11,","0",",,0,31,+","0",",,0,31,+","70.1",",,0,11,","33.9",",0,27,+","","","0.0","0","0.0",",0","155.0",",,,0","0",",,,0","25.87",",0","30.92",",,,0","20.82",",,,0","","","130",",X","","","","","","","","","9.4",",X","","","","","",""
"USW00022010","1971-09","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1417.8","0","230.2",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","16",",0","10","","1","","2","","10.6",",0,20,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,23,","37.2",",0,07,","","","5.3","0","5.3",",0","12.8",",,,0","0",",,,0","25.83",",0","31.32",",,,0","20.34",",,,0","","","330",",X","","","","","","","","","11.6",",X","","","","","",""
"USW00022010","1971-10","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1525.7","0","107.9",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","13","","1","","2","","10.6",",0,21,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,19,","30.6",",0,18,+","","","8.9","0","3.6",",0","60.2",",,,0","0",",,,0","21.70",",0","26.78",",,,0","16.62",",,,0","","","320",",X","","","","","","","","","9.8",",X","","","","","",""
"USW00022010","1971-11","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1547.9","0","22.2",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","12","","5","","","","3.3",",0,20,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,15,","29.4",",0,02,","","","87.2","0","78.3",",0","21.2",",,,0","0",",,,0","16.46",",0","22.32",",,,0","10.61",",,,0","","","140",",X","","","","","","","","","11.6",",X","","","","","",""
"USW00022010","1971-12","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1551.5","0","3.6",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","14","","7","","","","0.6",",0,10,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,02,","26.7",",0,20,","","","237.7","0","150.5",",0","6.5",",,,0","0",",,,0","13.60",",0","19.50",",,,0","7.69",",,,0","","","320",",X","","","","","","","","","15.6",",X","","","","","",""
"USW00022010","1972-01","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1.4","0","1.4",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","0",",0","9","","4","","1","","-8.3",",0,05,","0",",,0,31,+","0",",T,0,31,+","7.6",",,0,30,","31.7",",0,23,","","","436.0","0","198.3",",0","16.1",",,,0","0",",T,,0","11.98",",0","19.59",",,,0","4.37",",,,0","","","330",",X","","","","","","","","","13.9",",X","","","","","",""
"USW00022010","1972-02","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","20.0","0","18.6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","20",",0","2",",0","5","","","","","","-4.4",",0,03,","0",",,0,29,+","0",",,0,29,+","1.8",",,0,11,","32.8",",0,25,","","","565.7","0","129.7",",0","2.1",",,,0","0",",,,0","14.50",",0","22.34",",,,0","6.67",",,,0","","","140",",X","","","","","","","","","10.7",",X","","","","","",""
"USW00022010","1972-03","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","106.2","0","86.2",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","5","","2","","3","","4.4",",0,31,","0",",,0,31,+","0",",,0,31,+","6.4",",,0,19,","33.9",",0,27,+","","","585.7","0","20.0",",0","13.3",",,,0","0",",,,0","20.47",",0","27.69",",,,0","13.25",",,,0","","","360",",X","","","","","","","","","13.9",",X","","","","","",""
"USW00022010","1972-04","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","279.0","0","172.8",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","7","","","","5","","7.2",",0,01,","0",",,0,30,+","0",",,0,30,+","20.8",",,0,18,","37.2",",0,14,+","","","586.8","0","1.1",",0","40.2",",,,0","0",",,,0","24.06",",0","31.23",",,,0","16.89",",,,0","","","350",",X","","","","","","","","","14.3",",X","","","","","",""
"USW00022010","1972-05","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","449.8","0","170.8",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","13","","1","","6","","12.8",",0,02,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,02,","33.9",",0,24,","","","586.8","0","0.0",",0","66.4",",,,0","0",",,,0","23.84",",0","29.61",",,,0","18.08",",,,0","","","10",",X","","","","","","","","","17.0",",X","","","","","",""
"USW00022010","1972-06","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","735.6","0","285.8",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","4","","","","2","","14.4",",0,01,","0",",,0,30,+","0",",,0,30,+","21.3",",,0,15,","39.4",",0,21,","","","586.8","0","0.0",",0","46.2",",,,0","0",",,,0","27.86",",0","34.14",",,,0","21.58",",,,0","","","60",",X","","","","","","","","","10.3",",X","","","","","",""
"USW00022010","1972-07","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1045.8","0","310.2",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","2","","","","4","","20.6",",0,18,+","0",",,0,31,+","0",",,0,31,+","47.2",",,0,18,","39.4",",0,31,","","","0.0","0","0.0",",0","66.0",",,,0","0",",,,0","28.34",",0","34.23",",,,0","22.45",",,,0","","","120",",X","","","","","","","","","12.5",",X","","","","","",""
"USW00022010","1972-08","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1317.7","0","271.9",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","3","","","","7","","19.4",",0,17,+","0",",,0,31,+","0",",,0,31,+","47.0",",,0,11,","36.1",",0,01,","","","0.0","0","0.0",",0","145.8",",,,0","0",",,,0","27.10",",0","32.61",",,,0","21.60",",,,0","","","240",",X","","","","","","","","","11.2",",X","","","","","",""
"USW00022010","1972-09","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1576.0","0","258.3",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","7","","1","","2","","15.0",",0,30,","0",",,0,30,+","0",",,0,30,+","8.1",",,0,26,","36.1",",0,07,","","","0.0","0","0.0",",0","23.4",",,,0","0",",,,0","26.94",",0","32.57",",,,0","21.32",",,,0","","","10",",X","","","","","","","","","13.4",",X","","","","","",""
"USW00022010","1972-10","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1706.0","0","130.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","12","","2","","1","","9.4",",0,27,","0",",,0,31,+","0",",,0,31,+","3.8",",,0,21,","33.9",",0,14,","","","12.8","0","12.8",",0","9.6",",,,0","0",",,,0","22.11",",0","28.03",",,,0","16.19",",,,0","","","320",",X","","","","","","","","","12.5",",X","","","","","",""
"USW00022010","1972-11","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1715.7","0","9.7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","0",",0","9","","2","","2","","0.0",",0,26,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,23,","29.4",",0,06,","","","174.2","0","161.4",",0","18.1",",,,0","0",",,,0","13.28",",0","20.00",",,,0","6.55",",,,0","","","350",",X","","","","","315",",X","","","15.6",",X","","","","","19.5",",X"
"USW00022010","1972-12","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1716.0","0","0.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","10",",0","0",",0","9","","3","","","","-6.1",",0,16,","0",",T,0,11,","0",",,0,31,+","0.3",",,0,10,","27.8",",0,23,","","","417.4","0","243.2",",0","0.3",",,,0","0",",,,0","10.50",",0","17.71",",,,0","3.28",",,,0","","","310",",X","","","","","315",",X","","","13.4",",X","","","","","17.5",",X"
"USW00022010","1973-01","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","0.0","0","0.0",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","11",",0","1",",0","6",",0","0",",0","12","","3","","","","-6.7",",0,12,","0",",T,0,11,","0",",T,0,25,+","7.9",",,0,25,","24.4",",0,20,+","","","716.3","0","298.9",",0","19.4",",,,0","0",",T,,0","8.69",",0","15.03",",,,0","2.35",",,,0","","","300",",X","","","","","315",",X","","","16.5",",X","","","","","26.2",",X"
"USW00022010","1973-02","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","0.0","0","0.0",",0","8",",0","6",",0","0",",0","1",",0","1",",0","0",",0","4",",0","0",",0","7",",0","0",",0","13","","2","","","","-5.0",",0,10,","25",",,0,09,","69",",,0,08,","10.7",",,0,21,","25.0",",0,26,+","","","931.3","0","215.0",",0","34.7",",,,0","69",",,,0","10.65",",0","16.33",",,,0","4.98",",,,0","","","330",",X","","","","","315",",X","","","13.0",",X","","","","","18.5",",X"
"USW00022010","1973-03","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","35.3","0","35.3",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","10","","1","","3","","6.7",",0,25,+","0",",,0,31,+","0",",,0,31,+","14.0",",,0,23,","30.6",",0,23,","","","950.7","0","19.4",",0","30.3",",,,0","0",",,,0","18.84",",0","26.11",",,,0","11.57",",,,0","","","340",",X","","","","","360",",X","","","15.6",",X","","","","","23.1",",X"
"USW00022010","1973-04","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","127.5","0","92.2",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","5",",0","10","","1","","5","","0.6",",0,09,","0",",,0,30,+","0",",,0,30,+","36.1",",,0,23,","35.0",",0,20,","","","991.8","0","41.1",",0","53.1",",,,0","0",",,,0","20.04",",0","26.44",",,,0","13.63",",,,0","","","330",",X","","","","","135",",X","","","13.9",",X","","","","","26.2",",X"
"USW00022010","1973-05","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","349.7","0","222.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","5","","","","5","","11.1",",0,16,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,14,","40.6",",0,20,","","","991.8","0","0.0",",0","5.2",",,,0","0",",,,0","25.50",",0","32.91",",,,0","18.09",",,,0","","","360",",X","","","","","360",",X","","","13.4",",X","","","","","19.5",",X"
"USW00022010","1973-06","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","601.4","0","251.7",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","3","","","","8","","15.6",",0,10,","0",",,0,30,+","0",",,0,30,+","42.7",",,0,10,","37.2",",0,19,+","","","991.8","0","0.0",",0","81.8",",,,0","0",",,,0","26.72",",0","32.77",",,,0","20.68",",,,0","","","360",",X","","","","","360",",X","","","14.8",",X","","","","","23.1",",X"
"USW00022010","1973-07","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","903.2","0","301.8",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","8","","19.4",",0,08,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,08,","37.2",",0,27,","","","0.0","0","0.0",",0","61.8",",,,0","0",",,,0","28.07",",0","33.67",",,,0","22.46",",,,0","","","130",",X","","","","","135","1,X","","","10.3",",X","","","","","18.0","1,X"
"USW00022010","1973-08","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1224.9","0","321.7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","1","","","","2","","19.4",",0,04,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,01,","38.9",",0,23,","","","0.0","0","0.0",",0","27.5",",,,0","0",",,,0","28.71",",0","35.49",",,,0","21.93",",,,0","","","120",",X","","","","","135",",X","","","11.2",",X","","","","","19.5",",X"
"USW00022010","1973-09","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1478.2","0","253.3",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","7","","","","2","","14.4",",0,28,","0",",,0,30,+","0",",,0,30,+","43.7",",,0,06,","38.3",",0,04,","","","0.0","0","0.0",",0","72.7",",,,0","0",",,,0","26.78",",0","32.43",",,,0","21.13",",,,0","","","300",",X","","","","","315",",X","","","11.6",",X","","","","","18.0",",X"
"USW00022010","1973-10","29.3784","-100.927","304.5","DEL RIO INTERNATIONAL AIRPORT, TX US","","","1588.9","0","110.7",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","9","","1","","4","","8.3",",0,31,","0",",,0,31,+","0",",,0,31,+","47.5",",,0,05,","32.8",",0,03,+","","","0.8","0","0.8",",0","121.5",",,,0","0",",,,0","21.88",",0","27.39",",,,0","16.36",",,,0","","","60",",X","","","","","360","1,X","","","11.2",",X","","","","","23.6","1,X"
