"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00197122","1886-09","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","1","","","","","","39.6",",,6,23,","","","","","","","71.3",",,,6","","","","","","","",""
"USC00197122","1886-10","42.516667","-70.9","12.2","SALEM B, MA US","","","3",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","73.7",",,6,31,","","","","","","","76.3",",,,6","","","","","","","",""
"USC00197122","1886-11","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","6",",6","1",",6","0",",6","","","","","","","","","","","","","","","20",",,6,13,","30.7",",,6,13,","","","","","","","97.8",",,,6","20",",,,6","","","","","",""
"USC00197122","1886-12","42.516667","-70.9","12.2","SALEM B, MA US","","","9","2,6","9","2,6","3","2,6","5",",6","","","","","","","","","","","","","","","229",",,6,05,","30.2","2,,6,25,","","","","","","","143.3","2,,,6","749",",,,6","","","","","",""
"USC00197122","1887-01","42.516667","-70.9","12.2","SALEM B, MA US","","","10",",6","7",",6","2",",6","4",",6","","","","","","","","","","","","","","","127",",,6,14,","37.1",",,6,14,","","","","","","","143.5",",,,6","427",",,,6","","","","","",""
"USC00197122","1887-02","42.516667","-70.9","12.2","SALEM B, MA US","","","9","1,6","6","1,6","1","1,6","6",",6","","","","","","","","","","","1","","","","152",",,6,26,+","34.5","1,,6,18,","","","","","","","114.2","1,,,6","430",",,,6","","","","","",""
"USC00197122","1887-03","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","5",",6","4",",6","3",",6","","","","","","","","","","","","","","","229",",,6,06,","38.4",",,6,28,","","","","","","","138.6",",,,6","382",",,,6","","","","","",""
"USC00197122","1887-04","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","6",",6","2",",6","2",",6","","","","","","","","","","","","","","","229",",,6,02,","34.3",",,6,29,","","","","","","","113.5",",,,6","394",",,,6","","","","","",""
"USC00197122","1887-05","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","34.3",",,6,28,","","","","","","","41.7",",,,6","","","","","","","",""
"USC00197122","1887-06","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","28.2",",,6,02,","","","","","","","55.4",",,,6","","","","","","","",""
"USC00197122","1887-07","42.516667","-70.9","12.2","SALEM B, MA US","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"USC00197122","1887-08","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","8",",6","1",",6","","","","","","","","","","","","","1","","","","","","66.5",",,6,22,","","","","","","","144.2",",,,6","","","","","","","",""
"USC00197122","1887-09","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","0",",6","","","","","","","","","","","","","1","","","","","","5.3",",,6,09,","","","","","","","20.1",",,,6","","","","","","","",""
"USC00197122","1887-10","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","30.7",",,6,21,","","","","","","","71.6",",,,6","","","","","","","",""
"USC00197122","1887-11","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","35.3",",,6,15,","","","","","","","80.2",",,,6","","","","","","","",""
"USC00197122","1887-12","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","7",",6","0",",6","1",",6","","","","","","","","","","","","","","","135",",,6,26,","21.8",",,6,12,","","","","","","","93.6",",,,6","135",",,,6","","","","","",""
"USC00197122","1888-01","42.516667","-70.9","12.2","SALEM B, MA US","","","10","3,6","5","3,6","1","3,6","","","","","","","","","","","","","","","","","","","36.6","3,,6,02,","","","","","","","94.1","3,,,6","","","","","","","",""
"USC00197122","1888-02","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","4",",6","0",",6","3",",6","","","","","","","","","","","","","","","152",",,6,11,","18.5",",,6,25,+","","","","","","","68.4",",,,6","215",",,,6","","","","","",""
"USC00197122","1888-03","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","203",",,6,12,","55.4",",,6,12,","","","","","","","131.3",",,,6","218",",,,6","","","","","",""
"USC00197122","1888-04","42.516667","-70.9","12.2","SALEM B, MA US","","","9","1,6","5","1,6","1","1,6","1",",6","","","","","","","","","","","2","","","","64",",,6,01,","29.2","1,,6,02,","","","","","","","82.1","1,,,6","64",",,,6","","","","","",""
"USC00197122","1888-05","42.516667","-70.9","12.2","SALEM B, MA US","","","15",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","53.6",",,6,12,","","","","","","","129.6",",,,6","","","","","","","",""
"USC00197122","1888-06","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","5",",6","0",",6","","","","","","","","","","","","","1","","","","","","19.3",",,6,14,","","","","","","","43.9",",,,6","","","","","","","",""
"USC00197122","1888-07","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","2","","","","","","26.4",",,6,22,","","","","","","","49.8",",,,6","","","","","","","",""
"USC00197122","1888-08","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","3",",6","3",",6","","","","","","","","","","","","","","","","","","","69.3",",,6,21,","","","","","","","149.5",",,,6","","","","","","","",""
"USC00197122","1888-09","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","","","82.8",",,6,26,","","","","","","","202.4",",,,6","","","","","","","",""
"USC00197122","1888-10","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","38.4",",,6,07,","","","","","","","125.4",",,,6","","","","","","","",""
"USC00197122","1888-11","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","100.3",",,6,27,","","","","","","","168.4",",,,6","","","","","","","",""
"USC00197122","1888-12","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","89.9",",,6,18,","","","","","","","139.7",",,,6","","","","","","","",""
"USC00197122","1889-01","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","75.7",",,6,07,","","","","","","","132.9",",,,6","","","","","","","",""
"USC00197122","1889-02","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","0",",6","2",",6","","","","","","","","","","","","","","","152",",,6,12,","13.2",",,6,06,","","","","","","","52.5",",,,6","190",",,,6","","","","","",""
"USC00197122","1889-03","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","18.5",",,6,06,","","","","","","","42.1",",,,6","","","","","","","",""
"USC00197122","1889-04","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","39.6",",,6,27,","","","","","","","91.4",",,,6","","","","","","","",""
"USC00197122","1889-05","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","4",",6","1",",6","","","","","","","","","","","","","1","","","","","","50.5",",,6,21,","","","","","","","79.1",",,,6","","","","","","","",""
"USC00197122","1889-06","42.516667","-70.9","12.2","SALEM B, MA US","94.0","4,6","","","","","","","","","0","2,6","0","2,6","0","2,6","25","2,6","0","2,6","","","10.6","2,6,18,","","","","","30.0","2,6,11,","","","5.3","2,6","","","","","21.52","4,6","25.14","2,,,6","17.91","2,,,6"
"USC00197122","1889-07","42.516667","-70.9","12.2","SALEM B, MA US","88.2","2,6","","","","","","","","","0","1,6","0","1,6","0","1,6","27","1,6","0","1,6","1","","13.9","1,6,16,+","","","","","28.9","1,6,30,+","0.9","","0.9","1,6","","","","","21.35","2,6","24.56","1,,,6","18.13","1,,,6"
"USC00197122","1889-08","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","6",",6","2",",6","","","","","","","","","","","","","3","","","","","","58.2",",,6,14,","","","","","","","108.9",",,,6","","","","","","","",""
"USC00197122","1889-09","42.516667","-70.9","12.2","SALEM B, MA US","","","10",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","21.1",",,6,19,","","","","","","","71.2",",,,6","","","","","","","",""
"USC00197122","1889-10","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","31.8",",,6,13,","","","","","","","97.5",",,,6","","","","","","","",""
"USC00197122","1889-11","42.516667","-70.9","12.2","SALEM B, MA US","","","10",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","75.4",",,6,28,","","","","","","","156.3",",,,6","","","","","","","",""
"USC00197122","1889-12","42.516667","-70.9","12.2","SALEM B, MA US","","","11",",6","7",",6","0",",6","2",",6","","","","","","","","","","","","","","","216",",,6,14,","18.8",",,6,19,","","","","","","","71.6",",,,6","254",",,,6","","","","","",""
"USC00197122","1890-01","42.516667","-70.9","12.2","SALEM B, MA US","","","12",",6","9",",6","0",",6","4",",6","","","","","","","","","","","","","","","76",",,6,10,","9.4",",,6,11,+","","","","","","","61.8",",,,6","268",",,,6","","","","","",""
"USC00197122","1890-02","42.516667","-70.9","12.2","SALEM B, MA US","","","10",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","21.6",",,6,20,","","","","","","","81.5",",,,6","","","","","","","",""
"USC00197122","1890-03","42.516667","-70.9","12.2","SALEM B, MA US","","","12",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","42.2",",,6,24,","","","","","","","177.0",",,,6","","","","","","","",""
"USC00197122","1890-04","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","0",",6","1",",6","","","","","","","","","","","","","","","25",",,6,01,","21.1",",,6,29,","","","","","","","61.2",",,,6","25",",,,6","","","","","",""
"USC00197122","1890-05","42.516667","-70.9","12.2","SALEM B, MA US","","","12",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","39.9",",,6,28,","","","","","","","135.7",",,,6","","","","","","","",""
"USC00197122","1890-08","42.516667","-70.9","12.2","SALEM B, MA US","","","11",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","27.2",",,6,28,","","","","","","","90.4",",,,6","","","","","","","",""
"USC00197122","1890-09","42.516667","-70.9","12.2","SALEM B, MA US","","","11",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","25.1",",,6,13,","","","","","","","112.3",",,,6","","","","","","","",""
"USC00197122","1890-10","42.516667","-70.9","12.2","SALEM B, MA US","","","15",",6","11",",6","4",",6","","","","","","","","","","","","","","","","","","","39.6",",,6,17,","","","","","","","186.8",",,,6","","","","","","","",""
"USC00197122","1890-11","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","19.8",",,6,17,","","","","","","","38.3",",,,6","0",",,,6","","","","","",""
"USC00197122","1890-12","42.516667","-70.9","12.2","SALEM B, MA US","","","6","3,6","5","3,6","3","3,6","","","","","","","","","","","","","","","","","","","41.7","3,,6,18,","","","","","","","142.8","3,,,6","","","","","","","",""
"USC00197122","1891-01","42.516667","-70.9","12.2","SALEM B, MA US","","","14","2,6","10","2,6","1","2,6","","","","","","","","","","","","","","","","","","","29.0","2,,6,02,","","","","","","","157.9","2,,,6","","","","","","","",""
"USC00197122","1891-02","42.516667","-70.9","12.2","SALEM B, MA US","","","10","2,6","9","2,6","0","2,6","4",",6","","","","","","","","","","","","","","","152",",,6,09,+","20.6","2,,6,10,","","","","","","","124.4","2,,,6","482",",,,6","","","","","",""
"USC00197122","1891-03","42.516667","-70.9","12.2","SALEM B, MA US","","","10","2,6","8","2,6","2","2,6","","","","","","","","","","","","","","","","","","","30.5","2,,6,22,","","","","","","","124.9","2,,,6","","","","","","","",""
"USC00197122","1891-04","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","37.6",",,6,03,","","","","","","","55.4",",,,6","","","","","","","",""
"USC00197122","1891-05","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","13.0",",,6,29,","","","","","","","42.5",",,,6","","","","","","","",""
"USC00197122","1891-06","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","38.9",",,6,23,","","","","","","","101.6",",,,6","","","","","","","",""
"USC00197122","1891-07","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","6",",6","0",",6","","","","","","","","","","","","","1","","","","","","18.8",",,6,31,","","","","","","","76.2",",,,6","","","","","","","",""
"USC00197122","1891-08","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","33.0",",,6,28,","","","","","","","69.8",",,,6","","","","","","","",""
"USC00197122","1891-09","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","39.6",",,6,07,","","","","","","","58.6",",,,6","","","","","","","",""
"USC00197122","1891-10","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","49.0",",,6,14,","","","","","","","138.5",",,,6","","","","","","","",""
"USC00197122","1891-11","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","30.7",",,6,27,","","","","","","","49.0",",,,6","","","","","","","",""
"USC00197122","1891-12","42.516667","-70.9","12.2","SALEM B, MA US","","","8","1,6","8","1,6","1","1,6","","","","","","","","","","","","","","","","","","","31.0","1,,6,30,","","","","","","","91.0","1,,,6","","","","","","","",""
"USC00197122","1892-01","42.516667","-70.9","12.2","SALEM B, MA US","","","12","3,6","10","3,6","0","3,6","4",",6","","","","","","","","","","","","","","","127",",,6,06,","19.3","3,,6,03,","","","","","","","117.2","3,,,6","318",",,,6","","","","","",""
"USC00197122","1892-02","42.516667","-70.9","12.2","SALEM B, MA US","","","4","3,6","3","3,6","1","3,6","2",",6","","","","","","","","","","","","","","","254",",,6,12,","34.5","3,,6,12,","","","","","","","65.5","3,,,6","356",",,,6","","","","","",""
"USC00197122","1892-03","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","33.0",",,6,19,","","","","","","","95.5",",,,6","","","","","","","",""
"USC00197122","1892-05","42.516667","-70.9","12.2","SALEM B, MA US","","","12",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","38.4",",,6,22,","","","","","","","155.3",",,,6","","","","","","","",""
"USC00197122","1892-06","42.516667","-70.9","12.2","SALEM B, MA US","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","3","","","","","","29.2",",,6,17,","","","","","","","91.2",",,,6","","","","","","","",""
"USC00197122","1892-07","42.516667","-70.9","12.2","SALEM B, MA US","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","",""
"USC00197122","1892-09","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","3",",6","1",",6","","","","","","","","","","","","","1","","","","","","26.4",",,6,15,","","","","","","","40.8",",,,6","","","","","","","",""
"USC00197122","1892-10","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","40.9",",,6,05,","","","","","","","70.6",",,,6","","","","","","","",""
"USC00197122","1892-11","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","6",",6","2",",6","2",",6","","","","","","","","","","","","","","","152",",,6,30,","46.0",",,6,10,","","","","","","","140.2",",,,6","216",",,,6","","","","","",""
"USC00197122","1893-02","42.516667","-70.9","12.2","SALEM B, MA US","","","11",",6","10",",6","2",",6","9",",6","","","","","","","","","","","","","","","343",",,6,18,","37.3",",,6,14,","","","","","","","146.4",",,,6","1244",",,,6","","","","","",""
"USC00197122","1893-03","42.516667","-70.9","12.2","SALEM B, MA US","","","7","1,6","3","1,6","0","1,6","1",",6","","","","","","","","","","","","","","","25",",,6,04,","21.1","1,,6,09,","","","","","","","49.5","1,,,6","38",",,,6","","","","","",""
"USC00197122","1893-04","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","8",",6","1",",6","2",",6","","","","","","","","","","","","","","","89",",,6,06,","32.8",",,6,21,","","","","","","","85.0",",,,6","165",",,,6","","","","","",""
"USC00197122","1893-05","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","62.7",",,6,04,","","","","","","","146.3",",,,6","","","","","","","",""
"USC00197122","1893-06","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","53.8",",,6,23,","","","","","","","83.9",",,,6","","","","","","","",""
"USC00197122","1893-07","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","5","","","","","","25.1",",,6,22,","","","","","","","49.6",",,,6","","","","","","","",""
"USC00197122","1893-09","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","13.5",",,6,16,","","","","","","","36.6",",,,6","","","","","","","",""
"USC00197122","1893-10","42.516667","-70.9","12.2","SALEM B, MA US","","","3",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","64.5",",,6,24,","","","","","","","83.1",",,,6","","","","","","","",""
"USC00197122","1893-11","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","16.5",",,6,22,","","","","","","","44.9",",,,6","","","","","","","",""
"USC00197122","1893-12","42.516667","-70.9","12.2","SALEM B, MA US","","","13","1,6","9","1,6","2","1,6","6",",6","","","","","","","","","","","","","","","203",",,6,06,","30.5","1,,6,03,","","","","","","","132.5","1,,,6","566",",,,6","","","","","",""
"USC00197122","1894-01","42.516667","-70.9","12.2","SALEM B, MA US","","","10","1,6","7","1,6","0","1,6","3",",6","","","","","","","","","","","","","","","191",",,6,27,","25.1","1,,6,29,","","","","","","","86.9","1,,,6","497",",,,6","","","","","",""
"USC00197122","1894-02","42.516667","-70.9","12.2","SALEM B, MA US","","","6","2,6","6","2,6","0","2,6","3",",6","","","","","","","","","","","","","","","279",",,6,13,","25.1","2,,6,15,","","","","","","","74.7","2,,,6","508",",,,6","","","","","",""
"USC00197122","1894-03","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","15.2",",,6,23,","","","","","","","27.4",",,,6","","","","","","","",""
"USC00197122","1894-04","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","4",",6","1",",6","1",",6","","","","","","","","","","","","","","","203",",,6,09,","26.9",",,6,14,","","","","","","","68.3",",,,6","203",",,,6","","","","","",""
"USC00197122","1894-05","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","43.4",",,6,25,","","","","","","","121.5",",,,6","","","","","","","",""
"USC00197122","1894-06","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","6.6",",,6,21,","","","","","","","15.8",",,,6","","","","","","","",""
"USC00197122","1894-07","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","36.3",",,6,24,","","","","","","","77.7",",,,6","","","","","","","",""
"USC00197122","1894-08","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","13.2",",,6,20,","","","","","","","32.0",",,,6","","","","","","","",""
"USC00197122","1894-09","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","35.6",",,6,20,","","","","","","","58.0",",,,6","","","","","","","",""
"USC00197122","1894-10","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","44.2",",,6,10,","","","","","","","138.5",",,,6","","","","","","","",""
"USC00197122","1894-11","42.516667","-70.9","12.2","SALEM B, MA US","","","11",",6","7",",6","1",",6","3",",6","","","","","","","","","","","","","","","152",",,6,06,","50.3",",,6,06,","","","","","","","93.4",",,,6","289",",,,6","","","","","",""
"USC00197122","1894-12","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","5",",6","1",",6","3",",6","","","","","","","","","","","","","","","203",",,6,27,","59.9",",,6,27,","","","","","","","109.3",",,,6","381",",,,6","","","","","",""
"USC00197122","1895-01","42.516667","-70.9","12.2","SALEM B, MA US","","","10","1,6","7","1,6","1","1,6","6",",6","","","","","","","","","","","","","","","102",",,6,26,+","37.8","1,,6,26,","","","","","","","97.4","1,,,6","453",",,,6","","","","","",""
"USC00197122","1895-02","42.516667","-70.9","12.2","SALEM B, MA US","","","3","1,6","3","1,6","0","1,6","3",",6","","","","","","","","","","","","","","","102",",,6,08,","22.9","1,,6,08,","","","","","","","31.3","1,,,6","230",",,,6","","","","","",""
"USC00197122","1895-03","42.516667","-70.9","12.2","SALEM B, MA US","","","10","2,6","6","2,6","1","2,6","3",",6","","","","","","","","","","","","","","","51",",,6,28,+","27.9","2,,6,14,","","","","","","","79.2","2,,,6","140",",,,6","","","","","",""
"USC00197122","1895-04","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","6",",6","1",",6","1",",6","","","","","","","","","","","","","","","51",",,6,03,","34.5",",,6,13,","","","","","","","85.2",",,,6","51",",,,6","","","","","",""
"USC00197122","1895-05","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","30.5",",,6,13,","","","","","","","71.1",",,,6","","","","","","","",""
"USC00197122","1895-06","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","58.4",",,6,28,","","","","","","","75.6",",,,6","","","","","","","",""
"USC00197122","1895-07","42.516667","-70.9","12.2","SALEM B, MA US","","","10",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","","","34.5",",,6,30,","","","","","","","95.6",",,,6","","","","","","","",""
"USC00197122","1895-08","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","58.9",",,6,07,","","","","","","","126.0",",,,6","","","","","","","",""
"USC00197122","1895-09","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","2","","","","","","9.9",",,6,12,+","","","","","","","35.8",",,,6","","","","","","","",""
"USC00197122","1895-10","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,31,","133.9",",,6,14,","","","","","","","231.2",",,,6","0",",T,,6","","","","","",""
"USC00197122","1895-11","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","8",",6","2",",6","0",",6","","","","","","","","","","","1","","","","13",",,6,21,","72.6",",,6,15,","","","","","","","169.4",",,,6","13",",,,6","","","","","",""
"USC00197122","1895-12","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","4",",6","0",",6","1",",6","","","","","","","","","","","","","","","216",",,6,06,","18.5",",,6,22,+","","","","","","","67.3",",,,6","216",",,,6","","","","","",""
"USC00197122","1896-01","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","3",",6","1",",6","4",",6","","","","","","","","","","","","","","","305",",,6,10,","42.2",",,6,25,","","","","","","","68.9",",,,6","393",",,,6","","","","","",""
