"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA00706FFA0","1973-06","48.9833","-73.3","335.0","RIVIERE CHIGOUBICHE, QC CA","28.1",",C","23",",C","12",",C","1",",C","0",",C","0",",C","4",",C","0",",C","21",",C","0",",C","-1.1",",C,04,+","0",",,C,30,+","30.7",",,C,06,","28.9",",C,27,","","","104.5",",C","115.1",",,,C","0",",,,C","15.79",",C","22.11",",,,C","9.47",",,,C"
"CA00706FFA0","1973-07","48.9833","-73.3","335.0","RIVIERE CHIGOUBICHE, QC CA","23.7",",C","19",",C","10",",C","1",",C","0",",C","0",",C","0",",C","0",",C","27",",C","0",",C","3.3",",C,29,","0",",,C,31,+","32.8",",,C,27,","31.7",",C,25,","43.2","","43.2",",C","117.1",",,,C","0",",,,C","17.70",",C","24.59",",,,C","10.81",",,,C"
"CA00706FFA0","1973-08","48.9833","-73.3","335.0","RIVIERE CHIGOUBICHE, QC CA","29.9",",C","18",",C","15",",C","1",",C","0",",C","0",",C","0",",C","0",",C","23",",C","0",",C","1.1",",C,23,","0",",,C,31,+","30.5",",,C,01,","30.0",",C,29,+","100.8","","57.6",",C","162.0",",,,C","0",",,,C","17.44",",C","23.73",",,,C","11.15",",,,C"
"CA00706FFA0","1973-09","48.9833","-73.3","335.0","RIVIERE CHIGOUBICHE, QC CA","","","","","","","","","0",",C","","","","","","","","","","","","","0",",,C,30,+","","","","","","","","","","","0",",,,C","","","","","",""
