"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093839","1945-03","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","27.2",",X","15",",X","11",",X","2",",X","","","0",",X","0",",X","1",",X","0",",X","16",",X","0",",X","6","","","","7","","0.0",",X,01,","","","0",",,X,31,+","46.5",",,X,30,","27.2",",X,27,+","","","117.9",",X","201.8",",,,X","0",",,,X","15.41",",X","20.64",",,,X","10.18",",,,X","","","",""
"USW00093839","1945-04","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","45.0",",X","13",",X","7",",X","2",",X","","","0",",X","0",",X","0",",X","0",",X","19",",X","0",",X","8","","","","6","","3.3",",X,05,","","","0",",,X,30,+","54.6",",,X,01,","28.9",",X,03,","","","70.8",",X","133.4",",,,X","0",",,,X","17.47",",X","22.48",",,,X","12.46",",,,X","","","",""
"USW00093839","1945-05","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","74.2",",X","12",",X","8",",X","1",",X","","","0",",X","0",",X","0",",X","0",",X","23",",X","3",",X","7","","","","8","","7.8",",X,19,+","","","0",",,X,31,+","28.4",",,X,12,","32.8",",X,31,+","","","52.0",",X","123.2",",,,X","0",",,,X","19.05",",X","24.30",",,,X","13.80",",,,X","","","",""
"USW00093839","1945-06","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","182.8",",X","9",",X","9",",X","2",",X","","","0",",X","0",",X","0",",X","0",",X","30",",X","9",",X","4","","","","9","","10.6",",X,03,","","","0",",,X,30,+","52.6",",,X,17,","35.0",",X,27,","","","4.1",",X","146.9",",,,X","0",",,,X","24.29",",X","29.39",",,,X","19.18",",,,X","","","",""
"USW00093839","1945-07","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","254.5",",X","7",",X","5",",X","2",",X","","","0",",X","0",",X","0",",X","0",",X","31",",X","16",",X","7","","","","6","","15.6",",X,17,","","","0",",,X,31,+","50.0",",,X,25,","38.3",",X,24,+","0.0","X","0.0",",X","108.2",",,,X","0",",,,X","26.54",",X","32.18",",,,X","20.91",",,,X","","","",""
"USW00093839","1945-08","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","256.6",",X","4",",X","4",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","31",",X","16",",X","8","","","","5","","13.9",",X,27,","","","0",",,X,31,+","18.3",",,X,15,","36.1",",X,04,+","0.0","X","0.0",",X","56.4",",,,X","0",",,,X","26.61",",X","31.98",",,,X","21.25",",,,X","","","",""
"USW00093839","1945-09","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","178.1",",X","8",",X","7",",X","2",",X","","","0",",X","0",",X","0",",X","0",",X","28",",X","8",",X","11","","","","7","","12.2",",X,14,","","","0",",,X,30,+","36.6",",,X,30,","33.9",",X,09,+","4.2","X","4.2",",X","128.4",",,,X","0",",,,X","24.13",",X","29.39",",,,X","18.87",",,,X","","","",""
"USW00093839","1945-10","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","18.3",",X","7",",X","3",",X","1",",X","","","0",",X","0",",X","0",",X","0",",X","19",",X","0",",X","12","","","","1","","4.4",",X,27,","","","0",",,X,31,+","55.4",",,X,01,","26.7",",X,21,+","77.8","X","73.6",",X","68.9",",,,X","0",",,,X","16.55",",X","22.23",",,,X","10.87",",,,X","","","",""
"USW00093839","1945-11","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","8.1","2,X","14",",X","11",",X","4",",X","","","0",",X","0","1,X","3","1,X","0","1,X","8","1,X","0","1,X","12","","","","10","","-2.8","1,X,24,+","","","0",",,X,30,+","125.0",",,X,02,","25.6","1,X,08,+","277.8","X","200.0","1,X","320.6",",,,X","0",",,,X","11.61","2,X","16.54","1,,,X","6.68","1,,,X","","","",""
"USW00093839","1945-12","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","0.0","2,X","11",",X","9",",X","2",",X","","","2",",X","0","1,X","17","1,X","2","1,X","0","1,X","0","1,X","13","","","","1","","-11.7","1,X,19,","","","76",",,X,18,","38.1",",,X,13,","18.3","1,X,08,","722.5","X","444.7","1,X","163.5",",,,X","119",",,,X","3.07","2,X","7.02","1,,,X","-0.89","1,,,X","","","",""
"USW00093839","1946-01","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","0.0","","0.0",",X","12",",X","9",",X","1",",X","","","1",",X","0",",X","14",",X","0",",X","0",",X","0",",X","14","","","","4","","-11.1",",X,17,","","","76",",,X,16,","124.5",",,X,08,","20.6",",X,06,","1126.9","","404.4",",X","231.9",",,,X","76",",,,X","5.29",",X","9.75",",,,X","0.82",",,,X","","","",""
"USW00093839","1946-02","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","0.0","","0.0",",X","13",",X","8",",X","1",",X","","","1","1,X","0",",X","10",",X","0",",X","0",",X","0",",X","12","","","","3","","-6.7",",X,11,","","","64","1,,X,10,","41.4",",,X,05,","20.6",",X,25,","1406.1","","279.2",",X","135.0",",,,X","64","1,,,X","8.36",",X","14.31",",,,X","2.41",",,,X","","","",""
"USW00093839","1946-03","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","11.6","","11.6","2,X","7","4,X","6","4,X","2","4,X","","","0",",X","0","1,X","0","1,X","0","1,X","16","1,X","0","1,X","8","","","","3","","1.1","1,X,11,","","","0",",,X,31,+","59.9","4,,X,25,","28.3","1,X,31,","1498.4","","92.3","1,X","116.3","4,,,X","0",",,,X","15.48","2,X","20.57","1,,,X","10.38","1,,,X","","","",""
"USW00093839","1946-04","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","64.6","","53.0",",X","10",",X","7",",X","1",",X","","","0",",X","0",",X","0",",X","0",",X","23",",X","0",",X","8","","","","2","","5.6",",X,17,+","","","0",",,X,30,+","32.5",",,X,15,","29.4",",X,22,+","1540.3","","41.9",",X","112.2",",,,X","0",",,,X","18.70",",X","24.11",",,,X","13.30",",,,X","","","",""
"USW00093839","1946-05","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093839","1949-07","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","297.0",",X","6","3,X","3","3,X","0","3,X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","24",",X","8","","","","4","","20.6",",X,31,","0",",,X,31,+","0",",,X,31,+","16.8","3,,X,24,","35.6",",X,01,","0.0","X","0.0",",X","31.9","3,,,X","0",",,,X","27.91",",X","32.64",",,,X","23.19",",,,X","315",",X","16.4",",X"
"USW00093839","1949-08","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","243.6",",X","9",",X","5",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","31",",X","13",",X","13","","","","15","","15.6",",X,21,","","","0",",,X,31,+","23.4",",,X,27,","35.6",",X,12,","0.0","X","0.0",",X","66.5",",,,X","0",",,,X","26.19",",X","31.29",",,,X","21.09",",,,X","315",",X","24.7",",X"
"USW00093839","1949-09","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","88.3",",X","5","1,X","3","1,X","0","1,X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","0",",X","7","","","","1","","6.1",",X,30,","0",",,X,30,+","0",",,X,30,+","12.4","1,,X,15,","31.1",",X,17,","15.3","X","15.3",",X","27.9","1,,,X","0",",,,X","20.77",",X","26.30",",,,X","15.23",",,,X","293",",X","23.6",",X"
"USW00093839","1949-10","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","61.0",",X","14",",X","10",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","24",",X","0",",X","11","","","","3","","1.1",",X,31,","0",",,X,31,+","0",",,X,31,+","77.7",",,X,05,","31.1",",X,08,","73.5","X","58.2",",X","194.5",",,,X","0",",,,X","18.42",",X","23.59",",,,X","13.25",",,,X","90",",X","22.6",",X"
"USW00093839","1949-11","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","2.0",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","10",",X","0",",X","7","","","","1","","-3.9",",X,22,","0",",,X,30,+","0",",,X,30,+","14.7",",,X,12,","25.6",",X,11,","300.2","X","226.7",",X","15.0",",,,X","0",",,,X","10.84",",X","17.41",",,,X","4.28",",,,X","","","",""
"USW00093839","1949-12","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093839","1950-04","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","","","","","","","","","0",",X","0",",X","","","","","","","","","","","7","","","","3","","","","0",",,X,30,+","0",",T,X,28,","","","","","","","","","","","0",",T,,X","","","","","","","293","1,X","21.6","1,X"
