"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00412070","1940-06","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","8",",6","8",",6","3",",6","","","76.2",",,6,29,","204.6",",,,6"
"USC00412070","1940-07","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","4",",6","4",",6","0",",6","","","25.1",",,6,13,","64.4",",,,6"
"USC00412070","1940-08","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","2",",6","2",",6","1",",6","","","152.4",",,6,19,","154.9",",,,6"
"USC00412070","1940-09","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","4",",6","4",",6","0",",6","","","14.7",",,6,22,","24.8",",,,6"
"USC00412070","1940-10","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","7",",6","7",",6","3",",6","","","41.9",",,6,24,","165.9",",,,6"
"USC00412070","1940-11","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","5",",6","5",",6","3",",6","","","35.6",",,6,22,","101.6",",,,6"
"USC00412070","1940-12","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","5",",6","5",",6","1",",6","","","39.4",",,6,20,","91.6",",,,6"
"USC00412070","1941-01","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","2",",6","2",",6","1",",6","","","27.9",",,6,28,","35.5",",,,6"
"USC00412070","1941-02","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","5",",6","5",",6","0",",6","","","12.7",",,6,05,","51.1",",,,6"
"USC00412070","1941-03","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","4",",6","4",",6","1",",6","","","43.2",",,6,18,","71.1",",,,6"
"USC00412070","1941-04","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","4",",6","4",",6","2",",6","","","73.9",",,6,27,","140.2",",,,6"
"USC00412070","1941-06","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","4",",6","4",",6","1",",6","","","61.0",",,6,03,","100.1",",,,6"
"USC00412070","1941-07","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","3",",6","3",",6","1",",6","","","33.0",",,6,12,","71.1",",,,6"
"USC00412070","1941-08","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","3",",6","3",",6","2",",6","","","67.3",",,6,07,","100.3",",,,6"
"USC00412070","1941-09","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","3",",6","3",",6","1",",6","","","157.5",",,6,16,","182.6",",,,6"
"USC00412070","1941-10","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","4",",6","4",",6","3",",6","","","50.8",",,6,30,","115.6",",,,6"
"USC00412070","1941-11","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","1",",6","1",",6","0",",6","","","18.3",",,6,20,","18.3",",,,6"
"USC00412070","1941-12","28.816667","-98.05","121.9","COY CITY NEAR SOIL CONSERVATION SERVICE NUMBER 2, TX US","2",",6","2",",6","0",",6","1","","22.4",",,6,10,","35.1",",,,6"
