"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00293431","1924-03","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","8",",6","2",",6","0",",6","","","","","0",",6","31",",6","1",",6","0",",6","0",",6","-12.2",",6,15,","","","","","4.1",",,6,18,","17.2",",6,27,+","1278.6",",,,6","3130.2","6","517.4",",6","12.8",",,,6","","","1.64",",6","9.18",",,,6","-5.89",",,,6"
"USC00293431","1924-04","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","6",",6","4",",6","0",",6","","","","","0",",6","20",",6","0",",6","5",",6","0",",6","-11.1",",6,16,","","","","","13.7",",,6,12,","22.8",",6,23,+","2138.2",",,,6","3455.1","6","324.9",",6","43.3",",,,6","","","7.50",",6","16.41",",,,6","-1.41",",,,6"
"USC00293431","1924-05","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","5",",6","0",",6","27",",6","0",",6","-1.1",",6,07,","","","0",",,6,31,+","0.0",",,6,31,+","28.3",",6,18,","3701.5",",,,6","3595.6","6","140.5",",6","0.0",",,,6","0",",,,6","13.80",",6","23.66",",,,6","3.94",",,,6"
"USC00293431","1924-06","35.6","-108.76667","2055.9","GAMERCO, NM US","69.1","6","69.1",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","15",",6","3.3",",6,10,","","","0",",,6,30,+","2.8",",,6,30,","36.7",",6,28,","3674.5","5,,,6","3614.9","6","19.3",",6","2.8",",,,6","0",",,,6","19.99",",6","31.04",",,,6","8.95",",,,6"
"USC00293431","1924-07","35.6","-108.76667","2055.9","GAMERCO, NM US","163.7","6","94.6",",6","10",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","10",",6","7.8",",6,20,","","","0",",,6,31,+","20.1",",,6,25,","33.3",",6,31,+","3441.3",",,,6","0.0","6","0.0",",6","36.6",",,,6","0",",,,6","21.38",",6","30.42",",,,6","12.35",",,,6"
"USC00293431","1924-08","35.6","-108.76667","2055.9","GAMERCO, NM US","232.8","6","69.1",",6","5",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","2",",6","5.6",",6,21,","","","","","3.8",",,6,03,","32.2",",6,23,+","3574.2",",,,6","1.9","6","1.9",",6","12.5",",,,6","","","20.50",",6","29.68",",,,6","11.32",",,,6"
"USC00293431","1924-09","35.6","-108.76667","2055.9","GAMERCO, NM US","261.2","6","28.4",",6","3",",6","1",",6","0",",6","","","","","0",",6","5",",6","0",",6","25",",6","0",",6","-1.7",",6,27,","","","","","14.0",",,6,10,","31.7",",6,08,+","2804.8",",,,6","89.9","6","88.0",",6","16.8",",,,6","","","16.35",",6","26.18",",,,6","6.52",",,,6"
"USC00293431","1924-10","35.6","-108.76667","2055.9","GAMERCO, NM US","261.2","6","0.0",",6","2",",6","2",",6","0",",6","","","","","0",",6","20",",6","0",",6","18",",6","0",",6","-9.4",",6,10,","","","","","7.4",",,6,07,","26.7",",6,16,","2110.4",",,,6","348.0","6","258.1",",6","10.4",",,,6","","","10.01",",6","20.31",",,,6","-0.30",",,,6"
"USC00293431","1924-11","35.6","-108.76667","2055.9","GAMERCO, NM US","261.2","6","0.0","1,6","3",",6","2",",6","0",",6","","","","","0","1,6","28","1,6","0",",6","4",",6","0",",6","-13.9","1,6,23,","","","","","3.6",",,6,10,","24.4",",6,03,","1534.6","2,,,6","756.4","6","408.4",",6","8.1",",,,6","","","4.36","1,6","14.98",",,,6","-6.27","1,,,6"
"USC00293431","1924-12","35.6","-108.76667","2055.9","GAMERCO, NM US","261.2","6","0.0",",6","8",",6","3",",6","0",",6","","","6",",6","9",",6","30",",6","9",",6","0",",6","0",",6","-28.9",",6,24,","","","56",",,6,05,","3.8",",,6,05,","16.1",",6,01,","","","1477.5","6","721.1",",6","15.7",",,,6","254",",,,6","-4.93",",6","3.24",",,,6","-13.10",",,,6"
"USC00293431","1925-01","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","2",",6","0",",6","0",",6","","","","","12",",6","31",",6","6",",6","0",",6","0",",6","-24.4",",6,11,","","","","","0.5",",,6,15,","12.8",",6,30,","","","2201.2","6","723.7",",6","0.8",",,,6","","","-5.01",",6","4.49",",,,6","-14.51",",,,6"
"USC00293431","1925-02","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","3",",6","0",",6","0",",6","","","1",",6","0",",6","28",",6","0",",6","0",",6","0",",6","-11.1",",6,28,+","","","25",",,6,06,","2.0",",,6,06,","17.8",",6,03,","833.3","1,,,6","2650.3","6","449.1",",6","3.8",",,,6","58",",,,6","2.29",",6","10.36",",,,6","-5.78",",,,6"
"USC00293431","1925-03","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","5",",6","3",",6","0",",6","","","","","0",",6","24",",6","1",",6","2",",6","0",",6","-10.0",",6,13,","","","","","14.5",",,6,07,","21.1",",6,22,+","1761.1",",,,6","3047.2","6","396.9",",6","35.8",",,,6","","","5.53",",6","14.48",",,,6","-3.42",",,,6"
"USC00293431","1925-04","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0","1,6","4",",6","0",",6","0",",6","","","","","0","1,6","15","1,6","0",",6","13",",6","0",",6","-6.1","1,6,22,","","","","","1.8",",,6,29,","25.6",",6,14,","2647.3",",,,6","3319.8","6","272.6",",6","3.3",",,,6","","","8.94","1,6","17.95",",,,6","-0.07","1,,,6"
"USC00293431","1925-05","35.6","-108.76667","2055.9","GAMERCO, NM US","1.4","6","1.4",",6","3",",6","1",",6","0",",6","","","","","0",",6","3",",6","0",",6","29",",6","0",",6","-1.1",",6,21,","","","","","10.7",",,6,04,","30.6",",6,19,","3447.1",",,,6","3436.7","6","116.9",",6","13.3",",,,6","","","14.61",",6","24.50",",,,6","4.72",",,,6"
"USC00293431","1925-06","35.6","-108.76667","2055.9","GAMERCO, NM US","21.4","6","20.0",",6","6",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","1.1",",6,07,","","","","","5.8",",,6,19,","29.4",",6,29,+","3293.0",",,,6","3489.4","6","52.7",",6","15.3",",,,6","","","17.24",",6","25.87",",,,6","8.61",",,,6"
"USC00293431","1925-07","35.6","-108.76667","2055.9","GAMERCO, NM US","116.6","6","95.2",",6","11",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","9",",6","8.9",",6,05,+","","","","","7.9",",,6,11,","35.0",",6,15,","2845.6",",,,6","3.6","6","3.6",",6","39.1",",,,6","","","21.29",",6","29.99",",,,6","12.58",",,,6"
"USC00293431","1925-08","35.6","-108.76667","2055.9","GAMERCO, NM US","145.7","6","29.1",",6","18",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","7.2",",6,11,+","","","","","13.2",",,6,31,","29.4",",6,22,+","2245.3",",,,6","20.8","6","17.2",",6","61.1",",,,6","","","18.71",",6","26.59",",,,6","10.84",",,,6"
"USC00293431","1925-09","35.6","-108.76667","2055.9","GAMERCO, NM US","146.8","6","1.1",",6","6",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","25",",6","0",",6","1.1",",6,24,","","","","","13.2",",,6,01,","27.2",",6,16,+","2359.0",",,,6","105.9","6","85.1",",6","34.1",",,,6","","","15.53",",6","23.46",",,,6","7.60",",,,6"
"USC00293431","1925-10","35.6","-108.76667","2055.9","GAMERCO, NM US","147.6","6","0.8","1,6","9",",6","4",",6","0",",6","","","","","0","1,6","17","1,6","0",",6","6",",6","0",",6","-5.0","1,6,25,+","","","","","10.4",",,6,10,","27.2",",6,03,+","1481.6",",,,6","377.8","6","271.9",",6","32.7",",,,6","","","9.39","1,6","17.69",",,,6","1.09","1,,,6"
"USC00293431","1925-11","35.6","-108.76667","2055.9","GAMERCO, NM US","147.6","6","0.0",",6","7",",6","2",",6","0",",6","","","","","0",",6","27",",6","0",",6","0",",6","0",",6","-11.1",",6,20,","","","","","5.3",",,6,05,","16.7",",6,01,","","","861.3","6","483.5",",6","13.6",",,,6","","","2.22",",6","10.09",",,,6","-5.66",",,,6"
"USC00293431","1925-12","35.6","-108.76667","2055.9","GAMERCO, NM US","147.6","6","0.0",",6","3",",6","2",",6","0",",6","","","","","1",",6","31",",6","2",",6","0",",6","0",",6","-17.8",",6,27,","","","","","4.8",",,6,30,","15.0",",6,26,","","","1479.3","6","618.0",",6","7.8",",,,6","","","-1.60",",6","6.54",",,,6","-9.74",",,,6"
"USC00293431","1926-01","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","2",",6","0",",6","0",",6","","","","","4",",6","31",",6","3",",6","0",",6","0",",6","-19.4",",6,23,+","","","","","2.0",",,6,15,","12.2",",6,14,","","","2158.9","6","679.6",",6","3.8",",,,6","","","-3.59",",6","5.22",",,,6","-12.40",",,,6"
"USC00293431","1926-02","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","3",",6","2",",6","0",",6","","","","","0",",6","27",",6","0",",6","0",",6","0",",6","-10.6",",6,23,","","","","","2.8",",,6,13,","16.1",",6,28,","724.5",",,,6","2632.6","6","473.7",",6","5.8",",,,6","","","1.41",",6","9.66",",,,6","-6.84",",,,6"
"USC00293431","1926-03","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","11",",6","5",",6","0",",6","","","","","0",",6","28",",6","0",",6","0",",6","0",",6","-11.1",",6,06,","","","","","10.7",",,6,28,","17.8",",6,24,+","1509.4",",,,6","3071.8","6","439.2",",6","41.9",",,,6","","","4.16",",6","11.63",",,,6","-3.30",",,,6"
"USC00293431","1926-04","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","17",",6","6",",6","0",",6","","","0",",6","0",",6","8",",6","0",",6","4",",6","0",",6","-1.1",",6,15,","","","0",",T,6,01,","14.0",",,6,06,","21.7",",6,24,","1661.4",",,,6","3372.2","6","300.4",",6","55.8",",,,6","0",",T,,6","8.32",",6","15.15",",,,6","1.49",",,,6"
"USC00293431","1926-05","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","10",",6","4",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","16",",6","0",",6","-1.1",",6,10,","","","0",",,6,31,+","10.7",",,6,26,","27.2",",6,22,","2579.9",",,,6","3565.4","6","193.2",",6","34.6",",,,6","0",",,,6","12.10",",6","20.08",",,,6","4.12",",,,6"
"USC00293431","1926-06","35.6","-108.76667","2055.9","GAMERCO, NM US","26.5","6","26.5",",6","5",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","1",",6","3.9",",6,18,","","","0",",,6,30,+","4.1",",,6,30,","32.8",",6,28,","3713.7",",,,6","3595.3","6","29.9",",6","9.2",",,,6","0",",,,6","18.22",",6","28.11",",,,6","8.33",",,,6"
"USC00293431","1926-07","35.6","-108.76667","2055.9","GAMERCO, NM US","76.7","6","50.2",",6","11",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","1",",6","6.1",",6,09,+","","","0",",,6,31,+","18.8",",,6,20,","32.2",",6,18,","2992.9","1,,,6","13.4","6","13.4",",6","41.5",",,,6","0",",,,6","19.52",",6","28.39",",,,6","10.65",",,,6"
"USC00293431","1926-08","35.6","-108.76667","2055.9","GAMERCO, NM US","125.8","6","49.1",",6","5",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","3",",6","7.2",",6,14,","","","0",",,6,31,+","3.3",",,6,12,","32.2",",6,28,+","3287.3",",,,6","19.0","6","5.6",",6","13.6",",,,6","0",",,,6","19.74",",6","29.10",",,,6","10.37",",,,6"
"USC00293431","1926-09","35.6","-108.76667","2055.9","GAMERCO, NM US","136.1","6","10.3",",6","9",",6","5",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","25",",6","0",",6","2.2",",6,27,","","","0",",,6,30,+","26.9",",,6,25,","31.1",",6,12,","2654.4",",,,6","88.8","6","69.8",",6","60.8",",,,6","0",",,,6","16.35",",6","25.02",",,,6","7.68",",,,6"
"USC00293431","1926-10","35.6","-108.76667","2055.9","GAMERCO, NM US","136.1","6","0.0",",6","4",",6","2",",6","0",",6","","","0",",6","0",",6","14",",6","0",",6","16",",6","0",",6","-4.4",",6,30,","","","0",",,6,31,+","7.4",",,6,02,","25.6",",6,16,","1786.0",",,,6","331.7","6","242.9",",6","13.1",",,,6","0",",,,6","10.50",",6","19.71",",,,6","1.28",",,,6"
"USC00293431","1926-11","35.6","-108.76667","2055.9","GAMERCO, NM US","136.1","6","0.0",",6","2",",6","2",",6","0",",6","","","1",",6","0",",6","28",",6","0",",6","0",",6","0",",6","-10.0",",6,08,","","","51",",,6,27,","7.1",",,6,13,","20.6",",6,06,","","","749.3","6","417.6",",6","10.9",",,,6","66",",,,6","4.41",",6","13.44",",,,6","-4.61",",,,6"
"USC00293431","1926-12","35.6","-108.76667","2055.9","GAMERCO, NM US","136.1","6","0.0",",6","8",",6","5",",6","0",",6","","","5",",6","11",",6","30",",6","10",",6","0",",6","0",",6","-27.2",",6,24,","","","140",",,6,12,","11.2",",,6,12,","18.3",",6,01,","","","1447.9","6","698.6",",6","31.4",",,,6","328",",,,6","-4.20",",6","3.44",",,,6","-11.85",",,,6"
"USC00293431","1927-01","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","1",",6","0",",6","31",",6","0",",6","0",",6","0",",6","-16.1",",6,01,","","","46",",,6,11,","3.0",",,6,11,","16.7",",6,04,","","","1987.3","6","539.4",",6","3.8",",,,6","59",",,,6","0.93",",6","8.13",",,,6","-6.27",",,,6"
"USC00293431","1927-02","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0","1,6","8",",6","8",",6","0",",6","","","","","0","1,6","26","1,6","0",",6","0",",6","0",",6","-8.3","1,6,28,","","","","","7.9",",,6,16,","16.7",",6,26,","","","2405.9","6","418.6",",6","39.0",",,,6","","","2.88","1,6","9.27",",,,6","-3.50","1,,,6"
"USC00293431","1927-03","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","6",",6","4",",6","0",",6","","","","","0",",6","31",",6","1",",6","0",",6","0",",6","-15.6",",6,11,","","","","","11.2",",,6,10,","18.3",",6,29,+","1545.3",",,,6","2881.2","6","475.3",",6","32.0",",,,6","","","3.00",",6","10.61",",,,6","-4.61",",,,6"
"USC00293431","1927-04","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","6",",6","3",",6","0",",6","","","","","0",",6","18",",6","0",",6","9",",6","0",",6","-6.1",",6,13,","","","","","5.8",",,6,12,","25.6",",6,25,","2472.2",",,,6","3181.8","6","300.6",",6","16.2",",,,6","","","8.31",",6","16.84",",,,6","-0.21",",,,6"
"USC00293431","1927-05","35.6","-108.76667","2055.9","GAMERCO, NM US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","8",",6","0",",6","25",",6","0",",6","-3.9",",6,08,","","","0",",T,6,08,+","3.6",",,6,07,","28.3",",6,17,+","3594.5","2,,,6","3353.9","6","172.1",",6","4.6",",,,6","0",",T,,6","12.78",",6","22.81",",,,6","2.76",",,,6"
"USC00293431","1927-06","35.6","-108.76667","2055.9","GAMERCO, NM US","28.3","6","28.3",",6","6",",6","4",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","26",",6","2",",6","0.0",",6,02,","","","0",",,6,30,+","10.7",",,6,28,+","34.4",",6,25,","3235.2",",,,6","3424.0","6","70.1",",6","33.5",",,,6","0",",,,6","16.94",",6","25.85",",,,6","8.03",",,,6"
"USC00293431","1927-07","35.6","-108.76667","2055.9","GAMERCO, NM US","110.1","6","81.8",",6","6",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","2",",6","8.3",",6,04,","","","0",",,6,31,+","15.2",",,6,12,","33.9",",6,17,","3129.6","1,,,6","2.8","6","2.8",",6","40.9",",,,6","0",",,,6","20.88",",6","29.18",",,,6","12.58",",,,6"
"USC00293431","1927-08","35.6","-108.76667","2055.9","GAMERCO, NM US","131.0","6","20.9","1,6","12",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0","1,6","30","1,6","0","1,6","7.2",",6,30,","","","0",",,6,31,+","21.6",",,6,11,","30.6","1,6,10,","2567.2",",,,6","19.5","6","16.7","1,6","84.6",",,,6","0",",,,6","18.52","1,6","26.59","1,,,6","10.45",",,,6"
"USC00293431","1927-09","35.6","-108.76667","2055.9","GAMERCO, NM US","133.5","6","2.5",",6","14",",6","12",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","21",",6","0",",6","-3.3",",6,30,","","","0",",,6,30,+","10.9",",,6,12,","27.8",",6,04,","1699.0",",,,6","126.3","6","106.8",",6","80.5",",,,6","0",",,,6","14.86",",6","22.33",",,,6","7.38",",,,6"
"USC00293431","1927-10","35.6","-108.76667","2055.9","GAMERCO, NM US","133.5","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","22",",6","0",",6","11",",6","0",",6","-4.4",",6,12,+","","","0",",,6,31,+","6.4",",,6,28,","22.2",",6,20,","1844.9",",,,6","408.9","6","282.6",",6","8.7",",,,6","0",",,,6","9.22",",6","18.88",",,,6","-0.45",",,,6"
"USC00293431","1927-11","35.6","-108.76667","2055.9","GAMERCO, NM US","133.5","6","0.0",",6","3",",6","1",",6","0",",6","","","0",",6","0",",6","27",",6","0",",6","1",",6","0",",6","-10.6",",6,30,","","","0",",T,6,29,","5.1",",,6,06,","21.1",",6,05,","915.5",",,,6","814.6","6","405.7",",6","8.4",",,,6","0",",T,,6","4.81",",6","13.53",",,,6","-3.91",",,,6"
