"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00203973","1990-04","42.85889","-85.88639","193.5","HUDSONVILLE 1 W, MI US","","","14",",6","6",",6","0",",6","","","","","0",",6","8",",6","0",",6","","","","","","","15.5",",,6,21,","31.1",",6,28,","","","","","72.7",",,,6","","","13.83",",,,6","",""
"USC00203973","1990-05","42.85889","-85.88639","193.5","HUDSONVILLE 1 W, MI US","","","","","","","","","","","","","0",",6","11",",6","0",",6","","","","","","","","","27.8",",6,09,","","","","","","","","","18.11",",,,6","",""
"USC00203973","1991-06","42.85889","-85.88639","193.5","HUDSONVILLE 1 W, MI US","","","4","4,6","3","4,6","0","4,6","","","","","","","","","","","","","","","","","9.4","4,,6,23,","","","","","","","25.5","4,,,6","","","","","",""
"USC00203973","1994-04","42.85889","-85.88639","193.5","HUDSONVILLE 1 W, MI US","3.6","1,6","10",",6","7",",6","0",",6","0","1,6","12","1,6","0",",6","5",",6","0",",6","","","4","","-6.7","1,6,07,","13.2",",,6,13,","29.4",",6,27,","","","305.0",",6","55.1",",,,6","8.11","1,6","14.70",",,,6","1.52","1,,,6"
"USC00203973","1994-06","42.85889","-85.88639","193.5","HUDSONVILLE 1 W, MI US","77.8",",6","12",",6","7",",6","2",",6","0",",6","0",",6","0",",6","27",",6","4",",6","","","3","","2.2",",6,02,","76.7",",,6,24,","35.6",",6,19,+","","","30.7",",6","148.1",",,,6","19.90",",6","26.69",",,,6","13.11",",,,6"
"USC00203973","1994-07","42.85889","-85.88639","193.5","HUDSONVILLE 1 W, MI US","94.6",",6","13",",6","9",",6","1",",6","0",",6","0",",6","0",",6","31",",6","1",",6","","","5","","11.1",",6,29,+","34.5",",,6,05,","32.2",",6,07,","2.8","","2.8",",6","118.3",",,,6","21.29",",6","26.92",",,,6","15.67",",,,6"
"USC00203973","1994-08","42.85889","-85.88639","193.5","HUDSONVILLE 1 W, MI US","50.1",",6","13",",6","10",",6","2",",6","0",",6","0",",6","0",",6","28",",6","0",",6","","","6","","7.8",",6,06,","35.6",",,6,04,","30.6",",6,26,","34.1","","31.3",",6","114.0",",,,6","18.94",",6","24.82",",,,6","13.06",",,,6"
"USC00203973","1994-09","42.85889","-85.88639","193.5","HUDSONVILLE 1 W, MI US","35.1",",6","8",",6","4",",6","0",",6","0",",6","0",",6","0",",6","22",",6","0",",6","","","3","","5.0",",6,30,+","16.0",",,6,25,","30.6",",6,16,","95.7","","61.6",",6","42.0",",,,6","17.45",",6","23.76",",,,6","11.13",",,,6"
"USC00203973","1994-10","42.85889","-85.88639","193.5","HUDSONVILLE 1 W, MI US","1.7",",6","9",",6","4",",6","0",",6","0",",6","3",",6","0",",6","8",",6","0",",6","1","","1","","0.0",",6,30,+","21.3",",,6,01,","25.6",",6,18,","314.6","","218.9",",6","54.2",",,,6","11.33",",6","17.38",",,,6","5.27",",,,6"
