"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BRM00082191","1978-12","-1.45","-48.467","10.0","BELEM, BR","","","11","4,S","9","4,S","1","4,S","0","4,S","0","4,S","","","","","","","21.0","4,S,27,","29.0","4,,S,01,","","","","","","","95.0","4,,,S","","","","","22.70","4,,,S"
"BRM00082191","1979-01","-1.45","-48.467","10.0","BELEM, BR","238.7","3,S","22","1,S","16","1,S","3","1,S","0","1,S","0","1,S","0","3,S","28","3,S","2","3,S","21.0","1,S,11,+","70.1","1,,S,16,","33.0","3,S,22,+","0.0","","0.0","3,S","269.6","1,,,S","26.85","3,S","30.86","3,,,S","22.83","1,,,S"
"BRM00082191","1979-03","-1.45","-48.467","10.0","BELEM, BR","","","24","4,S","18","4,S","2","4,S","","","","","","","","","","","","","31.0","4,,S,05,","","","","","","","266.9","4,,,S","","","","","",""
"BRM00082191","1979-06","-1.45","-48.467","10.0","BELEM, BR","","","13","1,S","8","1,S","2","1,S","0","1,S","0","1,S","","","","","","","21.0","1,S,18,","59.9","1,,S,03,","","","","","","","164.8","1,,,S","","","","","22.72","1,,,S"
"BRM00082191","1979-08","-1.45","-48.467","10.0","BELEM, BR","228.8","5,S","12","2,S","9","2,S","3","2,S","0","2,S","0","2,S","0","5,S","26","5,S","5","5,S","21.0","2,S,26,+","31.0","2,,S,19,","33.0","5,S,30,+","","","0.0","5,S","128.6","2,,,S","27.16","5,S","32.12","5,,,S","22.21","2,,,S"
"BRM00082191","1979-09","-1.45","-48.467","10.0","BELEM, BR","234.3","4,S","21","1,S","15","1,S","1","1,S","0","2,S","0","2,S","0","3,S","27","3,S","6","3,S","21.0","2,S,13,","26.9","1,,S,06,","33.0","3,S,20,+","","","0.0","3,S","153.7","1,,,S","27.34","4,S","32.22","3,,,S","22.46","2,,,S"
"BRM00082191","1979-10","-1.45","-48.467","10.0","BELEM, BR","","","10","4,S","8","4,S","0","4,S","0","4,S","0","4,S","","","","","","","21.0","4,S,29,+","22.1","4,,S,22,","","","","","","","70.2","4,,,S","","","","","22.52","4,,,S"
"BRM00082191","1979-11","-1.45","-48.467","10.0","BELEM, BR","","","","","","","","","","","","","0","5,S","25","5,S","13","5,S","","","","","36.0","5,S,05,","","","","","","","","","32.56","5,,,S","",""
"BRM00082191","1980-12","-1.45","-48.467","10.0","BELEM, BR","","","10","3,S","7","3,S","1","3,S","0","4,S","0","4,S","0","5,S","26","5,S","12","5,S","20.0","4,S,01,","25.9","3,,S,09,","34.0","5,S,08,","","","","","69.6","3,,,S","27.15","6,S","32.31","5,,,S","22.00","4,,,S"
"BRM00082191","1981-02","-1.45","-48.467","10.0","BELEM, BR","","","20","5,S","16","5,S","5","5,S","0","5,S","0","5,S","","","","","","","20.0","5,S,05,","59.9","5,,S,02,","","","","","","","305.7","5,,,S","","","","","22.26","5,,,S"
"BRM00082191","1981-03","-1.45","-48.467","10.0","BELEM, BR","233.8","5,S","22","3,S","15","3,S","1","3,S","0","4,S","0","4,S","0","4,S","27","4,S","12","4,S","21.0","4,S,28,","70.1","3,,S,28,","34.0","4,S,04,","","","0.0","4,S","214.9","3,,,S","27.31","5,S","32.07","4,,,S","22.56","4,,,S"
"BRM00082191","1981-04","-1.45","-48.467","10.0","BELEM, BR","","","15","4,S","13","4,S","4","4,S","0","5,S","0","5,S","","","","","","","22.0","5,S,03,+","50.0","4,,S,04,","","","","","","","231.4","4,,,S","","","","","23.08","5,,,S"
"BRM00082191","1981-05","-1.45","-48.467","10.0","BELEM, BR","","","21","4,S","18","4,S","2","4,S","0","4,S","0","4,S","","","","","","","21.0","4,S,15,","59.9","4,,S,01,","","","","","","","329.8","4,,,S","","","","","22.96","4,,,S"
"BRM00082191","1981-06","-1.45","-48.467","10.0","BELEM, BR","","","17","3,S","10","3,S","1","3,S","0","4,S","0","4,S","","","","","","","21.0","4,S,26,","36.1","3,,S,01,","","","","","","","149.3","3,,,S","","","","","22.46","4,,,S"
"BRM00082191","1981-07","-1.45","-48.467","10.0","BELEM, BR","","","17","2,S","13","2,S","1","2,S","0","2,S","0","2,S","","","","","","","21.0","2,S,28,+","55.1","2,,S,24,","","","","","","","160.0","2,,,S","","","","","21.97","2,,,S"
"BRM00082191","1981-08","-1.45","-48.467","10.0","BELEM, BR","","","6","3,S","6","3,S","1","3,S","0","3,S","0","3,S","","","","","","","21.0","3,S,23,+","30.0","3,,S,20,","","","","","","","96.3","3,,,S","","","","","22.18","3,,,S"
"BRM00082191","1981-09","-1.45","-48.467","10.0","BELEM, BR","","","14","4,S","7","4,S","1","4,S","0","4,S","0","4,S","","","","","","","20.0","4,S,05,","45.0","4,,S,06,","","","","","","","129.7","4,,,S","","","","","21.73","4,,,S"
