"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00402035","1973-10","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","","","49.3",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","2.2",",0,17,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,28,","31.7",",0,14,","94.4","1,,,0","","","66.2",",0","12.48","3,,,0","27.01","3,,,0","55.1",",,,0","0",",,,0","17.79",",0","25.32",",,,0","10.25",",,,0","1418",",,,0"
"USC00402035","1973-11","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","","","6.2",",0","11",",0","8",",0","3",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","0",",0","-3.3",",0,11,+","0",",,0,30,+","0",",,0,30,+","94.7",",,0,27,","23.9",",0,24,+","58.4","3,,,0","","","190.4",",0","10.08",",,,0","18.94",",,,0","215.0",",,,0","0",",,,0","12.19",",0","18.89",",,,0","5.50",",,,0","2135",",,,0"
"USC00402035","1973-12","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","","","0.0","1,0","8",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","17","1,0","2","1,0","4","1,0","0","1,0","-10.0","1,0,21,","0",",,0,31,+","0",",,0,31,+","49.5",",,0,26,","22.2","1,0,25,","","","","","381.8","1,0","5.12","4,,,0","12.06","4,,,0","99.8",",,,0","0",",,,0","5.61","1,0","11.52","1,,,0","-0.31","1,,,0","3059","1,,,0"
"USC00402035","1974-01","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","0.0","0","0.0",",0","18",",0","12",",0","4",",0","0",",0","0",",0","0",",0","9",",0","0",",0","4",",0","0",",0","-5.6",",0,01,","0",",,0,31,+","0",",,0,31,+","55.1",",,0,10,","21.7",",0,19,+","","","","","300.7",",0","8.04","4,,,0","15.44","4,,,0","251.1",",,,0","0",",,,0","8.63",",0","13.41",",,,0","3.85",",,,0","2176",",,,0"
"USC00402035","1974-02","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","0.0","0","0.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","16",",0","1",",0","2",",0","0",",0","-10.0",",0,26,","0",",,0,28,+","0",",,0,28,+","41.7",",,0,02,","23.9",",0,02,+","","","","","338.7",",0","5.80","3,,,0","14.65","3,,,0","104.9",",,,0","0",",,,0","6.24",",0","12.21",",,,0","0.26",",,,0","2588",",,,0"
"USC00402035","1974-03","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","5.3","0","5.3",",0","13",",0","11",",0","2",",0","0",",0","0",",0","0",",0","7",",0","0",",0","13",",0","0",",0","-4.4",",0,22,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,06,","27.8",",0,10,","70.0","4,,,0","","","166.1",",0","10.27",",,,0","22.17",",,,0","149.2",",,,0","0",",,,0","13.15",",0","19.75",",,,0","6.54",",,,0","2655",",,,0"
"USC00402035","1974-04","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","15.0","0","9.7",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","0.6",",0,10,","0",",,0,30,+","0",",,0,30,+","42.4",",,0,04,","28.9",",0,04,","138.4",",,,0","","","136.2",",0","10.44",",,,0","24.81",",,,0","104.9",",,,0","0",",,,0","14.12",",0","21.74",",,,0","6.49",",,,0","2596",",,,0"
"USC00402035","1974-05","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","87.4","0","72.4",",0","17",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","6.1",",0,08,+","0",",,0,31,+","0",",,0,31,+","38.1",",,0,23,","32.2",",0,21,","115.9","1,,,0","","","29.8",",0","","","","","136.0",",,,0","0",",,,0","19.71",",0","25.50",",,,0","13.92",",,,0","1296",",,,0"
"USC00402035","1974-06","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","178.0","0","90.6",",0","11",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","8.3",",0,26,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,08,","32.2",",0,23,+","148.8",",,,0","","","8.1",",0","17.30",",,,0","30.81",",,,0","124.4",",,,0","0",",,,0","21.08",",0","27.05",",,,0","15.11",",,,0","1703",",,,0"
"USC00402035","1974-07","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","387.2","0","209.2",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","10.6",",0,31,","0",",,0,31,+","0",",,0,31,+","6.6",",,0,16,","35.0",",0,21,+","","","0.0","0","0.0",",0","","","","","18.8",",,,0","0",",,,0","25.08",",0","32.17",",,,0","17.99",",,,0","1186",",,,0"
"USC00402035","1974-08","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","584.5","0","197.3",",0","11",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","13.3",",0,05,+","0",",,0,31,+","0",",,0,31,+","69.9",",,0,04,","32.8",",0,27,+","","","0.0","0","0.0",",0","","","","","225.9",",,,0","0",",,,0","24.70",",0","30.03",",,,0","19.36",",,,0","1211",",,,0"
"USC00402035","1974-09","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","652.8","0","68.3",",0","13",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","6.1",",0,23,","0",",,0,30,+","0",",,0,30,+","47.2",",,0,09,","30.6",",0,13,+","86.0",",,,0","36.1","0","36.1",",0","15.74",",,,0","26.46",",,,0","225.0",",,,0","0",",,,0","19.41",",0","24.32",",,,0","14.50",",,,0","1086",",,,0"
"USC00402035","1974-10","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","657.6","0","4.8",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","19",",0","0",",0","-0.6",",0,21,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,16,","26.7",",0,31,+","74.3",",,,0","187.7","0","151.6",",0","9.06","1,,,0","21.01","1,,,0","34.6",",,,0","0",",,,0","13.60",",0","21.13",",,,0","6.06",",,,0","923",",,,0"
"USC00402035","1974-11","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","664.9","0","7.3",",0","10",",0","9",",0","2",",0","0",",0","0",",0","0",",0","7",",0","0",",0","5",",0","0",",0","-5.0",",0,28,+","0",",,0,30,+","0",",,0,30,+","46.7",",,0,18,","27.8",",0,04,+","41.1","5,,,0","438.0","0","250.3",",0","6.82",",,,0","14.59",",,,0","166.1",",,,0","0",",,,0","10.23",",0","16.62",",,,0","3.84",",,,0","1630",",,,0"
"USC00402035","1974-12","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","664.9","0","0.0",",0","15",",0","10",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","1",",0","0",",0","-7.8",",0,18,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,27,","21.1",",0,31,","24.8","1,,,0","823.2","0","385.2",",0","3.66","1,,,0","8.87",",,,0","92.9",",,,0","0",",,,0","5.91",",0","10.74",",,,0","1.08",",,,0","1842",",,,0"
"USC00402035","1975-01","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","0.0","0","0.0",",0","15",",0","11",",0","0",",0","","","","","0",",0","15",",0","2",",0","3",",0","0",",0","-10.6",",0,14,","","","","","24.1",",,0,19,","22.8",",0,29,","29.2","5,,,0","1177.3","0","354.1",",0","4.15","3,,,0","11.82","3,,,0","121.3",",,,0","","","6.91",",0","12.80",",,,0","1.02",",,,0","2601",",,,0"
"USC00402035","1975-02","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","0.0","0","0.0",",0","12",",0","10",",0","1",",0","","","","","0",",0","11",",0","0",",0","2",",0","0",",0","-9.4",",0,10,","","","","","34.8",",,0,04,","22.2",",0,24,+","27.2","3,,,0","1481.4","0","304.1",",0","4.50",",,,0","12.11",",,,0","120.9",",,,0","","","7.47",",0","13.08",",,,0","1.87",",,,0","2102",",,,0"
"USC00402035","1975-03","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","1.6","0","1.6",",0","16",",0","11",",0","4",",0","0",",","","","0",",0","10",",0","1",",0","8",",0","0",",0","-7.8",",0,04,","0",",,0,31,+","","","88.9",",,0,12,","25.0",",0,22,","","","1782.7","0","301.3",",0","5.86","3,,,0","15.06","3,,,0","374.8",",,,0","","","8.67",",0","14.48",",,,0","2.85",",,,0","2604",",,,0"
"USC00402035","1975-04","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","10.8","0","9.2",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","-1.7",",0,13,","0",",,0,30,+","0",",,0,30,+","21.3",",,0,19,","29.4",",0,28,","110.1",",,,0","1961.5","0","178.8",",0","8.32",",,,0","20.85",",,,0","62.5",",,,0","0",",,,0","12.68",",0","19.21",",,,0","6.15",",,,0","2114",",,,0"
"USC00402035","1975-05","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","90.6","0","79.8",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","7.2",",0,05,","0",",,0,31,+","0",",,0,31,+","73.7",",,0,09,","32.2",",0,26,+","120.8","1,,,0","1970.4","0","8.9",",0","16.78",",,,0","30.15","1,,,0","142.0",",,,0","0",",,,0","20.62",",0","27.05",",,,0","14.19",",,,0","979",",,,0"
"USC00402035","1975-06","36.28333","-85.93333","156.1","CORDELL HULL LOCK AND DAM, TN US","237.7","0","147.1",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","11.1",",0,08,","0",",,0,30,+","0",",,0,30,+","17.8",",,0,26,","33.9",",0,22,+","165.5",",,,0","1970.4","0","0.0",",0","19.11",",,,0","33.15",",,,0","89.2",",,,0","0",",,,0","23.24",",0","29.64",",,,0","16.83",",,,0","1400",",,,0"
