"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00140628","1957-01","65.83","21.55","27.0","HEDNORET, SW","","","","","12",",E","5",",E","0",",E","30","1,","","","","","","","","","","","","","650","1,,E,31,+","10.9",",,E,27,","","","","","54.7",",,,E","","","","","",""
"SWE00140628","1957-02","65.83","21.55","27.0","HEDNORET, SW","","","","","18",",E","7",",E","0",",E","26","2,","","","","","","","","","","","","","890","2,,E,28,+","5.5",",,E,06,","","","","","42.4",",,,E","","","","","",""
"SWE00140628","1957-03","65.83","21.55","27.0","HEDNORET, SW","","","","","8",",E","5",",E","0",",E","31",",","","","","","","","","","","","","","950",",,E,10,+","13.0",",,E,03,","","","","","42.1",",,,E","","","","","",""
"SWE00140628","1957-04","65.83","21.55","27.0","HEDNORET, SW","","","","","6",",E","1",",E","0",",E","30",",","","","","","","","","","","","","","600",",,E,01,","7.7",",,E,29,","","","","","10.7",",,,E","","","","","",""
"SWE00140628","1957-05","65.83","21.55","27.0","HEDNORET, SW","","","","","10",",E","7",",E","0",",E","","","","","","","","","","","","","","","","","12.5",",,E,09,","","","","","62.1",",,,E","","","","","",""
"SWE00140628","1957-06","65.83","21.55","27.0","HEDNORET, SW","","","","","9",",E","3",",E","0",",E","","","","","","","","","","","","","","","","","10.6",",,E,09,","","","","","28.0",",,,E","","","","","",""
"SWE00140628","1957-07","65.83","21.55","27.0","HEDNORET, SW","","","","","11",",E","6",",E","0",",E","","","","","","","","","","","","","","","","","12.0",",,E,29,","","","","","59.6",",,,E","","","","","",""
"SWE00140628","1957-08","65.83","21.55","27.0","HEDNORET, SW","","","","","16",",E","9",",E","0",",E","","","","","","","","","","","","","","","","","18.7",",,E,11,","","","","","78.5",",,,E","","","","","",""
"SWE00140628","1957-09","65.83","21.55","27.0","HEDNORET, SW","","","","","18",",E","9",",E","0",",E","","","","","","","","","","","","","","","","","24.1",",,E,22,","","","","","85.8",",,,E","","","","","",""
"SWE00140628","1957-10","65.83","21.55","27.0","HEDNORET, SW","","","","","15",",E","7",",E","0",",E","","","","","","","","","","","","","","","","","14.1",",,E,03,","","","","","53.4",",,,E","","","","","",""
"SWE00140628","1957-11","65.83","21.55","27.0","HEDNORET, SW","","","","","7",",E","2",",E","0",",E","","","","","","","","","","","","","","","","","14.7",",,E,01,","","","","","24.1",",,,E","","","","","",""
"SWE00140628","1957-12","65.83","21.55","27.0","HEDNORET, SW","","","","","13",",E","6",",E","0",",E","28","3,","","","","","","","","","","","","","260","3,,E,31,+","8.0",",,E,06,","","","","","34.7",",,,E","","","","","",""
"SWE00140628","1958-01","65.83","21.55","27.0","HEDNORET, SW","","","","","17",",E","4",",E","0",",E","31",",","","","","","","","","","","","","","400",",,E,31,+","4.1",",,E,24,","","","","","25.7",",,,E","","","","","",""
"SWE00140628","1958-02","65.83","21.55","27.0","HEDNORET, SW","","","","","12",",E","4",",E","0",",E","28",",","","","","","","","","","","","","","480",",,E,28,","5.5",",,E,12,","","","","","23.8",",,,E","","","","","",""
"SWE00140628","1958-03","65.83","21.55","27.0","HEDNORET, SW","","","","","10",",E","3",",E","0",",E","31",",","","","","","","","","","","","","","750",",,E,20,+","10.1",",,E,05,","","","","","28.6",",,,E","","","","","",""
"SWE00140628","1958-04","65.83","21.55","27.0","HEDNORET, SW","","","","","10",",E","3",",E","0",",E","30",",","","","","","","","","","","","","","430",",,E,01,","5.7",",,E,15,","","","","","19.5",",,,E","","","","","",""
