"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00135688","1990-11","58.03","15.02","185.0","TRANAS AUT, SW","","","0.0",",E","0",",E","15",",E","5",",E","0",",E","0",",E","-7.5",",E,28,","10.0",",E,09,","499.0",",E","1.70",",E","3.71",",,,E","-0.32",",,,E"
"SWE00135688","1990-12","58.03","15.02","185.0","TRANAS AUT, SW","","","0.0",",E","0",",E","20",",E","6",",E","0",",E","0",",E","-12.4",",E,22,","8.6",",E,03,","562.8",",E","0.18",",E","2.24",",,,E","-1.88",",,,E"
"SWE00135688","1991-01","58.03","15.02","185.0","TRANAS AUT, SW","0.0","","0.0",",E","0",",E","20",",E","6",",E","0",",E","0",",E","-9.2",",E,31,","6.9",",E,10,","565.6",",E","0.09",",E","2.38",",,,E","-2.21",",,,E"
"SWE00135688","1991-02","58.03","15.02","185.0","TRANAS AUT, SW","0.0","","0.0",",E","0",",E","22",",E","20",",E","0",",E","0",",E","-14.5",",E,16,","7.7",",E,24,","608.4",",E","-3.39",",E","-1.17",",,,E","-5.62",",,,E"
"SWE00135688","1991-03","58.03","15.02","185.0","TRANAS AUT, SW","0.0","","0.0",",E","0",",E","17",",E","1",",E","0",",E","0",",E","-5.7",",E,28,","11.7",",E,29,","488.8",",E","2.57",",E","5.23",",,,E","-0.10",",,,E"
"SWE00135688","1991-04","58.03","15.02","185.0","TRANAS AUT, SW","0.0","","0.0",",E","0",",E","17",",E","0",",E","0",",E","0",",E","-7.5",",E,18,","18.4",",E,13,","397.1",",E","5.10",",E","10.25",",,,E","-0.06",",,,E"
"SWE00135688","1991-05","58.03","15.02","185.0","TRANAS AUT, SW","0.0","","0.0",",E","0",",E","6",",E","0",",E","0",",E","0",",E","-2.9",",E,07,","19.1",",E,30,","317.3",",E","8.10",",E","12.69",",,,E","3.50",",,,E"
"SWE00135688","1991-06","58.03","15.02","185.0","TRANAS AUT, SW","0.0","","0.0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","3.1",",E,02,","19.1",",E,23,","217.5",",E","11.08",",E","14.89",",,,E","7.28",",,,E"
