"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00412680","1940-08","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","3",",6","3",",6","2",",6","","","90.2",",,6,15,","134.6",",,,6"
"USC00412680","1940-09","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","1",",6","1",",6","1",",6","","","57.2",",,6,21,","57.2",",,,6"
"USC00412680","1940-10","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","2",",6","2",",6","2",",6","","","55.9",",,6,31,","86.4",",,,6"
"USC00412680","1940-12","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","5",",6","5",",6","2",",6","1","","38.1",",,6,11,","120.8",",,,6"
"USC00412680","1941-01","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","2",",6","2",",6","0",",6","1","","10.2",",,6,31,","15.3",",,,6"
"USC00412680","1941-02","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","7",",6","7",",6","2",",6","","","50.8",",,6,02,","142.2",",,,6"
"USC00412680","1941-03","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","4",",6","4",",6","0",",6","","","20.3",",,6,23,","52.6",",,,6"
"USC00412680","1941-05","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","5",",6","5",",6","1",",6","","","30.2",",,6,05,","76.2",",,,6"
"USC00412680","1941-06","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","6",",6","6",",6","3",",6","","","82.8",",,6,10,","200.7",",,,6"
"USC00412680","1941-07","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","2",",6","2",",6","0",",6","","","20.3",",,6,15,","33.0",",,,6"
"USC00412680","1941-08","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","6",",6","5",",6","3",",6","","","53.1",",,6,24,","179.6",",,,6"
"USC00412680","1941-09","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","3",",6","3",",6","1",",6","","","62.7",",,6,24,","100.6",",,,6"
"USC00412680","1941-10","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","8",",6","8",",6","2",",6","","","37.6",",,6,16,","149.1",",,,6"
"USC00412680","1941-11","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","3",",6","3",",6","1",",6","","","40.4",",,6,05,","68.6",",,,6"
"USC00412680","1941-12","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","5",",6","5",",6","1",",6","","","30.0",",,6,11,","45.0",",,,6"
"USC00412680","1942-01","32.95","-97.516667",,"EAGLE MOUNTAIN LAKE PARK, TX US","2",",6","2",",6","0",",6","","","3.8",",,6,29,","7.1",",,,6"
