"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000ASHC","1995-06","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","3.9",",U","0",",U","0",",U","0",",U","10",",U","0",",U","2.2",",U,03,","30.0",",U,29,","","","153.8",",U","13.34",",U","20.07",",,,U","6.60",",,,U"
"USR0000ASHC","1995-07","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","9.2",",U","0",",U","0",",U","0",",U","12",",U","0",",U","6.7",",U,29,","30.0",",U,21,","91.6","U","91.6",",U","15.67",",U","20.57",",,,U","10.77",",,,U"
"USR0000ASHC","1995-08","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","0.0",",U","0",",U","0",",U","0",",U","5",",U","0",",U","5.6",",U,19,+","25.6",",U,09,+","239.8","U","148.2",",U","13.55",",U","18.11",",,,U","9.00",",,,U"
"USR0000ASHC","1995-09","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","2.0",",U","0",",U","0",",U","0",",U","13",",U","0",",U","6.7",",U,30,","26.7",",U,22,+","334.3","U","94.5",",U","15.25",",U","19.44",",,,U","11.06",",,,U"
"USR0000ASHC","1995-10","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","0.0",",U","0",",U","1",",U","0",",U","0",",U","0",",U","-0.6",",U,30,","13.3",",U,31,+","662.3","U","328.0",",U","7.75",",U","9.94",",,,U","5.57",",,,U"
"USR0000ASHC","1995-11","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","0.0",",U","0",",U","9",",U","1",",U","0",",U","0",",U","-5.0",",U,09,","13.3",",U,15,","1060.6","U","398.3",",U","5.06",",U","7.17",",,,U","2.94",",,,U"
"USR0000ASHC","1995-12","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","0.0","3,U","0","3,U","14","3,U","2","3,U","0","3,U","0","3,U","-15.0","3,U,07,","8.9","3,U,25,","1528.1","U","467.5","3,U","1.64","3,U","4.41","3,,,U","-1.14","3,,,U"
"USR0000ASHC","1996-05","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","0.0",",U","0",",U","1",",U","0",",U","1",",U","0",",U","0.0",",U,06,","23.9",",U,29,","","","277.6",",U","9.38",",U","14.10",",,,U","4.66",",,,U"
"USR0000ASHC","1996-06","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","2.8",",U","0",",U","0",",U","0",",U","6",",U","0",",U","3.9",",U,13,","28.9",",U,24,","","","195.1",",U","11.92",",U","15.48",",,,U","8.37",",,,U"
"USR0000ASHC","1996-07","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","11.6",",U","0",",U","0",",U","0",",U","12",",U","0",",U","6.1",",U,02,","29.4",",U,27,","122.0","","122.0",",U","14.77",",U","19.06",",,,U","10.48",",,,U"
"USR0000ASHC","1996-08","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","0.3",",U","0",",U","0",",U","0",",U","6",",U","0",",U","8.3",",U,14,","24.4",",U,27,+","251.3","","129.3",",U","14.17",",U","17.53",",,,U","10.81",",,,U"
"USR0000ASHC","1997-05","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","0.0",",U","0",",U","0",",U","0",",U","6",",U","0",",U","1.7",",U,01,","25.0",",U,22,","","","210.3",",U","11.55",",U","16.22",",,,U","6.88",",,,U"
"USR0000ASHC","1997-06","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","5.8",",U","0",",U","0",",U","0",",U","8",",U","0",",U","6.1",",U,20,","31.1",",U,22,","","","146.1",",U","13.66",",U","17.53",",,,U","9.79",",,,U"
"USR0000ASHC","1997-08","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","12.8",",U","0",",U","0",",U","0",",U","15",",U","0",",U","10.0",",U,31,","29.4",",U,15,","","","64.0",",U","16.68",",U","20.46",",,,U","12.90",",,,U"
"USR0000ASHC","1998-05","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","3.6",",U","0",",U","0",",U","0",",U","5",",U","1",",U","2.8",",U,09,+","32.8",",U,27,","","","205.5",",U","11.82",",U","16.83",",,,U","6.81",",,,U"
"USR0000ASHC","1998-06","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","15.3","4,U","0","3,U","0","3,U","0","3,U","13","3,U","0","3,U","7.8","3,U,13,","29.4","3,U,29,","","","68.3","3,U","16.20","4,U","20.58","3,,,U","11.83","3,,,U"
"USR0000ASHC","1998-07","55.5317","-131.3433","152.4","SHELTER COVE ALASKA, AK US","19.7",",U","0",",U","0",",U","0",",U","13",",U","0",",U","8.3",",U,16,","30.0",",U,03,","88.9","","88.9",",U","16.10",",U","19.96",",,,U","12.24",",,,U"
