"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00146252","1893-01","38.966667","-95.683333",,"PAULINE, KS US","0.0","6","0.0","1,6","1",",6","0",",6","0",",6","0",",6","0","1,6","29","1,6","15",",6","0",",6","0",",6","","","-15.6","1,6,13,","13",",,6,17,","1.3",",,6,17,","10.6",",6,31,","","","658.7",",6","1.3",",,,6","13",",,,6","-3.46","1,6","0.74",",,,6","-7.65","1,,,6"
"USC00146252","1893-02","38.966667","-95.683333",,"PAULINE, KS US","","","","","5","2,6","3","2,6","1","2,6","3",",6","","","","","","","","","","","","","","","234",",,6,17,","25.9","2,,6,17,","","","","","","","35.1","2,,,6","331",",,,6","","","","","",""
"USC00146252","1893-03","38.966667","-95.683333",,"PAULINE, KS US","","","","","3","1,6","3","1,6","0","1,6","1",",6","0","3,6","16","3,6","1","3,6","3","3,6","0","3,6","","","-12.8","3,6,18,","25",",,6,16,","19.1","1,,6,27,","28.3","3,6,22,","","","","","28.0","1,,,6","25",",,,6","5.95","6,6","12.48","3,,,6","-0.58","3,,,6"
"USC00146252","1893-04","38.966667","-95.683333",,"PAULINE, KS US","","","","","2",",6","2",",6","1",",6","","","0","3,6","2","3,6","0","3,6","13","3,6","1","3,6","","","-3.3","3,6,15,","","","25.4",",,6,18,","35.6","3,6,06,","","","","","35.1",",,,6","","","12.93","6,6","19.83","3,,,6","6.03","3,,,6"
"USC00146252","1893-05","38.966667","-95.683333",,"PAULINE, KS US","","","29.6","2,6","4",",6","4",",6","4",",6","","","0","1,6","0","1,6","0","1,6","19","1,6","1","1,6","","","3.3","1,6,02,","","","69.9",",,6,31,","32.2","1,6,13,","","","81.5","1,6","177.9",",,,6","","","16.72","2,6","22.81","1,,,6","10.62","1,,,6"
"USC00146252","1893-06","38.966667","-95.683333",,"PAULINE, KS US","","","167.9","1,6","","","","","","","","","0","1,6","0","1,6","0","1,6","29","1,6","15","1,6","","","11.7","1,6,06,","","","","","38.9","1,6,24,","","","0.0","1,6","","","","","24.12","1,6","31.14","1,,,6","17.10","1,,,6"
"USC00146252","1893-07","38.966667","-95.683333",,"PAULINE, KS US","","","278.2",",6","","","","","","","","","0",",6","0",",6","0",",6","31",",6","24",",6","","","16.1",",6,21,","","","","","40.6",",6,14,","0.0","6","0.0",",6","","","","","27.31",",6","34.08",",,,6","20.54",",,,6"
"USC00146252","1893-08","38.966667","-95.683333",,"PAULINE, KS US","","","173.0","1,6","4",",6","4",",6","3",",6","","","0","1,6","0","1,6","0","1,6","30","1,6","13","1,6","","","9.4","1,6,29,","","","25.4",",,6,27,+","36.7","1,6,08,+","2.5","6","2.5","1,6","82.6",",,,6","","","24.02","1,6","30.44","1,,,6","17.59","1,,,6"
"USC00146252","1893-09","38.966667","-95.683333",,"PAULINE, KS US","","","142.2","2,6","4",",6","4",",6","1",",6","","","0","2,6","0","2,6","0","2,6","26","2,6","15","2,6","","","4.4","2,6,25,","","","50.8",",,6,29,","37.8","2,6,13,","25.6","6","23.1","2,6","85.9",",,,6","","","22.59","2,6","30.40","2,,,6","14.78","2,,,6"
"USC00146252","1893-11","38.966667","-95.683333",,"PAULINE, KS US","","","","","4",",6","4",",6","0",",6","","","0","5,6","12","5,6","0","5,6","2","5,6","0","5,6","1","","-8.3","5,6,24,","","","12.7",",,6,22,+","26.1","5,6,01,","","","","","30.4",",,,6","","","5.71","8,6","11.86","5,,,6","-0.45","5,,,6"
"USC00146252","1893-12","38.966667","-95.683333",,"PAULINE, KS US","","","0.0","4,6","","","","","","","","","0","2,6","21","2,6","3","2,6","0","2,6","0","2,6","","","-13.3","2,6,01,","","","","","20.6","2,6,22,","","","415.4","2,6","","","","","3.15","4,6","9.26","2,,,6","-2.97","2,,,6"
