"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00116738","1992-09","39.80581","-90.82383","198.1","PERRY 6 NW, IL US","","","52.0",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","26",",0","0",",0","","","","","-4.4",",0,24,","0",",,0,30,+","0",",,0,30,+","30.2",",,0,06,","31.7",",0,16,","","","","","","","","","78.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","97.5",",,,0","0",",,,0","17.44",",0","24.91",",,,0","9.97",",,,0","",""
"USC00116738","1992-10","39.80581","-90.82383","198.1","PERRY 6 NW, IL US","","","2.5",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","15",",0","0",",0","1","","","","-6.7",",0,19,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,30,","28.3",",0,15,","","","","","","","","","215.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","30.5",",,,0","0",",,,0","11.45",",0","19.25",",,,0","3.65",",,,0","",""
"USC00116738","1992-11","39.80581","-90.82383","198.1","PERRY 6 NW, IL US","","","0.0",",0","19",",0","17",",0","2",",0","0","2,0","1",",0","0",",0","15",",0","0",",0","0",",0","0",",0","2","","1","","-9.4",",0,15,","0","2,T,0,13,+","102",",,0,15,","40.6",",,0,21,","18.3",",0,17,","","","","","","","","","436.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","224.1",",,,0","102",",,,0","3.77",",0","7.39",",,,0","0.15",",,,0","",""
"USC00116738","1993-01","39.80581","-90.82383","198.1","PERRY 6 NW, IL US","0.0","0","0.0",",0","8",",0","8",",0","1",",0","","","2","1,0","0",",0","30",",0","16",",0","0",",0","0",",0","","","","","-15.6",",0,01,","","","102","1,,0,10,","29.7",",,0,04,","13.3",",0,04,","","","","","","","","","689.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","81.7",",,,0","127","1,,,0","-3.92",",0","0.76",",,,0","-8.60",",,,0","",""
"USC00116738","1993-02","39.80581","-90.82383","198.1","PERRY 6 NW, IL US","0.0","0","0.0",",0","7",",0","6",",0","0",",0","16",",0","4",",0","5",",0","27",",0","13",",0","0",",0","0",",0","4","","","","-22.2",",0,18,","254",",,0,27,+","178",",,0,26,","10.2",",,0,12,","15.6",",0,08,","","","","","","","","","619.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","37.8",",,,0","407",",,,0","-3.78",",0","1.64",",,,0","-9.21",",,,0","",""
"USC00116738","1993-03","39.80581","-90.82383","198.1","PERRY 6 NW, IL US","0.0","0","0.0","2,0","11",",0","8",",0","0",",0","5","1,0","2",",0","0","2,0","19","2,0","3",",0","2",",0","0",",0","3","","","","-17.2","2,0,01,","127","1,,0,01,","51",",,0,19,","20.3",",,0,23,","24.4",",0,31,","","","","","","","","","474.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","72.4",",,,0","76",",,,0","2.11","2,0","7.38",",,,0","-3.16","2,,,0","",""
"USC00116738","1993-04","39.80581","-90.82383","198.1","PERRY 6 NW, IL US","0.0","0","0.0",",0","12",",0","9",",0","2",",0","1",",0","0",",0","0",",0","8",",0","0",",0","7",",0","0",",0","","","","","-3.3",",0,06,+","25",",,0,01,","13",",,0,02,+","31.2",",,0,20,","23.3",",0,25,","","","","","","","","","274.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","147.4",",,,0","26",",,,0","9.20",",0","14.85",",,,0","3.55",",,,0","",""
"USC00116738","1993-05","39.80581","-90.82383","198.1","PERRY 6 NW, IL US","19.9","0","19.9",",0","14",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","3.3",",0,13,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,12,","29.4",",0,09,","","","","","","","","","62.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","36.5",",,,0","0",",,,0","16.95",",0","22.89",",,,0","11.00",",,,0","",""
"USC00116738","1993-06","39.80581","-90.82383","198.1","PERRY 6 NW, IL US","130.1","0","110.2",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","","","","","3.9",",0,01,","0",",,0,30,+","0",",,0,30,+","52.1",",,0,04,","32.8",",0,18,","","","","","","","","","27.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","166.8",",,,0","0",",,,0","21.11",",0","27.16",",,,0","15.05",",,,0","",""
"USC00116738","1993-07","39.80581","-90.82383","198.1","PERRY 6 NW, IL US","308.5","0","178.4",",0","15",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","3","","2","","14.4",",0,30,","0",",,0,31,+","0",",,0,31,+","58.4",",,0,01,","33.9",",0,28,+","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","183.7",",,,0","0",",,,0","24.09",",0","29.34",",,,0","18.84",",,,0","",""
