"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NUM00078741","1982-05","12.141","-86.168","59.1","MANAGUA INTERNATIONAL, NU","","","","","","","0","5,S","0","5,S","21.8","5,S,02,+","","","","","23.46","5,,,S"
"NUM00078741","1983-08","12.141","-86.168","59.1","MANAGUA INTERNATIONAL, NU","","","","","","","0","4,S","0","4,S","21.0","4,S,02,+","","","","","22.61","4,,,S"
"NUM00078741","1983-09","12.141","-86.168","59.1","MANAGUA INTERNATIONAL, NU","23","3,S","16","3,S","2","3,S","","","","","","","56.9","3,,S,05,","249.1","3,,,S","",""
"NUM00078741","1984-03","12.141","-86.168","59.1","MANAGUA INTERNATIONAL, NU","","","","","","","0","5,S","0","5,S","18.0","5,S,01,","","","","","20.89","5,,,S"
"NUM00078741","1984-05","12.141","-86.168","59.1","MANAGUA INTERNATIONAL, NU","","","","","","","0","5,S","0","5,S","21.4","5,S,25,","","","","","22.98","5,,,S"
"NUM00078741","1984-06","12.141","-86.168","59.1","MANAGUA INTERNATIONAL, NU","17","4,S","11","4,S","2","4,S","0","5,S","0","5,S","20.0","5,S,11,","67.1","4,,S,05,","190.0","4,,,S","22.51","5,,,S"
"NUM00078741","1984-07","12.141","-86.168","59.1","MANAGUA INTERNATIONAL, NU","21","1,S","12","1,S","2","1,S","0","4,S","0","4,S","21.0","4,S,20,+","56.9","1,,S,06,","168.2","1,,,S","21.76","4,,,S"
"NUM00078741","1984-08","12.141","-86.168","59.1","MANAGUA INTERNATIONAL, NU","","","","","","","0","5,S","0","5,S","20.4","5,S,19,","","","","","22.02","5,,,S"
"NUM00078741","1984-09","12.141","-86.168","59.1","MANAGUA INTERNATIONAL, NU","22","3,S","15","3,S","1","3,S","0","3,S","0","3,S","20.4","3,S,17,+","93.0","3,,S,16,","221.6","3,,,S","21.47","3,,,S"
"NUM00078741","1984-12","12.141","-86.168","59.1","MANAGUA INTERNATIONAL, NU","","","","","","","0","3,S","0","3,S","18.8","3,S,23,+","","","","","20.18","3,,,S"
