"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MZM00067231","1990-09","-14.817","36.533","607.0","CUAMBA, MZ","0","4,S","0","4,S","","","","","","","11.6","4,S,04,","","","","","","","17.69","4,,,S"
"MZM00067231","1991-04","-14.817","36.533","607.0","CUAMBA, MZ","0","5,S","0","5,S","0","5,S","25","5,S","5","5,S","15.5","5,S,20,","33.8","5,S,22,","24.32","7,S","31.28","5,,,S","17.36","5,,,S"
"MZM00067231","1992-03","-14.817","36.533","607.0","CUAMBA, MZ","0","5,S","0","5,S","0","4,S","27","4,S","17","4,S","16.7","5,S,06,","35.4","4,S,08,","26.31","6,S","32.43","4,,,S","20.19","5,,,S"
"MZM00067231","1992-05","-14.817","36.533","607.0","CUAMBA, MZ","0","4,S","0","4,S","0","5,S","26","5,S","13","5,S","10.7","4,S,04,","35.7","5,S,05,","23.87","8,S","32.12","5,,,S","15.62","4,,,S"
"MZM00067231","2017-05","-14.817","36.533","607.0","CUAMBA, MZ","0","5,S","0","5,S","","","","","","","14.2","5,S,25,","","","","","","","17.08","5,,,S"
