"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"KSM00047138","1973-02","36.033","129.38","1.3","POHANG, KS","5","1,S","1","1,S","0","1,S","0","3,S","0","3,S","0","3,S","3.0","1,,S,03,","15.0","3,S,16,","7.3","1,,,S","8.92","3,,,S"
"KSM00047138","1973-03","36.033","129.38","1.3","POHANG, KS","2","2,S","0","2,S","0","2,S","0","2,S","3","2,S","0","2,S","1.0","2,,S,15,","25.0","2,S,31,+","1.5","2,,,S","13.07","2,,,S"
"KSM00047138","1973-04","36.033","129.38","1.3","POHANG, KS","6","1,S","5","1,S","0","1,S","0","2,S","11","2,S","0","2,S","19.1","1,,S,16,","30.0","2,S,25,","65.0","1,,,S","19.71","2,,,S"
"KSM00047138","1973-05","36.033","129.38","1.3","POHANG, KS","","","","","","","0","5,S","15","5,S","0","5,S","","","29.0","5,S,30,","","","22.15","5,,,S"
"KSM00047138","1973-06","36.033","129.38","1.3","POHANG, KS","","","","","","","0","5,S","21","5,S","0","5,S","","","32.0","5,S,22,","","","25.04","5,,,S"
"KSM00047138","1973-07","36.033","129.38","1.3","POHANG, KS","","","","","","","0","4,S","27","4,S","14","4,S","","","36.0","4,S,16,+","","","32.19","4,,,S"
"KSM00047138","1973-08","36.033","129.38","1.3","POHANG, KS","","","","","","","0","3,S","28","3,S","17","3,S","","","37.0","3,S,27,","","","32.43","3,,,S"
"KSM00047138","1973-09","36.033","129.38","1.3","POHANG, KS","","","","","","","0","1,S","29","1,S","0","1,S","","","31.0","1,S,01,","","","25.86","1,,,S"
"KSM00047138","1973-10","36.033","129.38","1.3","POHANG, KS","","","","","","","0","1,S","8","1,S","0","1,S","","","26.0","1,S,01,","","","20.03","1,,,S"
"KSM00047138","1973-11","36.033","129.38","1.3","POHANG, KS","1","5,S","0","5,S","0","5,S","0","1,S","0","1,S","0","1,S","0.5","5,,S,08,","19.0","1,S,09,+","0.5","5,,,S","13.34","1,,,S"
