"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00126830","1981-12","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","","","0.0",",0","7",",0","7",",0","0",",0","15",",0","3",",0","5",",0","29",",0","11",",0","0",",0","0",",0","","","","","-26.7",",0,20,","178",",,0,30,+","165",",,0,17,","22.4",",,0,23,","11.1",",0,08,","","","","","","","680.8",",0","","","","","","","","","","","","","","","","","","","","","58.6",",,,0","293",",,,0","-3.63",",0","1.29",",,,0","-8.55",",,,0"
"USC00126830","1982-01","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","0.0","0","0.0","1,0","7","2,0","7","2,0","1","2,0","20","2,0","3","2,0","9","1,0","30","1,0","20",",0","0",",0","0",",0","5","","","","-30.0","1,0,17,","254","2,,0,23,","152","2,,0,31,","26.9","2,,0,30,","8.3",",0,23,","","","","","","","831.6",",0","","","","","","","","","","","","","","","","","","","","","72.6","2,,,0","291","2,,,0","-9.44","1,0","-4.20",",,,0","-14.67","1,,,0"
"USC00126830","1982-02","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","20","1,0","3",",0","7",",0","26",",0","15",",0","0",",0","0",",0","5","","","","-29.4",",0,11,+","762","1,,0,19,+","51",",,0,09,+","5.8",",,0,17,","9.4",",0,24,","","","","","","","672.8",",0","","","","","","","","","","","","","","","","","","","","","15.2",",,,0","127",",,,0","-5.69",",0","-0.71",",,,0","-10.68",",,,0"
"USC00126830","1982-03","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","0.0","0","0.0","1,0","11",",0","10",",0","0",",0","0",",0","0",",0","0",",0","18",",0","2","1,0","1","1,0","0","1,0","3","","3","","-11.1",",0,09,+","0",",T,0,08,+","0",",T,0,26,+","16.5",",,0,20,","21.1","1,0,17,","","","","","","","440.9","1,0","","","","","","","","","","","","","","","","","","","","","65.7",",,,0","0",",T,,0","3.56","1,0","8.97","1,,,0","-1.85",",,,0"
"USC00126830","1982-04","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","0.0","0","0.0","1,0","6",",0","5",",0","0",",0","2",",0","2",",0","0","1,0","12","1,0","2",",0","4",",0","0",",0","2","","2","","-10.0","1,0,08,+","76",",,0,09,+","64",",,0,09,+","18.5",",,0,17,","24.4",",0,16,","","","","","","","332.3",",0","","","","","","","","","","","","","","","","","","","","","47.2",",,,0","128",",,,0","7.01","1,0","13.45",",,,0","0.57","1,,,0"
"USC00126830","1982-05","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","56.4","0","56.4",",0","9",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","2","","8","","5.0",",0,04,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,21,","31.7",",0,18,+","","","","","","","27.5",",0","","","","","","","","","","","","","","","","","","","","","99.8",",,,0","0",",,,0","19.27",",0","26.25",",,,0","12.28",",,,0"
"USC00126830","1982-06","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","109.2","0","52.8",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","4","","7.8",",0,17,","0",",,0,30,+","0",",,0,30,+","39.6",",,0,16,","31.1",",0,28,","","","","","","","30.0",",0","","","","","","","","","","","","","","","","","","","","","120.8",",,,0","0",",,,0","19.09",",0","25.11",",,,0","13.07",",,,0"
"USC00126830","1982-07","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","266.5","0","157.3","1,0","5",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","4",",0","10","","9","","9.4","1,0,01,","0",",,0,31,+","0",",,0,31,+","42.9",",,0,19,","35.0",",0,18,","2.2","0","","","","","2.2",",0","","","","","","","","","","","","","","","","","","","","","123.9",",,,0","0",",,,0","23.57","1,0","29.57",",,,0","17.58","1,,,0"
"USC00126830","1982-08","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","356.8","0","90.3",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","5","","3","","6.7",",0,28,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,06,","33.9",",0,04,","17.2","0","","","","","15.0",",0","","","","","","","","","","","","","","","","","","","","","88.3",",,,0","0",",,,0","20.76",",0","27.42",",,,0","14.11",",,,0"
"USC00126830","1982-09","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","405.2","0","48.4",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","6","","4","","2.2",",0,23,","0",",,0,30,+","0",",,0,30,+","7.4",",,0,18,","32.2",",0,15,","78.1","0","","","","","60.9",",0","","","","","","","","","","","","","","","","","","","","","20.1",",,,0","0",",,,0","17.92",",0","24.72",",,,0","11.11",",,,0"
