"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094847","1958-12","42.2313","-83.3308","192.3","DETROIT METRO AIRPORT, MI US","","","","","","","11",",0","1",",0","0",",0","23",",0","1",",0","","","","","18",",0","0",",0","0",",0","9","","","","","","","","76",",,0,16,+","46",",,0,08,","4.6",",,0,08,","6.1",",0,29,","","","","","12.9",",,,0","","","125",",,,0","","","-1.81",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094847","1959-01","42.2313","-83.3308","192.3","DETROIT METRO AIRPORT, MI US","","","0.0","0","0.0",",0","14",",0","9",",0","0",",0","27",",0","6",",0","4",",0","31",",0","18",",0","0",",0","0",",0","13","","","","","","-20.6",",0,05,","178",",,0,28,+","69",",,0,25,","22.9",",,0,21,","5.0",",0,01,","","","777.0",",0","71.0",",,,0","","","341",",,,0","-6.73",",0","-2.05",",,,0","-11.42",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094847","1959-02","42.2313","-83.3308","192.3","DETROIT METRO AIRPORT, MI US","","","0.0","0","0.0",",0","11",",0","5",",0","0",",0","19",",0","1",",0","1",",0","27",",0","10",",0","0",",0","0",",0","9","","","","","","-19.4",",0,02,","76",",,0,07,+","51",",,0,23,","13.5",",,0,09,","5.6",",0,22,+","","","622.2",",0","50.6",",,,0","","","77",",,,0","-3.89",",0","0.10",",,,0","-7.88",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094847","1959-03","42.2313","-83.3308","192.3","DETROIT METRO AIRPORT, MI US","","","0.0","0","0.0",",0","14",",0","8",",0","0",",0","6",",0","3",",0","0",",0","27",",0","4",",0","0",",0","0",",0","12","","","","1","","-12.2",",0,22,","76",",,0,17,","79",",,0,17,","15.0",",,0,06,","20.0",",0,24,","","","535.5",",0","61.2",",,,0","","","173",",,,0","1.06",",0","6.03",",,,0","-3.91",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094847","1959-04","42.2313","-83.3308","192.3","DETROIT METRO AIRPORT, MI US","","","0.0","0","0.0",",0","17",",0","9",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","7",",0","0",",0","9","","","","6","","-2.8",",0,13,","0",",T,0,20,","0",",T,0,20,","30.7",",,0,01,","25.0",",0,17,","","","285.1",",0","112.6",",,,0","","","0",",T,,0","8.83",",0","14.59",",,,0","3.07",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094847","1959-05","42.2313","-83.3308","192.3","DETROIT METRO AIRPORT, MI US","","","38.0","0","38.0",",0","14",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","15","","","","7","","0.6",",0,16,","0",",,0,31,+","0",",,0,31,+","30.7",",,0,20,","29.4",",0,19,+","","","99.1",",0","81.3",",,,0","","","0",",,,0","16.36",",0","22.35",",,,0","10.38",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094847","1959-06","42.2313","-83.3308","192.3","DETROIT METRO AIRPORT, MI US","","","124.2","0","86.2",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","6",",0","7","","","","4","","7.2",",0,14,","0",",,0,30,+","0",",,0,30,+","25.7",",,0,11,","32.8",",0,29,+","","","25.8",",0","53.9",",,,0","","","0",",,,0","20.34",",0","26.67",",,,0","14.02",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094847","1959-07","42.2313","-83.3308","192.3","DETROIT METRO AIRPORT, MI US","","","254.5","0","130.3",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","8","","","","3","","10.6",",0,02,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,29,","32.8",",0,30,","0.0","0","0.0",",0","48.3",",,,0","","","0",",,,0","22.54",",0","28.84",",,,0","16.24",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094847","1959-08","42.2313","-83.3308","192.3","DETROIT METRO AIRPORT, MI US","","","437.6","0","183.1",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","15","","","","8","","10.0",",0,02,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,21,","33.9",",0,22,","0.8","0","0.8",",0","116.1",",,,0","","","0",",,,0","24.21",",0","29.69",",,,0","18.73",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094847","1959-09","42.2313","-83.3308","192.3","DETROIT METRO AIRPORT, MI US","","","515.6","0","78.0",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","3",",0","8","","","","4","","0.6",",0,17,","0",",,0,30,+","0",",,0,30,+","35.6",",,0,28,","33.3",",0,08,","63.1","0","62.3",",0","86.0",",,,0","","","0",",,,0","18.86",",0","24.83",",,,0","12.89",",,,0","","","","","","","","","","","","","","","","","","","","","",""
