"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00261718","1934-06","36.43333","-116.4","668.1","CLAY CITY, NV US","521.3","6","215.4",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","23",",6","","","8.3",",6,05,","","","0.0",",,6,30,+","44.4",",6,30,","4153.5","2,,,6","1113.0","6","2.2",",6","0.0",",,,6","","","25.44",",6","34.83",",,,6","16.05",",,,6","6165",",,,6"
"USC00261718","1934-07","36.43333","-116.4","668.1","CLAY CITY, NV US","937.5","6","416.2",",6","2",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","31",",6","","","15.0",",6,15,","","","4.1",",,6,23,","47.2",",6,27,","","","0.0","6","0.0",",6","7.7",",,,6","","","31.76",",6","41.65",",,,6","21.87",",,,6","7066",",,,6"
"USC00261718","1934-08","36.43333","-116.4","668.1","CLAY CITY, NV US","1332.9","6","395.4",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","31",",6","","","17.8",",6,11,","","","10.7",",,6,21,","44.4",",6,18,","4204.7","2,,,6","0.0","6","0.0",",6","10.7",",,,6","","","31.09",",6","40.44",",,,6","21.74",",,,6","5458",",,,6"
"USC00261718","1934-09","36.43333","-116.4","668.1","CLAY CITY, NV US","1549.6","6","216.7",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","23",",6","","","3.9",",6,26,","","","0.0",",,6,30,+","42.8",",6,04,+","3603.2",",,,6","13.9","6","13.9",",6","0.0",",,,6","","","25.09",",6","35.63",",,,6","14.56",",,,6","4782",",,,6"
"USC00261718","1934-10","36.43333","-116.4","668.1","CLAY CITY, NV US","1600.7","6","51.1",",6","2",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","29",",6","9",",6","","","3.9",",6,18,","","","12.7",",,6,17,","35.6",",6,10,+","2078.5","4,,,6","54.9","6","41.0",",6","21.1",",,,6","","","18.66",",6","28.57",",,,6","8.75",",,,6","4134",",,,6"
"USC00261718","1934-11","36.43333","-116.4","668.1","CLAY CITY, NV US","1600.7","6","0.0","3,6","2",",6","1",",6","0",",6","","","0","3,6","9","3,6","0","3,6","12","3,6","1","3,6","","","-3.9","3,6,28,","","","2.5",",,6,19,","33.9","3,6,04,","1228.6",",,,6","222.9","6","168.0","3,6","3.8",",,,6","","","12.11","3,6","21.80","3,,,6","2.42","3,,,6","3684",",,,6"
"USC00261718","1934-12","36.43333","-116.4","668.1","CLAY CITY, NV US","1600.7","6","0.0",",6","3",",6","2",",6","0",",6","","","0",",6","17",",6","0",",6","1",",6","0",",6","","","-7.2",",6,03,","","","13.7",",,6,12,","21.1",",6,11,","","","538.0","6","315.1",",6","18.8",",,,6","","","8.17",",6","15.98",",,,6","0.36",",,,6","4537",",,,6"
"USC00261718","1935-01","36.43333","-116.4","668.1","CLAY CITY, NV US","0.0","","0.0","1,6","3",",6","2",",6","0",",6","","","0","1,6","19","1,6","0",",6","8",",6","0",",6","1","","-8.9","1,6,19,","","","12.2",",,6,05,","23.3",",6,31,+","","","881.3","","343.3",",6","19.3",",,,6","","","6.81","1,6","14.62",",,,6","-1.00","1,,,6","3942",",,,6"
"USC00261718","1935-02","36.43333","-116.4","668.1","CLAY CITY, NV US","0.0","","0.0",",6","3",",6","1",",6","0",",6","","","0",",6","9",",6","0",",6","10",",6","0",",6","","","-5.6",",6,25,","","","18.3",",,6,05,","26.7",",6,18,","","","1113.0","","231.7",",6","21.6",",,,6","","","10.06",",6","18.01",",,,6","2.10",",,,6","3975",",,,6"
"USC00261718","1935-03","36.43333","-116.4","668.1","CLAY CITY, NV US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","3.3",",,6,02,","","","","","","","","","4.6",",,,6","","","","","","","","","",""
"USC00261718","1935-05","36.43333","-116.4","668.1","CLAY CITY, NV US","","","107.2",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","15",",6","","","5.6",",6,13,","","","2.0",",,6,01,","36.7",",6,23,","3823.9",",,,6","","","3.3",",6","2.0",",,,6","","","21.68",",6","31.27",",,,6","12.10",",,,6","6197",",,,6"
"USC00261718","1935-06","36.43333","-116.4","668.1","CLAY CITY, NV US","","","329.3",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","30",",6","","","15.0",",6,23,","","","0.0",",,6,30,+","43.3",",6,21,+","","","","","0.0",",6","0.0",",,,6","","","29.31",",6","39.98",",,,6","18.64",",,,6","5923",",,,6"
"USC00261718","1935-07","36.43333","-116.4","668.1","CLAY CITY, NV US","","","343.4","3,6","1",",6","1",",6","0",",6","","","0","3,6","0","3,6","0","2,6","29","2,6","29","2,6","","","13.3","3,6,09,","","","2.8",",,6,17,","45.6","2,6,13,","","","0.0","","0.0","2,6","2.8",",,,6","","","30.62","3,6","40.35","2,,,6","20.90","3,,,6","7274",",,,6"
"USC00261718","1935-09","36.43333","-116.4","668.1","CLAY CITY, NV US","","","252.7",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","25",",6","","","11.1",",6,28,","","","1.5",",,6,23,","42.2",",6,05,","3204.2","1,,,6","","","0.0",",6","1.5",",,,6","","","26.76",",6","36.90",",,,6","16.61",",,,6","4153",",,,6"
"USC00261718","1935-10","36.43333","-116.4","668.1","CLAY CITY, NV US","","","43.6",",6","0",",6","0",",6","0",",6","","","0",",6","3",",6","0",",6","27",",6","8",",6","","","-5.0",",6,30,","","","0.0",",,6,31,+","33.9",",6,10,+","2554.8",",,,6","","","69.0",",6","0.0",",,,6","","","17.51",",6","27.36",",,,6","7.67",",,,6","5345",",,,6"
"USC00261718","1936-03","36.43333","-116.4","668.1","CLAY CITY, NV US","","","1.4","3,6","","","","","","","","","0","3,6","5","3,6","0","2,6","23","2,6","0","2,6","","","-3.3","3,6,27,","","","","","29.4","2,6,17,+","","","","","123.8","2,6","","","","","14.02","3,6","24.41","2,,,6","3.63","3,,,6","",""
"USC00261718","1936-05","36.43333","-116.4","668.1","CLAY CITY, NV US","","","181.2",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","22",",6","","","8.3",",6,01,","","","0.0",",,6,31,+","38.9",",6,25,","4135.5","2,,,6","","","3.3",",6","0.0",",,,6","","","24.07",",6","33.48",",,,6","14.66",",,,6","",""
"USC00261718","1936-06","36.43333","-116.4","668.1","CLAY CITY, NV US","","","315.2",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","25",",6","","","8.3",",6,03,","","","0.0",",,6,30,+","46.1",",6,21,","","","","","1.7",",6","0.0",",,,6","","","28.79",",6","38.76",",,,6","18.81",",,,6","",""
"USC00261718","1936-07","36.43333","-116.4","668.1","CLAY CITY, NV US","","","407.5",",6","2",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","30",",6","","","11.1",",6,10,","","","1.0",",,6,15,+","46.1",",6,17,","3691.7","5,,,6","0.0","6","0.0",",6","2.0",",,,6","","","31.48",",6","41.65",",,,6","21.31",",,,6","",""
"USC00261718","1936-08","36.43333","-116.4","668.1","CLAY CITY, NV US","","","398.5",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","31",",6","","","17.8",",6,21,","","","5.6",",,6,08,","43.3",",6,15,","4553.3",",,X,6","0.0","6","0.0",",6","7.1",",,,6","","","31.19",",6","40.48",",,,6","21.89",",,,6","",""
"USC00261718","1936-09","36.43333","-116.4","668.1","CLAY CITY, NV US","","","176.8",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","24",",6","","","6.1",",6,27,","","","0.0",",,6,30,+","41.7",",6,10,+","","","2.2","6","2.2",",6","0.0",",,,6","","","24.15",",6","35.49",",,,6","12.82",",,,6","",""
"USC00261718","1936-10","36.43333","-116.4","668.1","CLAY CITY, NV US","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","0.3",",,6,16,","","","2010.7","1,,,6","","","","","0.3",",,,6","","","","","","","","","",""
"USC00261718","1936-11","36.43333","-116.4","668.1","CLAY CITY, NV US","","","0.0",",6","1",",6","0",",6","0",",6","","","0",",6","10",",6","0",",6","20",",6","0",",6","","","-4.4",",6,29,","","","1.8",",,6,01,","27.2",",6,13,","1494.8",",,,6","","","193.4",",6","1.8",",,,6","","","11.89",",6","21.55",",,,6","2.22",",,,6","",""
"USC00261718","1936-12","36.43333","-116.4","668.1","CLAY CITY, NV US","","","0.0",",6","5",",6","5",",6","0",",6","","","0",",6","20",",6","0",",6","0",",6","0",",6","","","-7.2",",6,11,","","","16.0",",,6,27,","19.4",",6,11,","","","","","355.2",",6","39.7",",,,6","","","6.88",",6","15.06",",,,6","-1.31",",,,6","",""
"USC00261718","1937-01","36.43333","-116.4","668.1","CLAY CITY, NV US","0.0","","0.0",",6","3",",6","3",",6","0",",6","","","0",",6","30",",6","7",",6","0",",6","0",",6","","","-14.4",",6,21,","","","7.9",",,6,12,","13.3",",6,29,","","","","","608.5",",6","15.5",",,,6","","","-1.30",",6","4.03",",,,6","-6.63",",,,6","4743","2,,,6"
"USC00261718","1937-02","36.43333","-116.4","668.1","CLAY CITY, NV US","0.0","","0.0","2,6","1",",6","1",",6","0",",6","","","0","2,6","17","2,6","0","2,6","4","2,6","0","2,6","","","-6.1","2,6,09,","","","4.3",",,6,13,","21.7","2,6,23,","","","","","278.1","2,6","4.3",",,,6","","","7.64","2,6","15.73","2,,,6","-0.45","2,,,6","",""
