"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00488097","1948-09","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","0",",,0,30,+","0",",,0,30,+","24.4",",,0,07,","32.1",",,,0","0",",,,0"
"USC00488097","1948-10","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","6",",0","2",",0","1",",0","0",",0","0",",0","","","","","0",",,0,31,+","0",",T,0,16,+","27.7",",,0,29,","33.4",",,,0","0",",T,,0"
"USC00488097","1948-11","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","3",",0","0",",0","0",",0","0","1,0","0","1,0","","","","","0","1,,0,30,+","0","1,T,0,25,+","1.8",",,0,07,","3.1",",,,0","0","1,T,,0"
"USC00488097","1948-12","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","1",",0","0",",0","0",",0","0","1,0","0","3,0","1","","","","0","1,,0,31,+","0","3,T,0,30,+","0.3",",,0,20,","0.3",",,,0","0","3,T,,0"
"USC00488097","1949-01","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","3","3,0","0","3,0","0","3,0","","","","","","","","","","","","","1.5","3,,0,10,","14.9",",a,,0","",""
"USC00488097","1949-02","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","0",",0","0",",0","0",",0","","","0",",0","","","","","","","0",",T,0,23,+","0.0",",T,0,23,+","0.0",",T,,0","0",",T,,0"
"USC00488097","1949-03","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","4",",0","1",",0","0",",0","0","1,0","0","1,0","5","","","","0","1,,0,31,+","0","1,T,0,30,+","6.6",",,0,08,","8.2",",,,0","0","1,T,,0"
"USC00488097","1949-04","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","0",",,0,30,+","0",",T,0,30,+","7.6",",,0,30,","19.3",",,,0","0",",T,,0"
"USC00488097","1949-05","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","9",",0","8",",0","0",",0","0",",0","0","1,0","","","1","","0",",,0,31,+","0","1,T,0,20,+","19.1",",,0,05,","99.4",",,,0","0","1,T,,0"
"USC00488097","1949-06","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","6",",0","4",",0","0",",0","0",",0","0",",0","1","","4","","0",",,0,30,+","0",",,0,30,+","11.7",",,0,06,","38.3",",,,0","0",",,,0"
"USC00488097","1949-07","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","5",",0","3",",0","0",",0","0",",0","0",",0","","","1","","0",",,0,31,+","0",",,0,31,+","20.1",",,0,14,","34.8",",,,0","0",",,,0"
"USC00488097","1949-08","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","1",",0","0",",0","0",",0","0",",0","0",",0","","","1","","0",",,0,31,+","0",",,0,31,+","0.8",",,0,10,","0.8",",,,0","0",",,,0"
"USC00488097","1949-09","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","5",",0","4",",0","0",",0","0",",0","0",",0","2","","1","","0",",,0,30,+","0",",,0,30,+","6.4",",,0,06,","18.1",",,,0","0",",,,0"
"USC00488097","1949-10","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","5",",0","4",",0","0",",0","0","4,0","1","1,0","","","","","0","4,,0,31,+","175","1,,0,19,","17.5",",,0,19,","39.5",",,,0","193","1,,,0"
"USC00488097","1949-11","42.88333","-105.03333",,"SHAWNEE 10 N, WY US","1","2,0","0","2,0","0","2,0","0","3,0","0","2,0","","","","","0","3,,0,30,+","5","2,,0,11,","1.0","2,,0,15,","1.0","2,,,0","5","2,,,0"
