"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00346282","2009-02","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","","","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","17",",0","1",",0","5",",0","0",",0","-11.1",",0,04,","0",",,0,28,+","0",",,0,28,+","20.6",",,0,10,","22.8",",0,10,+","","","  10.0",",,,0,3,2","334.9",",0","  13.9",",,,0,3,2","   0.6",",,,0,3,2","   5.0",",,,0,3,2","   4.6",",,,0,3,2","  10.0",",,,0,3,2","32.8",",,,0","0",",,,0","6.37",",0","13.43",",,,0","-0.69",",,,0"
"USC00346282","2009-03","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","","","6.4",",0","","","","","","","0",",0","0",",0","0",",0","12",",0","0",",0","11",",0","0",",0","-10.6",",0,01,","0",",,0,31,+","0",",,0,31,+","","","29.4",",0,05,","","","  14.4",",,,0,3,2","268.9",",0","  18.9",",,,0,3,2","   1.7",",,,0,3,2","   3.3",",,,0,3,2","   7.8",",,,0,3,2","  13.1",",,,0,3,2","85.5",",a,,0","0",",,,0","9.86",",0","16.68",",,,0","3.05",",,,0"
"USC00346282","2009-04","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","","","18.3",",0","12",",0","9",",0","5",",0","0",",0","0",",0","0",",0","3",",0","0",",0","14",",0","0",",0","-6.1",",0,07,","0",",,0,30,+","0",",,0,30,+","51.3",",,0,30,","31.1",",0,22,","","","  19.4",",,,0,3,2","157.7",",0","  25.0",",,,0,3,2","   3.9",",,,0,3,2","   9.4",",,,0,3,2","  10.7",",,,0,3,2","  15.9",",,,0,3,2","206.6",",,,0","0",",,,0","13.69",",0","20.19",",,,0","7.18",",,,0"
"USC00346282","2009-05","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","","","54.1",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1",",0","7.2",",0,17,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,02,","32.8",",0,30,","","","  22.8",",,,0,3,2","53.8",",0","  30.6",",,,0,3,2","  12.2",",,,0,3,2","  15.0",",,,0,3,2","  17.0",",,,0,3,2","  23.1",",,,0,3,2","56.3",",,,0","0",",,,0","18.34",",0","23.79",",,,0","12.89",",,,0"
"USC00346282","2009-06","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","","","211.6",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","11.7",",0,04,","0",",,0,30,+","0",",,0,30,+","24.6",",,0,12,","36.7",",0,25,","","","  28.9",",,,0,3,2","0.0",",0","  36.1",",,,0,3,2","  17.8",",,,0,3,2","  23.3",",,,0,3,2","  23.6",",,,0,3,2","  30.0",",,,0,3,2","116.6",",,,0","0",",,,0","25.39",",0","31.11",",,,0","19.66",",,,0"
"USC00346282","2009-07","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","","","201.5",",0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","15.0",",0,22,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,04,","36.7",",0,14,+","0.0","0","  28.9",",,,0,3,2","0.0",",0","  35.6",",,,0,3,2","  20.6",",,,0,3,2","  26.1",",,,0,3,2","  24.0",",,,0,3,2","  30.2",",,,0,3,2","139.8",",,,0","0",",,,0","24.83",",0","30.59",",,,0","19.08",",,,0"
"USC00346282","2009-08","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","","","180.9",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","10.6",",0,31,","0",",,0,31,+","0",",,0,31,+","47.5",",,0,17,","36.1",",0,04,","2.2","0","  27.2",",,,0,3,2","2.2",",0","  34.4",",,,0,3,2","  19.4",",,,0,3,2","  25.0",",,,0,3,2","  23.5",",,,0,3,2","  30.2",",,,0,3,2","110.6",",,,0","0",",,,0","24.10",",0","29.92",",,,0","18.28",",,,0"
"USC00346282","2009-09","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","","","78.9",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","6.1",",0,23,","0",",,0,30,+","0",",,0,30,+","6.9",",,0,08,","35.0",",0,27,","19.9","0","  23.9",",,,0,3,2","17.7",",0","  30.0",",,,0,3,2","  16.7",",,,0,3,2","  21.7",",,,0,3,2","  20.7",",,,0,3,2","  26.1",",,,0,3,2","23.0",",,,0","0",",,,0","20.37",",0","26.12",",,,0","14.63",",,,0"
"USC00346282","2009-10","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","","","1.9",",0","17",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","1.1",",0,18,+","0",",,0,31,+","0",",,0,31,+","65.8",",,0,08,","26.1",",0,20,","236.5","0","  20.0",",,,0,3,2","216.6",",0","  24.4",",,,0,3,2","   6.7",",,,0,3,2","  11.1",",,,0,3,2","  11.6",",,,0,3,2","  15.5",",,,0,3,2","132.4",",,,0","0",",,,0","11.41",",0","16.74",",,,0","6.07",",,,0"
"USC00346282","2009-11","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","","","3.9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","10",",0","0",",0","-3.9",",0,26,","0",",,0,30,+","0",",,0,30,+","13.5",",,0,15,","26.7",",0,07,","454.6","0","  14.4",",,,0,3,2","218.1",",0","  18.9",",,,0,3,2","   3.9",",,,0,3,2","   7.8",",,,0,3,2","   9.0",",,,0,3,2","  13.3",",,,0,3,2","23.8",",,,0","0",",,,0","11.19",",0","17.42",",,,0","4.96",",,,0"
