"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00115888","1891-07","38.4105","-87.7577","131.1","MOUNT CARMEL, IL US","","","","","6",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","19.8",",,6,24,","","","","","","","39.8",",,,6","0",",,,6","","","","","","","254",",,,6"
"USC00115888","1891-08","38.4105","-87.7577","131.1","MOUNT CARMEL, IL US","","","","","10",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","22.6",",,6,17,","","","","","","","53.6",",,,6","0",",,,6","","","","","","","212",",,,6"
"USC00115888","1891-09","38.4105","-87.7577","131.1","MOUNT CARMEL, IL US","","","","","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","14.5",",,6,29,","","","","","","","31.0",",,,6","0",",,,6","","","","","","","",""
"USC00115888","1891-10","38.4105","-87.7577","131.1","MOUNT CARMEL, IL US","","","","","3",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","7.6",",,6,18,","","","","","","","12.1",",,,6","0",",,,6","","","","","","","330",",,,6"
"USC00115888","1891-11","38.4105","-87.7577","131.1","MOUNT CARMEL, IL US","","","","","13",",6","7",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","35.6",",,6,23,","","","","","","","139.2",",,,6","0",",,,6","","","","","","","381",",,,6"
"USC00115888","1891-12","38.4105","-87.7577","131.1","MOUNT CARMEL, IL US","","","","","9",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","23.6",",,6,24,","","","","","","","82.6",",,,6","0",",,,6","","","","","","","300",",,,6"
"USC00115888","1892-01","38.4105","-87.7577","131.1","MOUNT CARMEL, IL US","","","","","9",",6","8",",6","0",",6","23",",","","","","","","","","","","","","","1","","","","","","279",",,6,21,+","","","15.2",",,6,06,","","","","","","","61.1",",,,6","","","","","","","","","335",",,,6"
"USC00115888","1892-02","38.4105","-87.7577","131.1","MOUNT CARMEL, IL US","","","","","12",",6","9",",6","1",",6","0",",","","","","","","","","","","","","","1","","","","","","0",",T,6,12,","","","30.5",",,6,02,","","","","","","","116.3",",,,6","","","","","","","","","291",",,,6"
"USC00115888","1892-03","38.4105","-87.7577","131.1","MOUNT CARMEL, IL US","","","","","12",",6","7",",6","0",",6","0",",","","","","","","","","","","","","","","","","","","","0",",,6,31,+","","","15.2",",,6,21,","","","","","","","61.2",",,,6","","","","","","","","","360",",,,6"
"USC00115888","1892-04","38.4105","-87.7577","131.1","MOUNT CARMEL, IL US","","","","","15",",6","10",",6","2",",6","0",",","","","","","","","","","","","","","","","","","","","0",",,6,30,+","","","39.4",",,6,18,","","","","","","","137.1",",,,6","","","","","","","","","297",",,,6"
