"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00021193","1977-08","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","112.4",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","16","","9.4",",0,28,+","0",",,0,31,+","0",",,0,31,+","26.7",",,0,16,","36.1",",0,01,","0.8",",0","89.7",",,,0","0",",,,0","21.93",",0","30.78",",,,0","13.09",",,,0"
"USC00021193","1977-09","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","28.7","3,0","12",",0","7",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","27","3,0","1","3,0","10","","3.9","3,0,21,","0",",,0,30,+","0",",,0,30,+","58.7",",,0,28,","32.2","3,0,09,","45.0","3,0","123.3",",,,0","0",",,,0","17.73","3,0","26.07","3,,,0","9.39","3,,,0"
"USC00021193","1977-10","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","0.6",",0,21,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,07,","26.7",",0,03,","154.1",",0","41.4",",,,0","0",",,,0","13.36",",0","21.43",",,,0","5.29",",,,0"
"USC00021193","1977-11","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","0.0","1,0","3",",0","3",",0","0",",0","0",",0","1",",0","0","1,0","15","1,0","0",",0","2",",0","0",",0","1","","-3.9","1,0,22,","0",",,0,30,+","38",",,0,07,","11.2",",,0,07,","21.1",",0,27,+","301.7",",0","22.9",",,,0","38",",,,0","7.74","1,0","15.63",",,,0","-0.16","1,,,0"
"USC00021193","1977-12","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","0",",0","0",",0","1","","-5.0",",0,17,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,30,","17.8",",0,06,","409.7",",0","44.4",",,,0","0",",,,0","5.12",",0","12.01",",,,0","-1.78",",,,0"
"USC00021193","1978-01","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","","","","","","","","","6",",0","","","","","","","","","","","","","","","","","152",",,0,11,","","","","","","","","","","","","","","","","","",""
"USC00021193","1978-02","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","0.0","1,0","10",",0","8",",0","2",",0","12",",0","5",",0","0","1,0","24","1,0","0","1,0","0","1,0","0","1,0","1","","-9.4","1,0,17,","381",",,0,15,","229",",,0,11,","62.5",",,0,11,","17.2","1,0,25,","410.9","1,0","163.6",",,,0","560",",,,0","3.11","1,0","8.97","1,,,0","-2.74","1,,,0"
"USC00021193","1978-03","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","0.0",",0","12",",0","10",",0","4",",0","2",",0","1",",0","0",",0","10",",0","0",",0","7",",0","0",",0","1","","-5.0",",0,15,","76",",,0,12,","64",",,0,12,","79.5",",,0,02,","22.8",",0,27,","327.7",",0","309.8",",,,0","64",",,,0","7.76",",0","14.38",",,,0","1.15",",,,0"
"USC00021193","1978-04","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","","","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","1","","","","0",",,0,30,+","0",",,0,30,+","16.0",",,0,02,","","","","","22.3",",,,0","0",",,,0","","","","","",""
"USC00021193","1978-05","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","","","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","2","","","","0",",,0,31,+","0",",,0,31,+","15.5",",,0,02,","","","","","30.8",",,,0","0",",,,0","","","","","",""
"USC00021193","1978-09","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","","","5",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","1","","","","0",",,0,30,+","0",",,0,30,+","16.3",",,0,23,","","","","","28.0",",,,0","0",",,,0","","","","","",""
