"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00205667","1910-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","",""
"USC00205667","1911-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","23.4",",,6,14,","","","56.4",",,,6","","","",""
"USC00205667","1911-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","9",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","18.8",",,6,22,","","","38.3",",,,6","","","",""
"USC00205667","1911-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","12",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","36.1",",,6,30,","","","99.1",",,,6","","","",""
"USC00205667","1912-02","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","29",",","","","","","","","","","","","203",",,6,29,+","","","","","","","","","","","",""
"USC00205667","1912-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","7.6",",,6,21,+","","","23.1",",,,6","","","",""
"USC00205667","1912-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","11",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","15.7",",,6,12,","","","67.7",",,,6","","","",""
"USC00205667","1913-03","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","13",",6","7",",6","0",",6","","","","","","","","","","","1","","","","","","20.3",",,6,24,","","","63.0",",,,6","","","",""
"USC00205667","1913-04","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"USC00205667","1913-05","43.58333","-84.81667","235.0","MOUNT PLEASANT, MI US","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","18.8",",,6,15,","","","49.2",",,,6","","","",""
