"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"RSM00034063","1959-07","52.283","45.4","199.0","PETROVSK, RS","9","1,I","5","1,I","0","1,I","","","","","","","12.5","1,,I,08,","","","33.6","1,,,I","",""
"RSM00034063","1959-08","52.283","45.4","199.0","PETROVSK, RS","10",",I","5",",I","0",",I","","","","","","","5.8",",,I,26,","","","26.3",",,,I","",""
"RSM00034063","1959-09","52.283","45.4","199.0","PETROVSK, RS","18",",I","10",",I","0",",I","","","","","","","12.1",",,I,29,","","","67.1",",,,I","",""
"RSM00034063","1959-10","52.283","45.4","199.0","PETROVSK, RS","13",",I","3",",I","0",",I","","","","","","","8.7",",,I,01,","","","23.1",",,,I","",""
"RSM00034063","1960-01","52.283","45.4","199.0","PETROVSK, RS","13","4,I","7","4,I","0","4,I","","","","","","","6.9","4,,I,14,","","","40.9","4,,,I","",""
"RSM00034063","1960-02","52.283","45.4","199.0","PETROVSK, RS","16",",I","2",",I","0",",I","","","","","","","6.0",",,I,18,","","","24.9",",,,I","",""
"RSM00034063","1960-03","52.283","45.4","199.0","PETROVSK, RS","9",",I","1",",I","0",",I","","","","","","","22.9",",,I,31,","","","30.7",",,,I","",""
"RSM00034063","1960-04","52.283","45.4","199.0","PETROVSK, RS","9",",I","6",",I","0",",I","","","","","","","21.9",",,I,28,","","","51.3",",,,I","",""
"RSM00034063","1960-05","52.283","45.4","199.0","PETROVSK, RS","5",",I","2",",I","0",",I","","","","","","","5.7",",,I,21,","","","11.3",",,,I","",""
"RSM00034063","1960-06","52.283","45.4","199.0","PETROVSK, RS","10",",I","2",",I","0",",I","","","","","","","4.7",",,I,27,","","","16.7",",,,I","",""
"RSM00034063","1960-07","52.283","45.4","199.0","PETROVSK, RS","10",",I","2",",I","0",",I","","","","","","","9.6",",,I,25,","","","27.7",",,,I","",""
"RSM00034063","1960-08","52.283","45.4","199.0","PETROVSK, RS","14",",I","8",",I","0",",I","","","","","","","11.5",",,I,07,","","","52.0",",,,I","",""
"RSM00034063","1960-09","52.283","45.4","199.0","PETROVSK, RS","11",",I","4",",I","0",",I","","","","","","","9.2",",,I,21,","","","35.3",",,,I","",""
"RSM00034063","1960-10","52.283","45.4","199.0","PETROVSK, RS","14","1,I","10","1,I","0","1,I","","","","","","","12.0","1,,I,19,","","","63.0","1,,,I","",""
"RSM00034063","1960-11","52.283","45.4","199.0","PETROVSK, RS","5",",I","2",",I","0",",I","","","","","","","10.5",",,I,16,","","","20.1",",,,I","",""
"RSM00034063","1960-12","52.283","45.4","199.0","PETROVSK, RS","14","1,I","2","1,I","0","1,I","","","","","","","5.3","1,,I,01,","","","18.3","1,,,I","",""
"RSM00034063","1961-01","52.283","45.4","199.0","PETROVSK, RS","14",",I","0",",I","0",",I","","","","","","","1.4",",,I,23,","","","10.4",",,,I","",""
"RSM00034063","1961-02","52.283","45.4","199.0","PETROVSK, RS","11",",I","3",",I","0",",I","","","","","","","8.2",",,I,12,","","","23.2",",,,I","",""
"RSM00034063","1961-03","52.283","45.4","199.0","PETROVSK, RS","17",",I","5",",I","0",",I","","","","","","","9.4",",,I,23,","","","40.7",",,,I","",""
"RSM00034063","1961-04","52.283","45.4","199.0","PETROVSK, RS","9",",I","3",",I","0",",I","","","","","","","4.0",",,I,10,","","","19.7",",,,I","",""
"RSM00034063","1961-05","52.283","45.4","199.0","PETROVSK, RS","13",",I","6",",I","0",",I","","","","","","","6.3",",,I,04,","","","31.9",",,,I","",""
"RSM00034063","1961-06","52.283","45.4","199.0","PETROVSK, RS","5",",I","1",",I","0",",I","","","","","","","11.9",",,I,16,","","","17.2",",,,I","",""
"RSM00034063","1961-07","52.283","45.4","199.0","PETROVSK, RS","12",",I","5",",I","0",",I","","","","","","","11.6",",,I,13,","","","39.6",",,,I","",""
"RSM00034063","1961-08","52.283","45.4","199.0","PETROVSK, RS","13",",I","7",",I","0",",I","","","","","","","25.0",",,I,15,","","","73.8",",,,I","",""
"RSM00034063","1961-09","52.283","45.4","199.0","PETROVSK, RS","11",",I","6",",I","0",",I","","","","","","","14.0",",,I,08,","","","50.4",",,,I","",""
"RSM00034063","1961-10","52.283","45.4","199.0","PETROVSK, RS","4",",I","2",",I","0",",I","","","","","","","5.6",",,I,18,","","","12.4",",,,I","",""
"RSM00034063","1961-11","52.283","45.4","199.0","PETROVSK, RS","11",",I","3",",I","0",",I","","","","","","","7.2",",,I,10,","","","26.0",",,,I","",""
"RSM00034063","1961-12","52.283","45.4","199.0","PETROVSK, RS","19",",I","3",",I","0",",I","","","","","","","4.0",",,I,12,","","","26.4",",,,I","",""
"RSM00034063","1962-01","52.283","45.4","199.0","PETROVSK, RS","17",",I","4",",I","0",",I","","","","","","","17.3",",,I,03,","","","49.2",",,,I","",""
"RSM00034063","1962-02","52.283","45.4","199.0","PETROVSK, RS","13","1,I","4","1,I","0","1,I","","","","","","","4.1","1,,I,22,","","","22.7","1,,,I","",""
"RSM00034063","1962-03","52.283","45.4","199.0","PETROVSK, RS","18",",I","6",",I","0",",I","","","","","","","11.2",",,I,06,","","","34.4",",,,I","",""
"RSM00034063","1962-04","52.283","45.4","199.0","PETROVSK, RS","2",",I","1",",I","0",",I","","","","","","","9.7",",,I,03,","","","10.9",",,,I","",""
"RSM00034063","1962-05","52.283","45.4","199.0","PETROVSK, RS","14",",I","8",",I","1",",I","","","","","","","31.1",",,I,10,","","","77.8",",,,I","",""
"RSM00034063","1962-06","52.283","45.4","199.0","PETROVSK, RS","11",",I","7",",I","0",",I","","","","","","","11.1",",,I,25,","","","51.1",",,,I","",""
"RSM00034063","1962-07","52.283","45.4","199.0","PETROVSK, RS","11",",I","5",",I","0",",I","","","","","","","12.1",",,I,25,","","","38.3",",,,I","",""
"RSM00034063","1962-08","52.283","45.4","199.0","PETROVSK, RS","9",",I","7",",I","0",",I","","","","","","","9.7",",,I,21,","","","47.6",",,,I","",""
"RSM00034063","1962-09","52.283","45.4","199.0","PETROVSK, RS","3",",I","1",",I","0",",I","","","","","","","2.6",",,I,02,","","","5.2",",,,I","",""
"RSM00034063","1962-10","52.283","45.4","199.0","PETROVSK, RS","12",",I","5",",I","0",",I","","","","","","","8.0",",,I,21,","","","36.3",",,,I","",""
"RSM00034063","1962-11","52.283","45.4","199.0","PETROVSK, RS","9","1,I","2","1,I","0","1,I","","","","","","","3.9","1,,I,19,","","","10.7","1,,,I","",""
"RSM00034063","1962-12","52.283","45.4","199.0","PETROVSK, RS","13",",I","6",",I","0",",I","","","","","","","7.5",",,I,16,","","","34.2",",,,I","",""
"RSM00034063","1963-01","52.283","45.4","199.0","PETROVSK, RS","14","1,I","5","1,I","0","1,I","","","","","","","7.2","1,,I,09,","","","29.9","1,,,I","",""
"RSM00034063","1963-02","52.283","45.4","199.0","PETROVSK, RS","7",",I","1",",I","0",",I","","","","","","","4.7",",,I,19,","","","13.8",",,,I","",""
"RSM00034063","1963-03","52.283","45.4","199.0","PETROVSK, RS","12","1,I","1","1,I","0","1,I","","","","","","","3.4","1,,I,15,","","","18.9","1,,,I","",""
"RSM00034063","1963-04","52.283","45.4","199.0","PETROVSK, RS","4",",I","1",",I","0",",I","","","","","","","9.6",",,I,03,","","","11.7",",,,I","",""
