"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MYM00048650","2005-01","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","10",",S","5",",S","1",",S","","","","","0","4,S","27","4,S","22","4,S","","","26.4",",,S,05,","35.6","4,S,30,","46.3",",,,S","33.34","4,,,S","",""
"MYM00048650","2005-02","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","10",",S","7",",S","4",",S","","","","","","","","","","","","","76.2",",,S,18,","","","226.8",",,,S","","","",""
"MYM00048650","2005-03","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","17",",S","14",",S","4",",S","0","4,S","0","4,S","","","","","","","22.3","4,S,14,","39.9",",,S,28,","","","230.2",",,,S","","","24.46","4,,,S"
"MYM00048650","2005-04","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","14","2,S","10","2,S","3","2,S","","","","","","","","","","","","","60.7","2,,S,25,","","","225.3","2,,,S","","","",""
"MYM00048650","2005-05","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","11",",S","10",",S","1",",S","","","","","","","","","","","","","30.5",",,S,28,","","","140.6",",,,S","","","",""
"MYM00048650","2005-06","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","12",",S","8",",S","0",",S","","","","","","","","","","","","","23.9",",,S,29,","","","98.6",",,,S","","","",""
"MYM00048650","2005-07","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","13","2,S","8","2,S","3","2,S","","","","","","","","","","","","","46.7","2,,S,26,","","","180.7","2,,,S","","","",""
"MYM00048650","2005-08","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","10","1,S","5","1,S","1","1,S","","","","","","","","","","","","","51.6","1,,S,15,","","","117.2","1,,,S","","","",""
"MYM00048650","2005-09","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","13",",S","9",",S","2",",S","","","","","","","","","","","","","98.8",",,S,20,","","","219.5",",,,S","","","",""
"MYM00048650","2005-10","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","20",",S","14",",S","4",",S","","","","","","","","","","","","","111.5",",,S,27,","","","314.7",",,,S","","","",""
