"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00425488","1899-03","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","13",",6","12",",6","0",",6","10",",6","","","","","","","","","","","","","","","254",",,6,29,","23.6",",,6,25,","","","","","108.8",",,,6","786",",,,6","","","","","",""
"USC00425488","1899-04","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","3",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","","","127",",,6,28,","17.5",",,6,28,","","","","","30.2",",,,6","177",",,,6","","","","","",""
"USC00425488","1899-05","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","","","","","","","3",",6","","","","","","","","","","","","","","","140",",,6,01,","","","","","","","","","254",",,,6","","","","","",""
"USC00425488","1899-06","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","7",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","5",",,6,02,","0.8",",,6,03,","","","","","3.2",",,,6","8",",,,6","","","","","",""
"USC00425488","1899-08","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","","","","","","","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","","","","","","","","","0",",,,6","","","","","",""
"USC00425488","1899-09","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","0.0",",T,6,14,","","","","","0.0",",T,,6","","","","","","","",""
"USC00425488","1899-10","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","6",",6","6",",6","0",",6","5",",6","","","","","","","","","","","","","","","152",",,6,11,","17.8",",,6,10,","","","","","50.9",",,,6","482",",,,6","","","","","",""
"USC00425488","1899-11","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","4",",6","4",",6","0",",6","3",",6","","","","","","","","","","","","","","","89",",,6,16,","10.2",",,6,09,","","","","","29.3",",,,6","191",",,,6","","","","","",""
"USC00425488","1899-12","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","6",",6","6",",6","0",",6","6",",6","","","","","","","","","","","","","","","102",",,6,16,+","10.2",",,6,16,+","","","","","35.6",",,,6","356",",,,6","","","","","",""
"USC00425488","1900-01","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","3",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","","","76",",,6,15,+","12.7",",,6,08,","","","","","25.4",",,,6","177",",,,6","","","","","",""
"USC00425488","1900-02","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","0.0",",6","1",",6","1",",6","0",",6","1",",6","0",",6","28",",6","6",",6","0",",6","0",",6","1","","-15.6",",6,17,+","356",",,6,14,","24.1",",,6,14,","8.9",",6,08,","592.5",",6","24.1",",,,6","356",",,,6","-2.83",",6","3.29",",,,6","-8.95",",,,6"
"USC00425488","1900-03","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","0.0",",6","2",",6","2",",6","1",",6","2",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","-5.6",",6,26,+","254",",,6,05,","25.4",",,6,05,","16.7",",6,12,","475.7",",6","30.5",",,,6","305",",,,6","2.99",",6","9.14",",,,6","-3.17",",,,6"
"USC00425488","1900-04","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","6",",6","6",",6","0",",6","6",",6","","","","","","","","","","","","","","","127",",,6,05,","12.7",",,6,05,","","","","","42.0",",,,6","407",",,,6","","","","","",""
"USC00425488","1900-05","40.35","-112.3","2743.2","MARYSVALE CRYSTAL MINE, UT US","","","3",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","20",",,6,01,","20.3",",,6,01,","","","","","34.2",",,,6","33",",,,6","","","","","",""
