"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00148757","1939-07","39.716667","-95.783333","331.9","WETMORE, KS US","2",",6","2",",6","1",",6","0",",6","","","0",",,6,31,+","27.9",",,6,01,","31.5",",,,6","0",",,,6"
"USC00148757","1939-08","39.716667","-95.783333","331.9","WETMORE, KS US","6",",6","6",",6","2",",6","0",",6","","","0",",,6,31,+","35.6",",,6,01,","87.1",",,,6","0",",,,6"
"USC00148757","1939-09","39.716667","-95.783333","331.9","WETMORE, KS US","1",",6","1",",6","0",",6","0",",6","","","0",",,6,30,+","21.1",",,6,29,","21.1",",,,6","0",",,,6"
"USC00148757","1939-10","39.716667","-95.783333","331.9","WETMORE, KS US","3",",6","2",",6","0",",6","0",",6","","","0",",,6,31,+","9.4",",,6,09,","15.2",",,,6","0",",,,6"
"USC00148757","1939-11","39.716667","-95.783333","331.9","WETMORE, KS US","4",",6","3",",6","0",",6","0",",6","4","","0",",,6,30,+","17.8",",,6,10,","29.0",",,,6","0",",,,6"
"USC00148757","1939-12","39.716667","-95.783333","331.9","WETMORE, KS US","4",",6","3",",6","0",",6","2",",6","","","76",",,6,26,","12.7",",,6,23,","24.7",",,,6","127",",,,6"
"USC00148757","1940-01","39.716667","-95.783333","331.9","WETMORE, KS US","4",",6","4",",6","0",",6","4",",6","","","76",",,6,17,+","6.9",",,6,17,+","26.0",",,,6","304",",,,6"
"USC00148757","1940-02","39.716667","-95.783333","331.9","WETMORE, KS US","3",",6","3",",6","0",",6","1",",6","","","76",",,6,03,","6.9",",,6,03,","16.9",",,,6","89",",,,6"
"USC00148757","1940-03","39.716667","-95.783333","331.9","WETMORE, KS US","8",",6","2",",6","0",",6","0",",6","","","13",",,6,07,+","12.4",",,6,02,+","30.7",",,,6","46",",,,6"
"USC00148757","1940-04","39.716667","-95.783333","331.9","WETMORE, KS US","7",",6","5",",6","0",",6","0",",6","","","0",",T,6,10,","22.9",",,6,28,","60.8",",,,6","0",",T,,6"
