"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00024243","1947-07","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","160.4","0","94.6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","","","","","7.2",",0,29,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,27,","36.7",",0,18,","","","2.0","0","2.0",",0","","","","","13.5",",,,0","0",",,,0","21.32",",0","30.36",",,,0","12.28",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1947-08","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","214.9","0","54.5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","","","3.3",",0,19,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,29,+","36.1",",0,02,","","","17.8","0","15.8",",0","","","","","3.3",",,,0","0",",,,0","19.58",",0","29.77",",,,0","9.39",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1947-09","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","241.0","0","26.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","4",",0","","","","","","","1.1",",0,18,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,28,","32.8",",0,22,+","","","81.9","0","64.1",",0","","","","","21.9",",,,0","0",",,,0","17.07",",0","26.46",",,,0","7.67",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1947-10","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","243.8","0","2.8",",0","17",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","4",",0","0",",0","","","","","","","-0.6",",0,24,","0",",,0,31,+","0",",,0,31,+","16.0",",,0,19,","28.9",",0,03,","","","321.8","0","239.9",",0","","","","","46.5",",,,0","0",",,,0","10.69",",0","16.82",",,,0","4.55",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1947-11","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","243.8","0","0.0",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","","","","","","","-5.0",",0,23,","0",",,0,30,+","20",",,0,14,","7.4",",,0,14,","16.1",",0,10,+","","","731.8","0","410.0",",0","","","","","18.6",",,,0","28",",,,0","4.67",",0","10.58",",,,0","-1.25",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1947-12","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","243.8","0","0.0",",0","8",",0","0",",0","0",",0","0",",0","1",",0","0",",0","27",",0","1",",0","0",",0","0",",0","","","","","","","-7.8",",0,06,","0",",T,0,12,+","25",",,0,07,","1.5",",,0,21,","11.7",",0,01,","","","1262.6","0","530.8",",0","","","","","5.7",",,,0","25",",,,0","1.21",",0","4.95",",,,0","-2.53",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-01","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.0","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","1",",0","0",",0","31",",0","5",",0","0",",0","0",",0","10","","","","","","-11.7",",0,28,","0",",,0,31,+","53",",,0,31,","24.4",",,0,06,","15.6",",0,23,","","","1844.5","0","581.9",",0","","","","","38.7",",,,0","58",",,,0","-0.44",",0","4.79",",,,0","-5.66",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-02","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.0","0","0.0",",0","9",",0","2",",0","0",",0","9",",0","2",",0","0",",0","25",",0","5",",0","0",",0","0",",0","7","","","","","","-17.2",",0,06,","76",",,0,21,+","117",",,0,20,","8.9",",,0,20,","17.8",",0,17,","","","2389.9","0","545.4",",0","","","","","22.1",",,,0","176",",,,0","-0.47",",0","5.25",",,,0","-6.19",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-03","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","1",",0","0",",0","","","","","","","-6.7",",0,23,+","0",",,0,31,+","0",",T,0,09,+","3.8",",,0,24,","22.2",",0,28,","","","2812.5","0","422.6",",0","","","","","7.4",",,,0","0",",T,,0","4.70",",0","11.68",",,,0","-2.28",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-04","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.0","0","0.0",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","5",",0","0",",0","","","","","1","","-4.4",",0,26,+","0",",,0,30,+","0",",T,0,04,+","4.3",",,0,04,","25.6",",0,20,+","","","3105.5","0","293.0",",0","","","","","11.8",",,,0","0",",T,,0","8.57",",0","16.14",",,,0","0.99",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-05","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","12.2","0","12.2",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","14",",0","1",",0","2","","","","4","","-3.3",",0,02,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,19,","32.8",",0,26,","","","3252.2","0","146.7",",0","","","","","70.3",",,,0","0",",,,0","14.00",",0","21.16",",,,0","6.83",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-06","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","107.2","0","95.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","","","","","7","","6.7",",0,17,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,11,","39.4",",0,29,","","","3262.4","0","10.2",",0","","","","","53.5",",,,0","0",",,,0","21.16",",0","29.65",",,,0","12.67",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-07","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","176.9","0","69.7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","3","","4.4",",0,24,+","0",",,0,31,+","0",",,0,31,+","1.3",",,0,18,","36.7",",0,31,+","","","18.7","0","18.7",",0","","","","","1.9",",,,0","0",",,,0","19.98",",0","29.83",",,,0","10.12",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-08","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","233.6","0","56.7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","5","","5.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","6.9",",,0,15,","35.0",",0,03,","","","31.5","0","12.8",",0","","","","","11.2",",,,0","0",",,,0","19.75",",0","29.08",",,,0","10.41",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-09","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","248.9","0","15.3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","6",",0","1","","","","","","-1.1",",0,29,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,26,","35.6",",0,11,","","","138.8","0","107.3",",0","","","","","16.3",",,,0","0",",,,0","15.27",",0","25.22",",,,0","5.31",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-10","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","248.9","0","0.0",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","12",",0","0",",0","3","","","","","","-6.7",",0,28,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,04,","24.4",",0,13,+","","","408.4","0","269.6",",0","","","","","6.8",",,,0","0",",,,0","9.64",",0","18.85",",,,0","0.42",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-11","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","248.9","0","0.0",",0","8",",0","5",",0","0",",0","4",",0","1",",0","0",",0","26",",0","0",",0","0",",0","0",",0","7","","","","","","-7.8",",0,08,","51",",,0,19,+","56",",,0,18,","8.9",",,0,18,","14.4",",0,24,+","","","855.6","0","447.2",",0","","","","","28.7",",,,0","76",",,,0","3.43",",0","9.76",",,,0","-2.91",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1948-12","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","248.9","0","0.0",",0","10",",0","5",",0","0",",0","27",",0","6",",0","2",",0","30",",0","11",",0","0",",0","0",",0","13","","","","","","-18.9",",0,27,+","254",",,0,09,","122",",,0,08,","11.2",",,0,07,","10.6",",0,01,","","","1562.4","0","706.8",",0","","","","","34.1",",,,0","382",",,,0","-4.47",",0","1.72",",,,0","-10.66",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-01","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","31",",0","1",",0","16",",0","31",",0","20",",0","0",",0","0",",0","2","","","","","","-23.9",",0,25,+","102",",,0,31,+","30",",,0,26,","2.3",",,0,26,","6.7",",0,15,","","","2429.7","0","867.3",",0","","","","","3.3",",,,0","63",",,,0","-9.65",",0","-1.86",",,,0","-17.43",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-02","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.0","0","0.0",",0","11",",0","3",",0","0",",0","20",",0","7",",0","4",",0","28",",0","5",",0","0",",0","0",",0","5","","","","","","-21.7",",0,05,","254",",,0,06,+","109",",,0,19,","6.4",",,0,19,","15.6",",0,27,","","","2979.7","0","550.0",",0","","","","","22.6",",,,0","420",",,,0","-1.31",",0","6.00",",,,0","-8.62",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-03","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.0","0","0.0",",0","11",",0","4",",0","0",",0","0",",0","1",",0","0",",0","16",",0","0",",0","0",",0","0",",0","5","","","","","","-3.3",",0,15,","0",",T,0,16,+","25",",,0,16,","7.4",",,0,18,","18.3",",0,05,+","","","3346.5","0","366.8",",0","","","","","27.0",",,,0","25",",,,0","6.50",",0","12.66",",,,0","0.34",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-04","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.3","0","0.3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","14",",X","0",",X","13",",X","0",",X","","","","","","","-2.8",",X,03,+","0",",,X,30,+","0",",,X,30,+","1.0",",,X,30,","28.3",",X,17,","","","3557.7","0","211.2",",X","","","","","1.0",",,,X","0",",,,X","11.30",",X","21.10",",,,X","1.50",",,,X","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-05","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","44.8","0","44.5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","26",",0","7",",0","","","","","","","-1.1",",0,04,","0",",,0,31,+","0",",,0,31,+","1.8",",,0,17,","36.7",",0,12,+","","","3641.9","0","84.2",",0","","","","","3.6",",,,0","0",",,,0","17.05",",0","26.49",",,,0","7.61",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-06","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","90.9","0","46.1",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","","","","","1.1",",0,30,","0",",,0,30,+","0",",,0,30,+","0.3",",,0,26,+","37.8",",0,06,","","","3684.5","0","42.6",",0","","","","","0.6",",,,0","0",",,,0","18.45",",0","28.13",",,,0","8.77",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-07","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","184.4","0","93.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","","","","","5.0",",0,02,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,24,+","38.3",",0,31,+","","","14.1","0","14.1",",0","","","","","0.0",",T,,0","0",",,,0","20.90",",0","31.30",",,,0","10.49",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-08","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","261.0","0","76.6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","3","","5.0",",0,26,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,02,","38.9",",0,01,","","","27.1","0","13.0",",0","","","","","10.7",",,,0","0",",,,0","20.39",",0","30.63",",,,0","10.14",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-09","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","295.2","0","34.2",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","28",",0","7",",0","","","","","","","0.0",",0,20,+","0",",,0,30,+","0",",,0,30,+","1.8",",,0,15,+","37.8",",0,01,","","","94.9","0","67.8",",0","","","","","4.1",",,,0","0",",,,0","17.21",",0","27.26",",,,0","7.16",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-10","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","295.2","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","3",",0","0",",0","1","","","","","","-8.3",",0,19,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,28,","22.8",",0,01,","","","399.7","0","304.8",",0","","","","","3.3",",,,0","0",",,,0","8.50",",0","17.82",",,,0","-0.82",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-11","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","295.2","0","0.0",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","0",",0","0",",0","11","","","","","","-3.3",",0,18,+","0",",,0,30,+","0",",,0,30,+","19.3",",,0,23,","20.6",",0,05,+","","","757.7","0","358.0",",0","","","","","38.2",",,,0","0",",,,0","6.40",",0","12.84",",,,0","-0.04",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1949-12","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","295.2","0","0.0",",0","4",",0","0",",0","0",",0","3",",0","1",",0","0",",0","29",",0","3",",0","0",",0","0",",0","5","","","","","","-12.2",",0,21,+","25",",,0,21,+","30",",,0,18,","2.3",",,0,18,","14.4",",0,27,","","","1298.7","0","541.0",",0","","","","","3.9",",,,0","33",",,,0","0.88",",0","6.90",",,,0","-5.14",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1950-01","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.0","0","0.0",",0","15",",0","8",",0","0",",0","28",",0","9",",0","14",",0","31",",0","25",",0","0",",0","0",",0","12","","","","","","-29.4",",0,31,","330",",,0,20,+","170",",,0,13,","16.0",",,0,13,","12.8",",0,22,","","","2204.3","0","905.6",",0","","","","","62.2",",,,0","677",",,,0","-10.88",",0","-4.73",",,,0","-17.03",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1950-02","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.0","0","0.0",",0","10",",0","4",",0","0",",0","21",",0","4",",0","3",",0","26",",0","5",",0","0",",0","0",",0","10","","","","","","-31.7",",0,01,","381",",,0,06,+","84",",,0,04,","9.4",",,0,24,","14.4",",0,24,","","","2757.8","0","553.5",",0","","","","","29.5",",,,0","214",",,,0","-1.44",",0","4.82",",,,0","-7.69",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1950-03","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.0","0","0.0",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","0",",0","0",",0","7","","","","","","-5.6",",0,29,+","0",",,0,31,+","0",",T,0,27,+","5.8",",,0,23,","19.4",",0,30,","","","3176.8","0","419.0",",0","","","","","18.4",",,,0","0",",T,,0","4.82",",0","11.42",",,,0","-1.78",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1950-04","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","2",",0","0",",0","","","","","","","-5.0",",0,04,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,06,","25.6",",0,20,","","","3482.2","0","305.4",",0","","","","","10.2",",,,0","0",",,,0","8.15",",0","16.36",",,,0","-0.06",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1950-05","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","1.2","0","1.2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","22",",0","0",",0","","","","","","","-1.1",",0,04,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,03,","30.6",",0,12,","","","3629.7","0","147.5",",0","","","","","2.0",",,,0","0",",,,0","13.61",",0","23.14",",,,0","4.09",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1950-06","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","40.9","0","39.7",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","6",",0","1","","","","4","","3.9",",0,09,+","0",",,0,30,+","0",",,0,30,+","11.7",",,0,15,","36.7",",0,29,","","","3676.0","0","46.3",",0","","","","","40.8",",,,0","0",",,,0","18.11",",0","26.24",",,,0","9.98",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1950-07","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","170.4","0","129.5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","","","7.2",",0,29,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,19,","37.2",",0,25,+","","","6.9","0","6.9",",0","","","","","8.4",",,,0","0",",,,0","22.29",",0","32.15",",,,0","12.42",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1950-08","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","264.9","0","94.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","","","1","","7.2",",0,28,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,23,+","37.2",",0,21,+","","","8.0","0","1.1",",0","","","","","0.0",",T,,0","0",",,,0","21.35",",0","31.69",",,,0","11.01",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00024243","1950-09","46.5683","-120.5428","324.3","YAKIMA AIRPORT, WA US","","","285.5","0","20.6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","5",",0","1","","","","","","-0.6",",0,30,+","0",",,0,30,+","0",",,0,30,+","4.1",",,0,24,","36.1",",0,02,+","","","82.2","0","74.2",",0","","","","","4.6",",,,0","0",",,,0","16.55",",0","27.27",",,,0","5.82",",,,0","","","","","","","","","","","","","","","","","","","",""
