"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000IPRI","1986-07","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","13.6",",U","0",",U","0",",U","0",",U","20",",U","0",",U","6.1",",U,16,+","30.6",",U,21,+","92.4","","92.4",",U","15.79",",U","21.76",",,,U","9.81",",,,U"
"USR0000IPRI","1986-08","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","114.1",",U","0",",U","0",",U","0",",U","29",",U","6",",U","10.6",",U,25,","35.6",",U,28,","96.5","","4.1",",U","21.88",",U","29.52",",,,U","14.25",",,,U"
"USR0000IPRI","1986-09","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","2.2",",U","0",",U","0",",U","0",",U","5",",U","0",",U","2.8",",U,28,","27.8",",U,04,+","325.0","","228.5",",U","10.79",",U","15.31",",,,U","6.27",",,,U"
"USR0000IPRI","1986-10","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","0.0",",U","0",",U","1",",U","0",",U","0",",U","0",",U","0.0",",U,12,","20.6",",U,06,","609.2","","284.2",",U","9.17",",U","14.59",",,,U","3.75",",,,U"
"USR0000IPRI","1987-07","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","44.7","3,U","0","2,U","0","2,U","0","1,U","20","1,U","3","1,U","7.8","2,U,06,","34.4","1,U,26,","60.4","","60.4","1,U","17.97","3,U","24.16","1,,,U","11.78","2,,,U"
"USR0000IPRI","1987-08","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","46.8",",U","0",",U","0",",U","0",",U","25",",U","3",",U","7.2",",U,17,","34.4",",U,09,","104.6","","44.2",",U","18.42",",U","25.12",",,,U","11.72",",,,U"
"USR0000IPRI","1987-09","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","36.5",",U","0",",U","0",",U","0",",U","24",",U","1",",U","3.9",",U,28,","32.8",",U,01,","173.2","","68.6",",U","17.26",",U","24.95",",,,U","9.57",",,,U"
"USR0000IPRI","1987-10","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","0.0","1,U","0","1,U","4","1,U","0","1,U","7","1,U","0","1,U","0.0","1,U,20,+","26.7","1,U,01,","409.0","","235.8","1,U","10.47","1,U","17.06","1,,,U","3.89","1,,,U"
"USR0000IPRI","1988-06","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","26.4",",U","0",",U","0",",U","0",",U","16",",U","0",",U","2.8",",U,02,","29.4",",U,15,","","","115.9",",U","15.35",",U","20.92",",,,U","9.78",",,,U"
"USR0000IPRI","1988-07","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","75.3",",U","0",",U","0",",U","0",",U","24",",U","6",",U","5.6",",U,07,","35.0",",U,26,","47.8","","47.8",",U","19.22",",U","26.40",",,,U","12.04",",,,U"
"USR0000IPRI","1988-08","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","63.7",",U","0",",U","0",",U","0",",U","28",",U","5",",U","6.7",",U,21,","35.0",",U,24,","72.5","","24.7",",U","19.59",",U","27.24",",,,U","11.95",",,,U"
"USR0000IPRI","1988-09","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","40.5",",U","0",",U","0",",U","0",",U","15",",U","5",",U","1.1",",U,18,","36.7",",U,02,","233.9","","161.4",",U","14.30",",U","20.61",",,,U","8.00",",,,U"
"USR0000IPRI","1989-05","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","0.0","1,U","0",",U","0",",U","0","1,U","5","1,U","0","1,U","1.1",",U,18,+","26.1","1,U,09,+","","","228.2","1,U","10.68","1,U","16.55","1,,,U","4.81",",,,U"
"USR0000IPRI","1989-06","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","14.0",",U","0",",U","0",",U","0",",U","21",",U","0",",U","4.4",",U,20,","28.9",",U,12,+","","","65.9",",U","16.60",",U","23.08",",,,U","10.12",",,,U"
"USR0000IPRI","1989-07","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","64.4",",U","0",",U","0",",U","0",",U","29",",U","4",",U","7.8",",U,11,","35.0",",U,29,","18.4","","18.4",",U","19.81",",U","27.36",",,,U","12.27",",,,U"
"USR0000IPRI","1989-08","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","32.8",",U","0",",U","0",",U","0",",U","19",",U","3",",U","7.8",",U,16,","35.0",",U,07,","89.1","","70.7",",U","17.11",",U","23.23",",,,U","11.00",",,,U"
"USR0000IPRI","1989-09","48.3667","-116.8","944.9","PRIEST RIVER IDAHO, ID US","2.5",",U","0",",U","0",",U","0",",U","20",",U","0",",U","5.0",",U,19,+","29.4",",U,24,","185.8","","96.7",",U","15.20",",U","22.24",",,,U","8.15",",,,U"
