"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00122309","1973-03","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.3","0","0.3","1,0","18",",0","13",",0","1",",0","0",",0","0",",0","0","1,0","8","1,0","0",",0","7",",0","0",",0","","","","","-5.0","1,0,01,","0",",,0,31,+","0",",,0,31,+","41.4",",,0,11,","23.9",",0,11,+","","","2537.5","0","","","","","","","","","","","","","244.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185.6",",,,0","0",",,,0","10.26","1,0","15.99",",,,0","4.52","1,,,0","",""
"USC00122309","1973-04","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","8.1","0","7.8","1,0","15",",0","11",",0","1",",0","0",",0","0",",0","0","1,0","5","1,0","0",",0","9",",0","0",",0","","","","","-4.4","1,0,11,","0",",,0,30,+","0",",,0,30,+","34.8",",,0,18,","27.2",",0,21,","99.3","3,,,0","2746.9","0","","","","","","","","","","","","","209.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.8",",,,0","0",",,,0","11.38","1,0","16.39",",,,0","6.36","1,,,0","5157","1,,,0"
"USC00122309","1973-05","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","15.3","0","7.2","1,0","13",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","16",",0","0",",0","","","","","0.0","1,0,15,+","0",",,0,31,+","0",",,0,31,+","38.1",",,0,27,","27.2",",0,27,","142.2",",,,0","2857.0","0","","","","","","","","","","","","","110.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.38",",,,0","","","","","","","","","","","","","23.14",",,,0","128.0",",,,0","0",",,,0","14.90","1,0","21.10",",,,0","8.71","1,,,0","4343",",,,0"
"USC00122309","1973-06","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","141.0","0","125.7",",0","14",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","10.0",",0,01,","0",",,0,30,+","0",",,0,30,+","43.4",",,0,27,","32.2",",0,12,","206.1",",,,0","2860.3","0","","","","","","","","","","","","","3.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.09",",,,0","","","","","","","","","","","","","31.83",",,,0","182.1",",,,0","0",",,,0","22.41",",0","28.46",",,,0","16.36",",,,0","2921",",,,0"
"USC00122309","1973-07","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","326.8","0","185.8",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","11.7",",0,12,","0",",,0,31,+","0",",,0,31,+","97.8",",,0,21,","33.3",",0,04,","179.7","1,,,0","0.0","0","","","","","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.82",",,,0","","","","","","","","","","","","","33.89",",,,0","174.4",",,,0","0",",,,0","24.33",",0","30.18",",,,0","18.47",",,,0","2277",",,,0"
"USC00122309","1973-08","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","484.4","0","157.6",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","10.6",",0,23,","0",",,0,31,+","0",",,0,31,+","77.0",",,0,13,","32.8",",0,31,+","141.2","1,,,0","0.8","0","","","","","","","","","","","","","0.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.15",",,,0","","","","","","","","","","","","","32.30",",,,0","94.1",",,,0","0",",,,0","23.39",",0","29.36",",,,0","17.41",",,,0","",""
"USC00122309","1973-09","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","586.9","0","102.5",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","","","","","4.4",",0,19,","0",",,0,30,+","0",",,0,30,+","8.6",",,0,21,","32.2",",0,05,+","107.8",",,,0","13.3","0","","","","","","","","","","","","","12.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.56",",,,0","","","","","","","","","","","","","28.26",",,,0","32.2",",,,0","0",",,,0","21.33",",0","27.41",",,,0","15.25",",,,0","",""
"USC00122309","1973-10","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","613.7","0","26.8","1,0","9",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","21",",0","0",",0","","","","","0.0","1,0,17,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,01,","29.4",",0,05,","98.7",",,,0","124.5","0","","","","","","","","","","","","","111.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.13",",,,0","","","","","","","","","","","","","22.21",",,,0","47.6",",,,0","0",",,,0","15.63","1,0","22.35",",,,0","8.91","1,,,0","",""
"USC00122309","1973-11","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","614.3","0","0.6","1,0","12",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","11","1,0","0",",0","1",",0","0",",0","","","","","-10.0","1,0,10,","0",",,0,30,+","0",",,0,30,+","27.7",",,0,21,","22.2",",0,15,","","","431.6","0","","","","","","","","","","","","","307.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166.1",",,,0","0",",,,0","7.85","1,0","13.25",",,,0","2.44","1,,,0","",""
"USC00122309","1973-12","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","614.3","0","0.0",",0","14",",0","8",",0","0",",0","","","","","0",",0","22",",0","8",",0","0",",0","0",",0","","","","","-17.2",",0,22,","","","","","21.8",",,0,20,","20.0",",0,05,","","","980.0","0","","","","","","","","","","","","","548.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2",",,,0","","","0.64",",0","5.57",",,,0","-4.28",",,,0","",""
"USC00122309","1974-01","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.0","0","0.0",",0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","20",",0","12",",0","0",",0","0",",0","","","","","-16.1",",0,13,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,19,","18.3",",0,23,+","","","1514.7","0","","","","","","","","","","","","","534.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.6",",,,0","0",",,,0","1.09",",0","5.10",",,,0","-2.93",",,,0","",""
"USC00122309","1974-02","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.0","0","0.0","1,0","9",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","22","1,0","6",",0","0",",0","0",",0","","","","","-13.9","1,0,25,","0",",,0,28,+","0",",T,0,08,+","19.1",",,0,19,","17.8",",0,02,","","","1974.6","0","","","","","","","","","","","","","459.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.7",",,,0","0",",T,,0","1.24","1,0","7.28",",,,0","-4.79","1,,,0","",""
"USC00122309","1974-03","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","7.3","0","7.3",",0","18",",0","10",",0","0",",0","0","1,0","0","1,0","0",",0","17",",0","1",",0","8",",0","0",",0","","","","","-12.8",",0,24,","0","1,,0,31,+","0","1,,0,31,+","19.6",",,0,12,","26.1",",0,09,+","","","2307.2","0","","","","","","","","","","","","","332.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115.6",",,,0","0","1,,,0","7.84",",0","13.55",",,,0","2.12",",,,0","",""
"USC00122309","1974-04","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","19.5","0","12.2","1,0","12",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","5","1,0","0",",0","13",",0","0",",0","","","","","-3.9","1,0,09,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,08,","27.8",",0,29,","","","2486.8","0","","","","","","","","","","","","","179.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7",",,,0","0",",,,0","12.69","1,0","19.04",",,,0","6.34","1,,,0","",""
"USC00122309","1974-05","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","67.2","0","47.7","1,0","13",",0","10",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","19",",0","0",",0","","","","","0.6","1,0,07,","0",",,0,31,+","0",",,0,31,+","38.9",",,0,31,","30.6",",0,21,","160.8",",,,0","2566.2","0","","","","","","","","","","","","","79.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.35",",,,0","","","","","","","","","","","","","25.74",",,,0","177.2",",,,0","0",",,,0","17.23","1,0","22.84",",,,0","11.62","1,,,0","3448",",,,0"
"USC00122309","1974-06","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","119.4","0","52.2","1,0","13",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","0",",0","","","","","7.8","1,0,17,+","0",",,0,30,+","0",",,0,30,+","16.5",",,0,23,+","31.1",",0,21,","169.6",",,,0","2592.6","0","","","","","","","","","","","","","26.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.05",",,,0","","","","","","","","","","","","","27.65",",,,0","100.4",",,,0","0",",,,0","19.23","1,0","24.92",",,,0","13.54","1,,,0","3597",",,,0"
"USC00122309","1974-07","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","289.3","0","169.9",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","11.1",",0,31,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,05,","33.3",",0,02,","181.3","1,,,0","0.0","0","","","","","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.03",",,,0","","","","","","","","","","","","","33.55",",,,0","45.5",",,,0","0",",,,0","23.81",",0","30.05",",,,0","17.58",",,,0","2313",",,,0"
"USC00122309","1974-08","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","427.1","0","137.8",",0","12",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","9.4",",0,05,","0",",,0,31,+","0",",,0,31,+","55.9",",,0,30,","31.7",",0,27,","137.3","2,,,0","2.0","0","","","","","","","","","","","","","2.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.25",",,,0","","","","","","","","","","","","","31.38",",,,0","199.1",",,,0","0",",,,0","22.72",",0","28.52",",,,0","16.91",",,,0","2158",",,,0"
"USC00122309","1974-09","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","461.6","0","34.5",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","","","1.1",",0,23,","0",",,0,30,+","0",",,0,30,+","45.5",",,0,29,","28.9",",0,13,+","92.3",",,,0","92.7","0","","","","","","","","","","","","","90.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.37",",,,0","","","","","","","","","","","","","23.87",",,,0","125.1",",,,0","0",",,,0","16.46",",0","21.95",",,,0","10.97",",,,0","1934","2,,,0"
"USC00122309","1974-10","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","463.5","0","1.9",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","17",",0","0",",0","","","","","-4.4",",0,21,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,15,","25.0",",0,29,","94.9","1,,,0","297.5","0","","","","","","","","","","","","","204.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.39","1,,,0","","","","","","","","","","","","","19.37","1,,,0","52.8",",,,0","0",",,,0","11.79",",0","19.01",",,,0","4.56",",,,0","2599",",,,0"
"USC00122309","1974-11","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","467.9","0","4.4",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","16",",0","0",",0","4",",0","0",",0","","","","","-6.7",",0,26,","0",",,0,30,+","0",",,0,30,+","48.3",",,0,04,","26.1",",0,01,","","","640.9","0","","","","","","","","","","","","","343.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144.6",",,,0","0",",,,0","7.03",",0","12.18",",,,0","1.88",",,,0","",""
"USC00122309","1974-12","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","467.9","0","0.0",",0","16",",0","7",",0","0",",0","","","","","0",",0","24",",0","3",",0","0",",0","0",",0","","","","","-10.6",",0,10,+","","","","","13.7",",,0,08,","16.7",",0,24,","","","1169.1","0","","","","","","","","","","","","","528.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.2",",,,0","","","1.30",",0","5.60",",,,0","-3.01",",,,0","",""
"USC00122309","1975-01","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.0","0","0.0","1,0","13",",0","7",",0","0",",0","","","","","0","1,0","24","1,0","4",",0","0",",0","0",",0","","","","","-12.8","1,0,13,","","","","","21.8",",,0,31,","18.9",",0,30,","","","1680.2","0","","","","","","","","","","","","","511.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.3",",,,0","","","1.35","1,0","6.50",",,,0","-3.80","1,,,0","",""
"USC00122309","1975-02","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.0","0","0.0",",0","12",",0","6",",0","2",",0","","","","","0",",0","22",",0","3",",0","0",",0","0",",0","","","","","-15.0",",0,10,","","","","","51.6",",,0,23,","16.7",",0,22,","","","2155.5","0","","","","","","","","","","","","","475.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.2",",,,0","","","1.36",",0","5.88",",,,0","-3.16",",,,0","",""
"USC00122309","1975-03","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.0","0","0.0",",0","11",",0","10",",0","0",",0","","","","","0",",0","21",",0","3",",0","2",",0","0",",0","","","","","-10.0",",0,15,+","","","","","24.1",",,0,12,","24.4",",0,24,+","","","2607.8","0","","","","","","","","","","","","","452.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158.0",",,,0","","","3.74",",0","9.15",",,,0","-1.67",",,,0","",""
"USC00122309","1975-04","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","3.6","0","3.6",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","8",",0","0",",0","","","","","-5.6",",0,04,","0",",,0,30,+","0",",,0,30,+","102.9",",,0,24,","27.8",",0,29,","","","2847.6","0","","","","","","","","","","","","","239.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.4",",,,0","0",",,,0","10.46",",0","16.55",",,,0","4.37",",,,0","",""
"USC00122309","1975-05","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","66.4","0","62.8",",0","11",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","","","","","3.9",",0,02,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,09,","32.2",",0,24,","168.6",",,,0","2887.3","0","","","","","","","","","","","","","39.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.80",",,,0","","","","","","","","","","","","","27.90",",,,0","106.8",",,,0","0",",,,0","19.08",",0","25.16",",,,0","13.00",",,,0","2604",",,,0"
"USC00122309","1975-06","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","186.5","0","120.1",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","9.4",",0,09,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,11,","32.8",",0,21,","171.1",",,,0","2895.9","0","","","","","","","","","","","","","8.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.20",",,,0","","","","","","","","","","","","","30.30",",,,0","97.1",",,,0","0",",,,0","22.05",",0","27.80",",,,0","16.30",",,,0","2736",",,,0"
"USC00122309","1975-07","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","337.4","0","150.9","1,0","12",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","4",",0","","","","","9.4","1,0,14,+","0",",,0,31,+","0",",,0,31,+","62.2",",,0,20,","33.3",",0,31,","182.5","1,,,0","4.1","0","","","","","","","","","","","","","4.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.32",",,,0","","","","","","","","","","","","","31.87",",,,0","126.6",",,,0","0",",,,0","23.27","1,0","29.52",",,,0","17.01","1,,,0","1911",",,,0"
"USC00122309","1975-08","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","518.7","0","181.3",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","12.2",",0,08,","0",",,0,31,+","0",",,0,31,+","49.0",",,0,30,","32.8",",0,13,","133.5","2,,,0","4.1","0","","","","","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.81","1,,,0","","","","","","","","","","","","","31.38","1,,,0","208.6",",,,0","0",",,,0","24.18",",0","29.10",",,,0","19.26",",,,0","2028",",,,0"
"USC00122309","1975-09","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","557.9","0","39.2",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","","","2.2",",0,13,","0",",,0,30,+","0",",,0,30,+","36.3",",,0,12,","31.7",",0,05,+","74.3",",,,0","87.1","0","","","","","","","","","","","","","83.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.70",",,,0","","","","","","","","","","","","","23.11",",,,0","95.3",",,,0","0",",,,0","16.87",",0","22.25",",,,0","11.50",",,,0","1998",",,,0"
"USC00122309","1975-10","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","568.5","0","10.6",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","17",",0","0",",0","","","","","-0.6",",0,03,","0",",,0,31,+","0",",,0,31,+","34.8",",,0,18,","30.0",",0,14,","89.0","3,,,0","242.5","0","","","","","","","","","","","","","155.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.82",",,,0","","","","","","","","","","","","","18.97",",,,0","89.4",",,,0","0",",,,0","13.66",",0","19.99",",,,0","7.33",",,,0","2859",",,,0"
"USC00122309","1975-11","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","569.6","0","1.1",",0","12",",0","6",",0","2",",0","","","","","0",",0","12",",0","2",",0","7",",0","0",",0","","","","","-6.1",",0,28,","","","","","54.4",",,0,10,","26.1",",0,06,","","","534.8","0","","","","","","","","","","","","","292.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.8",",,,0","","","8.63",",0","14.36",",,,0","2.89",",,,0","",""
"USC00122309","1975-12","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","569.6","0","0.0",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","24",",0","6",",0","0",",0","0",",0","","","","","-13.3",",0,19,+","0",",,0,31,+","0",",T,0,25,+","30.2",",,0,26,","20.0",",0,15,","","","1049.3","0","","","","","","","","","","","","","514.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117.7",",,,0","0",",T,,0","1.74",",0","6.13",",,,0","-2.66",",,,0","",""
"USC00122309","1976-01","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.0","0","0.0",",0","12",",0","7",",0","1",",0","","","","","3",",0","31",",0","9",",0","0",",0","0",",0","","","","","-20.0",",0,09,","","","","","38.6",",,0,26,","15.0",",0,14,","","","1712.0","0","","","","","","","","","","","","","662.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.8",",,,0","","","-3.05",",0","2.44",",,,0","-8.53",",,,0","",""
"USC00122309","1976-02","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","0.0","0","0.0",",0","6",",0","5",",0","1",",0","","","","","2",",0","19",",0","3",",0","0",",0","0",",0","","","","","-17.8",",0,03,+","","","","","45.5",",,0,18,","20.6",",0,29,+","","","2117.2","0","","","","","","","","","","","","","405.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.4",",,,0","","","4.36",",0","11.06",",,,0","-2.33",",,,0","",""
"USC00122309","1976-03","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","1.4","0","1.4",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","9",",0","0",",0","","","","","-7.2",",0,17,","0",",,0,31,+","0",",,0,31,+","25.1",",,0,21,","26.7",",0,05,","","","2385.1","0","","","","","","","","","","","","","267.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.1",",,,0","0",",,,0","9.74",",0","16.00",",,,0","3.47",",,,0","",""
"USC00122309","1976-04","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","24.5","0","23.1",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","13",",0","0",",0","","","","","-2.8",",0,12,+","0",",,0,30,+","0",",,0,30,+","13.2",",,0,25,","28.9",",0,21,","129.4","5,,,0","2579.8","0","","","","","","","","","","","","","194.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5",",,,0","0",",,,0","12.61",",0","19.95",",,,0","5.28",",,,0","",""
"USC00122309","1976-05","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","35.4","0","10.9","1,0","12",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","19",",0","0",",0","","","","","-2.8","1,0,04,","0",",,0,31,+","0",",,0,31,+","45.2",",,0,31,","28.3",",0,22,","150.9","1,,,0","2694.5","0","","","","","","","","","","","","","114.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.55",",,,0","","","","","","","","","","","","","23.49",",,,0","112.2",",,,0","0",",,,0","14.97","1,0","21.73",",,,0","8.22","1,,,0","3727","1,,,0"
"USC00122309","1976-06","38.4558","-86.6983","210.3","DUBOIS S IN FORAGE FARM, IN US","128.5","0","93.1","1,0","14",",0","14",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","0",",0","","","","","8.9","1,0,21,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,24,","31.7",",0,10,","138.2","2,,,0","2702.0","0","","","","","","","","","","","","","7.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.11",",,,0","","","","","","","","","","","","","28.06",",,,0","137.5",",,,0","0",",,,0","21.27","1,0","26.83",",,,0","15.71","1,,,0","3254",",,,0"
