"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00472263","1928-06","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","","","","","","","","","","","0","3,6","4","3,6","","","","","","","","","-2.2","3,6,04,","","","","","","","","","","","","","","","","","","","","","6.27","3,,,6"
"USC00472263","1928-07","45.633333","-88.133333",,"DUNBAR NEAR, WI US","51.8","2,6","13",",6","9",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","27","1,6","3","1,6","","","2.2","1,6,30,","","","","","21.1",",,6,13,","35.0","1,6,08,","31.4","","31.4","1,6","93.6",",,,6","","","18.94","2,6","25.95","1,,,6","11.93","1,,,6"
"USC00472263","1928-08","45.633333","-88.133333",,"DUNBAR NEAR, WI US","46.3","1,6","13","1,6","9","1,6","1","1,6","","","","","0","1,6","0","1,6","0","1,6","25","1,6","3","1,6","","","1.1","1,6,25,","","","","","27.4","1,,6,21,","33.3","1,6,16,","84.2","","52.8","1,6","109.1","1,,,6","","","18.12","1,6","25.50","1,,,6","10.73","1,,,6"
"USC00472263","1928-09","45.633333","-88.133333",,"DUNBAR NEAR, WI US","0.0",",6","11","1,6","10","1,6","2","1,6","","","","","0",",6","10",",6","0",",6","9",",6","0",",6","","","-3.9",",6,29,","","","","","31.5","1,,6,15,","26.7",",6,09,","295.8","","211.6",",6","110.1","1,,,6","","","11.28",",6","18.44",",,,6","4.12",",,,6"
"USC00472263","1928-10","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","7","5,6","6","5,6","1","5,6","","","","","","","","","","","","","","","","","","","","","","","33.0","5,,6,17,","","","","","","","84.3","5,,,6","","","","","","","",""
"USC00472263","1929-05","45.633333","-88.133333",,"DUNBAR NEAR, WI US","13.3","4,6","8","1,6","7","1,6","1","1,6","","","","","0","2,6","17","2,6","0","2,6","7","2,6","0","2,6","","","-7.8","2,6,09,","","","","","31.8","1,,6,16,","31.1","2,6,30,","","","270.3","2,6","92.2","1,,,6","","","8.83","4,6","16.03","2,,,6","1.63","2,,,6"
"USC00472263","1929-06","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","11","2,6","6","2,6","1","2,6","","","","","0","4,6","5","4,6","","","","","","","","","-3.9","4,6,07,","","","","","26.2","2,,6,28,","","","","","","","68.9","2,,,6","","","","","","","5.93","4,,,6"
"USC00472263","1929-07","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","7","3,6","5","3,6","1","3,6","","","","","","","","","","","","","","","","","","","","","","","28.4","3,,6,18,","","","","","","","60.1","3,,,6","","","","","","","",""
"USC00472263","1929-10","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","6","2,6","3","2,6","0","2,6","","","","","","","","","","","","","","","","","","","","","","","10.2","2,,6,23,+","","","","","","","31.3","2,,,6","","","","","","","",""
"USC00472263","1930-04","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","6",",6","3",",6","0",",6","","","","","0","5,6","21","5,6","","","","","","","","","-13.3","5,6,02,","","","","","22.9",",,6,18,","","","","","","","30.6",",,,6","","","","","","","-4.68","5,,,6"
"USC00472263","1930-05","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","11","3,6","6","3,6","1","3,6","","","","","","","","","","","","","","","","","","","","","","","31.2","3,,6,23,","","","","","","","87.2","3,,,6","","","","","","","",""
"USC00472263","1930-06","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","11",",6","6",",6","2",",6","","","","","0","4,6","2","4,6","","","","","","","","","-1.1","4,6,09,","","","","","35.6",",,6,14,","","","","","","","109.4",",,,6","","","","","","","9.47","4,,,6"
"USC00472263","1930-07","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","9","1,6","5","1,6","1","1,6","","","","","0","2,6","0","2,6","","","","","","","","","2.8","2,6,15,+","","","","","34.3","1,,6,26,","","","","","","","73.6","1,,,6","","","","","","","10.09","2,,,6"
"USC00472263","1930-08","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","6","3,6","5","3,6","0","3,6","","","","","0","5,6","2","5,6","0","3,6","28","3,6","7","3,6","","","-1.7","5,6,12,+","","","","","5.6","3,,6,28,","33.9","3,6,03,","","","","","24.0","3,,,6","","","17.97","6,6","28.10","3,,,6","7.84","5,,,6"
"USC00472263","1930-09","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","11",",6","6",",6","0",",6","","","","","","","","","0","2,6","20","2,6","0","2,6","1","","","","","","","","13.0",",,6,05,","30.6","2,6,01,","","","","","58.1",",,,6","","","","","22.78","2,,,6","",""
"USC00472263","1930-10","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","9","1,6","5","1,6","0","1,6","","","","","0","5,6","10","5,6","","","","","","","3","","-10.6","5,6,25,","","","","","17.0","1,,6,08,","","","","","","","46.9","1,,,6","","","","","","","1.81","5,,,6"
"USC00472263","1931-05","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","12","1,6","9","1,6","0","1,6","","","","","","","","","0","2,6","12","2,6","0","2,6","","","","","","","","","11.2","1,,6,02,","30.6","2,6,16,","","","","","67.2","1,,,6","","","","","19.05","2,,,6","",""
"USC00472263","1931-06","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","12","3,6","5","3,6","0","3,6","","","","","0","4,6","0","4,6","0","5,6","20","5,6","2","5,6","","","0.6","4,6,01,","","","","","15.0","3,,6,20,","34.4","5,6,20,","","","","","60.1","3,,,6","","","16.60","7,6","24.31","5,,,6","8.88","4,,,6"
"USC00472263","1931-07","45.633333","-88.133333",,"DUNBAR NEAR, WI US","92.9","2,6","9","1,6","6","1,6","1","1,6","","","","","0","1,6","0","1,6","0","1,6","30","1,6","10","1,6","","","1.7","1,6,11,+","","","","","27.9","1,,6,02,","38.3","1,6,01,","41.7","6","41.7","1,6","91.5","1,,,6","","","20.10","2,6","29.61","1,,,6","10.60","1,,,6"
"USC00472263","1931-08","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","12","2,6","9","2,6","1","2,6","","","","","","","","","0","3,6","23","3,6","2","3,6","","","","","","","","","28.4","2,,6,07,","35.6","3,6,06,","","","","","102.3","2,,,6","","","","","25.01","3,,,6","",""
"USC00472263","1931-09","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","10","4,6","7","4,6","1","4,6","","","","","","","","","","","","","","","","","","","","","","","55.9","4,,6,20,","","","","","","","131.4","4,,,6","","","","","","","",""
"USC00472263","1931-10","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","10","5,6","6","5,6","0","5,6","","","","","","","","","0","2,6","5","2,6","0","2,6","","","","","","","","","16.5","5,,6,07,","27.8","2,6,04,","","","","","69.3","5,,,6","","","","","16.70","2,,,6","",""
"USC00472263","1931-11","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","7","1,6","6","1,6","0","1,6","","","0",",6","","","","","","","","","","","","","","","","","0",",,6,30,+","21.6","1,,6,15,","","","","","","","70.9","1,,,6","0",",,,6","","","","","",""
"USC00472263","1931-12","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","","","","","","","","","1",",6","","","","","","","","","","","1","","","","","","51",",,6,09,","","","","","","","","","","","51",",,,6","","","","","",""
"USC00472263","1932-01","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","11","3,6","7","3,6","0","3,6","29",",6","5","1,6","","","","","","","","","","","","","","","203",",,6,18,+","89","1,,6,05,","11.7","3,,6,13,","","","","","","","51.0","3,,,6","376","1,,,6","","","","","",""
"USC00472263","1932-02","45.633333","-88.133333",,"DUNBAR NEAR, WI US","0.0","5,6","","","","","","","","","","","9","3,6","26","3,6","15","5,6","0","5,6","0","5,6","","","-30.0","3,6,01,","","","","","","","8.9","5,6,26,","","","637.1","5,6","","","","","-8.52","5,6","-1.37","5,,,6","-15.67","3,,,6"
"USC00472263","1932-03","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","10.4",",,6,05,","","","","","","","21.3",",,,6","","","","","","","",""
"USC00472263","1932-05","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00472263","1932-06","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","5","3,6","3","3,6","0","3,6","","","","","0","4,6","2","4,6","","","","","","","3","","-4.4","4,6,08,","","","","","10.9","3,,6,07,","","","","","","","30.4","3,,,6","","","","","","","6.65","4,,,6"
"USC00472263","1932-07","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","7","3,6","3","3,6","0","3,6","","","","","","","","","","","","","","","","","","","","","","","20.3","3,,6,01,","","","","","","","47.0","3,,,6","","","","","","","",""
"USC00472263","1932-08","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","7","1,6","5","1,6","0","1,6","","","","","","","","","","","","","","","1","","","","","","","","25.1","1,,6,26,","","","","","","","59.6","1,,,6","","","","","","","",""
"USC00472263","1932-09","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","2","4,6","1","4,6","1","4,6","","","","","","","","","","","","","","","1","","","","","","","","44.7","4,,6,20,","","","","","","","46.0","4,,,6","","","","","","","",""
"USC00472263","1932-10","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","10",",6","6",",6","0",",6","","","","","","","","","","","","","","","5","","","","","","","","9.9",",,6,11,","","","","","","","38.3",",,,6","","","","","","","",""
"USC00472263","1932-11","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","23.4",",,6,08,","","","","","","","64.3",",,,6","","","","","","","",""
"USC00472263","1932-12","45.633333","-88.133333",,"DUNBAR NEAR, WI US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","16.8",",,6,27,","","","","","","","37.7",",,,6","","","","","","","",""
