"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"FKM00088881","2014-09","-51.667","-58.1","458.0","MOUNT KENT, FK","2","4,S","0","4,S","0","4,S","9.2","4,S,14,","3.63","4,,,S"
"FKM00088881","2014-10","-51.667","-58.1","458.0","MOUNT KENT, FK","1","5,S","0","5,S","0","5,S","14.3","5,S,28,","6.43","5,,,S"
"FKM00088881","2018-12","-51.667","-58.1","458.0","MOUNT KENT, FK","0","5,S","0","5,S","0","5,S","16.6","5,S,11,","12.27","5,,,S"
