"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00427735","1919-04","40.4","-112.75","1341.1","SELLS, UT US","","","0","4,","19","4,6","","","","","","","","","-8.9","4,6,08,","","","","","","","","","-1.37","4,,,6"
"USC00427735","1919-06","40.4","-112.75","1341.1","SELLS, UT US","139.9","3,6","0","1,6","0","1,6","0","2,6","27","2,6","17","2,6","","","1.1","1,6,01,","40.6","2,6,24,","18.0","2,6","22.93","3,6","32.18","2,,,6","13.68","1,,,6"
"USC00427735","1919-12","40.4","-112.75","1341.1","SELLS, UT US","","","","","","","","","","","","","10","","","","","","","","","","","","",""
"USC00427735","1920-04","40.4","-112.75","1341.1","SELLS, UT US","0.0","5,6","0","2,6","20","2,6","0","3,6","17","3,6","0","3,6","","","-8.9","2,6,02,","25.0","3,6,25,","213.8","3,6","9.84","5,6","20.63","3,,,6","-0.96","2,,,6"
"USC00427735","1920-05","40.4","-112.75","1341.1","SELLS, UT US","","","0","5,6","23","5,6","","","","","","","","","-7.2","5,6,16,","","","","","","","","","-0.70","5,,,6"
"USC00427735","1920-11","40.4","-112.75","1341.1","SELLS, UT US","","","0",",","24",",6","","","","","","","","","-10.6",",6,30,","","","","","","","","","-3.75",",,,6"
"USC00427735","1920-12","40.4","-112.75","1341.1","SELLS, UT US","","","1","1,6","30","1,6","","","","","","","","","-19.4","1,6,15,","","","","","","","","","-8.68","1,,,6"
