"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013920","1949-01","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","0.0","X","0.0",",X","11","1,X","7","1,X","2","1,X","17",",X","3",",X","4",",X","28",",X","19",",X","0",",X","0",",X","17","","","","1","","-21.1",",X,30,","127",",,X,21,+","135",",,X,18,","31.2","1,,X,03,","13.9",",X,08,","","","722.6",",X","113.0","1,,,X","262",",,,X","-4.98",",X","-0.56",",,,X","-9.39",",,,X","","","","","","","","","","","",""
"USW00013920","1949-02","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","0.0","X","0.0","2,X","8",",X","4",",X","0",",X","10",",X","1",",X","0","1,X","27","1,X","7","1,X","0","1,X","0","1,X","15","","","","3","","-13.3","1,X,02,","51",",,X,14,+","36",",,X,12,","11.2",",,X,12,","15.6","1,X,18,","","","506.3","1,X","31.7",",,,X","72",",,,X","-1.04","2,X","3.69","1,,,X","-5.76","1,,,X","","","","","","","","","","","",""
"USW00013920","1949-03","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","0.0","X","0.0",",X","9",",X","4",",X","0",",X","1","2,X","0","1,X","0",",X","15",",X","3",",X","3",",X","0",",X","12","","","","3","","-14.4",",X,15,","25","2,,X,09,","20","1,,X,09,","23.1",",,X,21,","22.8",",X,28,","","","408.6",",X","42.8",",,,X","23","1,,,X","5.15",",X","10.35",",,,X","-0.04",",,,X","","","","","","","","","","","",""
"USW00013920","1949-04","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","5.0","X","5.0",",X","7",",X","4",",X","1",",X","0",",X","0",",X","0",",X","3",",X","0",",X","13",",X","0",",X","10","","","","3","","-1.7",",X,16,","0",",,X,30,+","0",",T,X,09,","38.9",",,X,30,","29.4",",X,25,","","","190.8",",X","87.1",",,,X","0",",T,,X","12.14",",X","18.02",",,,X","6.26",",,,X","","","","","","","","","","","",""
"USW00013920","1949-05","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","70.0","X","65.0",",X","12",",X","10",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","0",",X","3","","","","6","","9.4",",X,24,+","0",",,X,31,+","0",",T,X,23,","48.3",",,X,20,","30.0",",X,05,","","","15.6",",X","132.5",",,,X","0",",T,,X","19.93",",X","25.06",",,,X","14.80",",,,X","","","","","203",",X","","","","","20.6",",X"
"USW00013920","1949-06","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","257.3","X","187.3",",X","13",",X","9",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","7",",X","4","","","","13","","15.6",",X,16,+","0",",,X,30,+","0",",,X,30,+","75.4",",,X,10,","35.0",",X,20,","","","0.0",",X","198.9",",,,X","0",",,,X","24.58",",X","29.63",",,,X","19.53",",,,X","","","","","158",",X","","","","","18.3",",X"
"USW00013920","1949-07","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","493.6","X","236.3",",X","8",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","14",",X","5","","","","6","","16.7",",X,31,+","0",",,X,31,+","0",",,X,31,+","91.2",",,X,07,","36.7",",X,20,","0.0","","0.0",",X","125.8",",,,X","0",",,,X","25.96",",X","30.86",",,,X","21.05",",,,X","","","","","23",",X","","","","","19.2",",X"
"USW00013920","1949-08","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","671.5","X","177.9",",X","6",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","10",",X","7","","","","5","","12.8",",X,21,","0",",,X,31,+","0",",,X,31,+","58.9",",,X,18,","35.6",",X,17,","0.0","","0.0",",X","111.8",",,,X","0",",,,X","24.07",",X","30.16",",,,X","17.98",",,,X","","","","","338","1,X","","","","","20.1","1,X"
"USW00013920","1949-09","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","700.7","X","29.2",",X","7",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","24",",X","0",",X","4","","","","6","","3.3",",X,29,","0",",,X,30,+","0",",,X,30,+","31.8",",,X,12,","30.0",",X,20,","50.3","","50.3",",X","70.1",",,,X","0",",,,X","17.63",",X","23.59",",,,X","11.67",",,,X","","","","","338",",X","","","","","17.9",",X"
"USW00013920","1949-10","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","727.4","X","26.7","2,X","8",",X","5",",X","0",",X","0",",X","0",",X","0","1,X","2","1,X","0","1,X","19","1,X","0","1,X","5","","","","3","","-3.9","1,X,31,","0",",,X,31,+","0",",,X,31,+","24.6",",,X,19,","29.4","1,X,08,+","167.6","","117.3","1,X","92.5",",,,X","0",",,,X","15.17","2,X","21.25","1,,,X","9.09","1,,,X","","","","","225",",X","","","","","24.1",",X"
