"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000IGET","1985-02","42.3","-111.2378","1953.8","GETCH HOLLOW IDAHO, ID US","","","0.0","2,U","5","1,U","27","1,U","20","1,U","0","1,U","0","1,U","-28.4","1,U,01,","4.5","1,U,15,","","","704.6","1,U","-8.54","2,U","-4.01","1,,,U","-13.07","1,,,U"
"USR0000IGET","1985-04","42.3","-111.2378","1953.8","GETCH HOLLOW IDAHO, ID US","","","0.0","3,U","0","3,U","10","3,U","0","3,U","0","3,U","0","3,U","-6.5","3,U,23,","20.6","3,U,15,","","","318.7","3,U","6.53","3,U","11.96","3,,,U","1.09","3,,,U"
"USR0000IGET","1985-07","42.3","-111.2378","1953.8","GETCH HOLLOW IDAHO, ID US","","","65.0","1,U","0","1,U","0","1,U","0",",U","28",",U","0",",U","6.4","1,U,31,","30.8",",U,10,+","19.3","U","19.3",",U","19.91","1,U","26.01",",,,U","13.81","1,,,U"
"USR0000IGET","1985-08","42.3","-111.2378","1953.8","GETCH HOLLOW IDAHO, ID US","","","25.6",",U","0",",U","0",",U","0",",U","26",",U","0",",U","2.6",",U,12,","31.2",",U,26,+","76.2","U","56.9",",U","17.32",",U","24.31",",,,U","10.33",",,,U"
"USR0000IGET","1985-09","42.3","-111.2378","1953.8","GETCH HOLLOW IDAHO, ID US","","","0.0","1,U","0","1,U","4","1,U","0","1,U","4","1,U","0","1,U","-6.1","1,U,29,","25.3","1,U,01,","321.6","U","245.4","1,U","9.87","1,U","15.60","1,,,U","4.14","1,,,U"
"USR0000IGET","1985-10","42.3","-111.2378","1953.8","GETCH HOLLOW IDAHO, ID US","","","0.0","2,U","0","2,U","13","2,U","0","2,U","0","2,U","0","2,U","-6.9","2,U,08,","17.1","2,U,20,","688.9","U","367.3","2,U","5.67","2,U","10.98","2,,,U","0.36","2,,,U"
"USR0000IGET","1985-11","42.3","-111.2378","1953.8","GETCH HOLLOW IDAHO, ID US","","","0.0","5,U","1","3,U","24","3,U","13","3,U","0","3,U","0","3,U","-17.8","3,U,23,","14.7","3,U,04,","1235.2","U","546.3","3,U","-3.64","5,U","0.08","3,,,U","-7.36","3,,,U"
"USR0000IGET","1985-12","42.3","-111.2378","1953.8","GETCH HOLLOW IDAHO, ID US","","","0.0",",U","3",",U","31",",U","29",",U","0",",U","0",",U","-22.2",",U,11,","1.4",",U,03,","2028.9","U","793.7",",U","-7.27",",U","-3.49",",,,U","-11.05",",,,U"
"USR0000IGET","1986-01","42.3","-111.2378","1953.8","GETCH HOLLOW IDAHO, ID US","0.0","","0.0",",U","0",",U","28",",U","20",",U","0",",U","0",",U","-13.9",",U,08,+","6.1",",U,29,","2712.5","","683.6",",U","-3.72",",U","-0.46",",,,U","-6.97",",,,U"
"USR0000IGET","1986-02","42.3","-111.2378","1953.8","GETCH HOLLOW IDAHO, ID US","0.0","","0.0","1,U","2","1,U","20","1,U","11","1,U","0","1,U","0","1,U","-20.2","1,U,09,","11.6","1,U,25,","3274.9","","562.4","1,U","-2.50","1,U","-0.15","1,,,U","-4.84","1,,,U"
