"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00125217","1976-04","39.96667","-86.05","225.6","LYNNWOOD FARMS, IN US","","","13.2",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","12",",0","0",",0","","","","","-3.9",",0,13,+","0",",,0,30,+","0",",,0,30,+","12.2",",,0,25,","27.8",",0,21,+","","","","","","","221.2",",0","","","","","","","","","","","","","","","","","","","","","30.0",",,,0","0",",,,0","11.40",",0","18.40",",,,0","4.40",",,,0"
"USC00125217","1976-05","39.96667","-86.05","225.6","LYNNWOOD FARMS, IN US","","","14.4","1,0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0","1,0","20","1,0","0","1,0","","","","","-2.2",",0,04,","0",",,0,31,+","0",",,0,31,+","39.1",",,0,31,","28.3","1,0,22,+","","","","","","","118.6","1,0","","","","","","","","","","","","","","","","","","","","","88.5",",,,0","0",",,,0","14.75","1,0","21.46","1,,,0","8.05",",,,0"
"USC00125217","1976-06","39.96667","-86.05","225.6","LYNNWOOD FARMS, IN US","","","103.3",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","","","","","9.4",",0,20,","0",",,0,30,+","0",",,0,30,+","39.6",",,0,30,","32.8",",0,15,+","","","","","","","6.7",",0","","","","","","","","","","","","","","","","","","","","","122.2",",,,0","0",",,,0","21.55",",0","27.87",",,,0","15.23",",,,0"
"USC00125217","1976-07","39.96667","-86.05","225.6","LYNNWOOD FARMS, IN US","","","133.0",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","9.4",",0,18,+","0",",,0,31,+","0",",,0,31,+","39.9",",,0,12,","33.9",",0,24,","3.9","0","","","","","3.9",",0","","","","","","","","","","","","","","","","","","","","","84.0",",,,0","0",",,,0","22.50",",0","28.71",",,,0","16.28",",,,0"
"USC00125217","1976-08","39.96667","-86.05","225.6","LYNNWOOD FARMS, IN US","","","79.8",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","5.0",",0,30,","0",",,0,31,+","0",",,0,31,+","35.8",",,0,06,","32.8",",0,28,","20.1","0","","","","","16.2",",0","","","","","","","","","","","","","","","","","","","","","101.6",",,,0","0",",,,0","20.39",",0","27.46",",,,0","13.32",",,,0"
"USC00125217","1976-09","39.96667","-86.05","225.6","LYNNWOOD FARMS, IN US","","","20.0","1,0","7",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","24","1,0","0","1,0","","","","","1.7","1,0,22,","0",",,0,30,+","0",",,0,30,+","26.7",",,0,10,","31.7","1,0,09,","86.5","0","","","","","66.4","1,0","","","","","","","","","","","","","","","","","","","","","45.6",",,,0","0",",,,0","16.73","1,0","24.37","1,,,0","9.10","1,,,0"
"USC00125217","1976-10","39.96667","-86.05","225.6","LYNNWOOD FARMS, IN US","","","2.2",",0","","","","","","","0",",0","0",",0","0",",0","13",",0","0",",0","8",",0","0",",0","","","","","-7.8",",0,28,","0",",,0,31,+","0",",,0,31,+","","","28.3",",0,04,","384.0","0","","","","","297.5",",0","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","8.81",",0","15.47",",,,0","2.15",",,,0"
"USC00125217","1976-11","39.96667","-86.05","225.6","LYNNWOOD FARMS, IN US","","","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","0",",0","0",",0","","","","","-14.4",",0,29,","0",",,0,30,+","3",",,0,24,","7.9",",,0,26,","15.6",",0,26,+","901.3","0","","","","","517.3",",0","","","","","","","","","","","","","","","","","","","","","12.8",",,,0","3",",,,0","1.09",",0","7.14",",,,0","-4.97",",,,0"
"USC00125217","1976-12","39.96667","-86.05","225.6","LYNNWOOD FARMS, IN US","","","0.0",",0","5",",0","2",",0","0",",0","0",",0","1",",0","2",",0","31",",0","13",",0","0",",0","0",",0","","","","","-23.9",",0,31,","0",",,0,31,+","25",",,0,30,","6.4",",,0,07,","12.8",",0,20,","1613.9","0","","","","","712.6",",0","","","","","","","","","","","","","","","","","","","","","10.8",",,,0","46",",,,0","-4.65",",0","1.69",",,,0","-11.00",",,,0"
"USC00125217","1977-01","39.96667","-86.05","225.6","LYNNWOOD FARMS, IN US","0.0","0","0.0","2,0","7",",0","3",",0","0",",0","","","3",",0","16","1,0","30","1,0","30","1,0","0","1,0","0","1,0","","","","","-28.9","1,0,17,+","","","203",",,0,10,","5.8",",,0,05,","0.0","1,0,27,","2490.9","0","","","","","877.0","1,0","","","","","","","","","","","","","","","","","","","","","16.6",",,,0","373",",,,0","-12.13","2,0","-6.89","1,,,0","-17.37","1,,,0"
