"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00085648","1927-01","30.55","-86.75","7.6","METTS, FL US","3",",6","2",",6","0",",6","","","","","","","23.1",",,6,12,","","","26.6",",,,6","",""
"USC00085648","1927-02","30.55","-86.75","7.6","METTS, FL US","5",",6","4",",6","1",",6","","","","","","","63.5",",,6,14,","","","112.5",",,,6","",""
"USC00085648","1927-03","30.55","-86.75","7.6","METTS, FL US","5",",6","4",",6","1",",6","","","","","","","35.1",",,6,21,","","","85.7",",,,6","",""
"USC00085648","1927-04","30.55","-86.75","7.6","METTS, FL US","2",",6","2",",6","0",",6","","","","","","","13.0",",,6,16,","","","25.7",",,,6","",""
"USC00085648","1928-01","30.55","-86.75","7.6","METTS, FL US","4",",6","3",",6","0",",6","","","","","","","12.7",",,6,08,","","","34.4",",,,6","",""
"USC00085648","1928-02","30.55","-86.75","7.6","METTS, FL US","11",",6","10",",6","3",",6","","","","","","","101.6",",,6,07,","","","252.7",",,,6","",""
"USC00085648","1928-05","30.55","-86.75","7.6","METTS, FL US","4",",6","3",",6","0",",6","","","","","","","21.8",",,6,20,","","","33.2",",,,6","",""
"USC00085648","1928-07","30.55","-86.75","7.6","METTS, FL US","17",",6","15",",6","1",",6","","","","","","","28.7",",,6,10,","","","182.9",",,,6","",""
"USC00085648","1928-08","30.55","-86.75","7.6","METTS, FL US","13",",6","13",",6","4",",6","","","","","","","39.6",",,6,25,","","","237.8",",,,6","",""
"USC00085648","1928-09","30.55","-86.75","7.6","METTS, FL US","8",",6","8",",6","3",",6","","","","","","","31.2",",,6,27,","","","164.0",",,,6","",""
"USC00085648","1928-10","30.55","-86.75","7.6","METTS, FL US","8",",6","8",",6","3",",6","","","","","","","35.6",",,6,13,","","","148.9",",,,6","",""
