"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GHM00065418","1997-05","9.557","-0.863","168.6","TAMALE, GH","0","5,S","0","5,S","","","","","","","21.0","5,S,13,","","","","","23.84","5,,,S"
"GHM00065418","2019-08","9.557","-0.863","168.6","TAMALE, GH","","","","","0","5,S","26","5,S","6","5,S","","","33.2","5,S,31,","31.26","5,,,S","",""
