"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SGM00061697","1987-03","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","0","5,S","0","5,S","0","4,S","27","4,S","14","4,S","15.3","5,S,28,","","","39.0","4,S,28,","","","","","25.24","8,S","32.46","4,,,S","18.03","5,,,S"
"SGM00061697","1987-10","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0","2,S","29","2,S","8","2,S","","","","","34.5","2,S,04,","","","","","","","31.90","2,,,S","",""
"SGM00061697","1987-12","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0","4,S","27","4,S","16","4,S","","","","","35.6","4,S,22,","","","","","","","31.81","4,,,S","",""
"SGM00061697","1988-01","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0",",S","31",",S","8",",S","","","","","33.2",",S,26,","","","","","","","30.53",",,,S","",""
"SGM00061697","1988-02","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0","5,S","24","5,S","9","5,S","","","","","34.7","5,S,27,","","","","","","","31.35","5,,,S","",""
"SGM00061697","1988-03","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0","3,S","28","3,S","9","3,S","","","","","37.5","3,S,12,","","","","","","","30.73","3,,,S","",""
"SGM00061697","1988-05","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0","5,S","26","5,S","1","5,S","","","","","32.8","5,S,16,","","","","","","","29.18","5,,,S","",""
"SGM00061697","1988-06","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0","3,S","27","3,S","1","3,S","","","","","32.5","3,S,27,","","","","","","","30.01","3,,,S","",""
"SGM00061697","1988-07","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0","5,S","26","5,S","1","5,S","","","","","35.2","5,S,09,","","","","","","","30.07","5,,,S","",""
"SGM00061697","1988-08","12.41","-16.746","15.8","CAP SKIRING, SG","","","21","5,S","16","5,S","6","5,S","","","","","","","","","","","","","125.0","5,,S,23,","","","","","478.9","5,,,S","","","","","",""
"SGM00061697","1988-09","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0","3,S","27","3,S","0","3,S","","","","","31.5","3,S,30,+","","","","","","","30.27","3,,,S","",""
"SGM00061697","1988-10","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0","3,S","28","3,S","9","3,S","","","","","32.8","3,S,18,","","","","","","","31.74","3,,,S","",""
"SGM00061697","1988-11","12.41","-16.746","15.8","CAP SKIRING, SG","187.9","5,S","","","","","","","0","4,S","0","4,S","0","1,S","29","1,S","5","1,S","16.5","4,S,27,","","","33.5","1,S,07,","0.0","1,S","","","25.82","5,S","31.14","1,,,S","20.50","4,,,S"
"SGM00061697","1988-12","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","0","4,S","0","4,S","0","3,S","28","3,S","2","3,S","15.0","4,S,21,","","","33.4","3,S,04,","","","","","23.67","6,S","30.21","3,,,S","17.13","4,,,S"
"SGM00061697","1989-01","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0","3,S","28","3,S","9","3,S","","","","","34.2","3,S,31,","","","","","","","30.99","3,,,S","",""
"SGM00061697","1989-02","12.41","-16.746","15.8","CAP SKIRING, SG","","","","","","","","","","","","","0","2,S","26","2,S","12","2,S","","","","","35.3","2,S,20,","","","","","","","31.23","2,,,S","",""
