"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TUM00017282","2013-06","37.929","41.117","555.3","BATMAN, TU","2","1,S","1","1,S","0","1,S","","","","","0","5,S","25","5,S","23","5,S","","","5.6","1,,S,11,","40.4","5,S,30,","7.6","1,,,S","35.87","5,,,S","",""
"TUM00017282","2013-07","37.929","41.117","555.3","BATMAN, TU","0",",S","0",",S","0",",S","","","","","","","","","","","","","0.0",",,S,31,+","","","0.0",",,,S","","","",""
"TUM00017282","2013-08","37.929","41.117","555.3","BATMAN, TU","0","1,S","0","1,S","0","1,S","","","","","0","5,S","26","5,S","26","5,S","","","0.0","1,,S,31,+","41.3","5,S,16,","0.0","1,,,S","39.36","5,,,S","",""
"TUM00017282","2013-09","37.929","41.117","555.3","BATMAN, TU","0",",S","0",",S","0",",S","","","","","0","3,S","27","3,S","18","3,S","","","0.0",",,S,30,+","41.0","3,S,02,","0.0",",,,S","33.78","3,,,S","",""
"TUM00017282","2013-10","37.929","41.117","555.3","BATMAN, TU","2","1,S","0","1,S","0","1,S","","","","","0","4,S","26","4,S","2","4,S","","","1.5","1,,S,04,","32.9","4,S,03,","2.0","1,,,S","27.10","4,,,S","",""
"TUM00017282","2013-11","37.929","41.117","555.3","BATMAN, TU","6","1,S","4","1,S","1","1,S","","","","","0","5,S","6","5,S","0","5,S","","","26.2","1,,S,09,","26.0","5,S,01,","68.7","1,,,S","18.84","5,,,S","",""
"TUM00017282","2013-12","37.929","41.117","555.3","BATMAN, TU","10","2,S","9","2,S","0","2,S","","","","","","","","","","","","","17.8","2,,S,06,","","","95.8","2,,,S","","","",""
"TUM00017282","2014-01","37.929","41.117","555.3","BATMAN, TU","10","1,S","5","1,S","0","1,S","","","","","","","","","","","","","7.9","1,,S,23,","","","39.4","1,,,S","","","",""
"TUM00017282","2014-02","37.929","41.117","555.3","BATMAN, TU","5",",S","5",",S","0",",S","","","","","","","","","","","","","11.2",",,S,26,","","","39.1",",,,S","","","",""
"TUM00017282","2014-03","37.929","41.117","555.3","BATMAN, TU","9",",S","8",",S","0",",S","","","","","","","","","","","","","12.7",",,S,18,","","","59.7",",,,S","","","",""
"TUM00017282","2014-04","37.929","41.117","555.3","BATMAN, TU","12",",S","6",",S","0",",S","","","","","","","","","","","","","7.1",",,S,28,+","","","47.5",",,,S","","","",""
"TUM00017282","2014-05","37.929","41.117","555.3","BATMAN, TU","9",",S","2",",S","0",",S","","","","","","","","","","","","","3.8",",,S,24,","","","14.2",",,,S","","","",""
"TUM00017282","2014-06","37.929","41.117","555.3","BATMAN, TU","3","1,S","2","1,S","0","1,S","","","","","","","","","","","","","7.1","1,,S,03,","","","13.2","1,,,S","","","",""
"TUM00017282","2014-08","37.929","41.117","555.3","BATMAN, TU","1","1,S","0","1,S","0","1,S","","","","","","","","","","","","","1.8","1,,S,20,","","","1.8","1,,,S","","","",""
