"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00051996","1996-03","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","6",",0","3",",0","0",",0","1","3,0","2",",0","","","","","3","1,0","2","1,0","0","1,0","1","","","","","","25","3,,0,17,","25",",,0,24,+","14.0",",,0,14,","25.0","1,0,11,","","","","","26.7",",,,0","58",",,,0","","","10.23","1,,,0","","","","","",""
"USC00051996","1996-04","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","0",",0","11",",0","0",",0","","","","","","","0",",T,0,14,+","13",",,0,14,","4.6",",,0,14,","30.6",",0,10,","","","","","16.1",",,,0","21",",,,0","","","18.66",",,,0","","","","","",""
"USC00051996","1996-05","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","15",",0","8",",0","1",",0","0",",0","0",",0","","","","","0","2,0","15","2,0","3","2,0","11","","","","","","0",",,0,31,+","0",",,0,31,+","26.7",",,0,09,","36.1","2,0,18,","","","","","101.8",",,,0","0",",,,0","","","21.58","2,,,0","","","","","",""
"USC00051996","1996-06","40.86","-102.803","1130.5","CROOK, CO US","","","","","79.5","3,0","8",",0","6",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","29",",0","7",",0","","","","","5.6","3,0,16,+","0",",,0,30,+","0",",,0,30,+","48.3",",,0,16,","34.4",",0,27,+","","","19.4",",0","79.8",",,,0","0",",,,0","20.60","3,0","28.92",",,,0","12.27","3,,,0","","","",""
"USC00051996","1996-07","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","13",",0","8",",0","0",",0","0",",0","0",",0","","","","","0","1,0","29","1,0","13","1,0","2","","6","","","","0",",,0,31,+","0",",,0,31,+","14.5",",,0,27,","38.9","1,0,03,","","","","","73.7",",,,0","0",",,,0","","","31.61","1,,,0","","","","","",""
"USC00051996","1996-08","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","10",",0","6",",0","1",",0","0",",0","0",",0","","","","","0","1,0","30","1,0","6","1,0","5","","","","","","0",",,0,31,+","0",",,0,31,+","64.0",",,0,30,","35.0","1,0,12,","","","","","133.1",",,,0","0",",,,0","","","30.39","1,,,0","","","","","",""
"USC00051996","1996-09","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","6",",0","5",",0","2",",0","0",",0","0",",0","","","","","0","2,0","17","2,0","4","2,0","5","","2","","","","0",",,0,30,+","0",",,0,30,+","43.7",",,0,18,","34.4","2,0,10,+","","","","","104.7",",,,0","0",",,,0","","","23.93","2,,,0","","","","","",""
"USC00051996","1996-10","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","5",",0","2",",0","0",",0","0",",0","0",",0","","","","","0","1,0","15","1,0","2","1,0","","","","","","","0",",,0,31,+","0",",,0,31,+","4.8",",,0,26,","33.9","1,0,11,","","","","","10.0",",,,0","0",",,,0","","","19.90","1,,,0","","","","","",""
"USC00051996","1996-11","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","4",",0","0",",0","0",",0","3","4,0","1",",0","","","","","3","2,0","1","2,0","0","2,0","5","","","","","","51","4,,0,27,","38",",,0,27,","2.0",",,0,27,","25.0","2,0,19,","","","","","4.4",",,,0","64",",,,0","","","9.80","2,,,0","","","","","",""
"USC00051996","1996-12","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","4","4,0","0","4,0","0","4,0","3","","","","","","0",",T,0,23,+","3",",,0,23,","0.3",",,0,23,+","18.9","4,0,08,","","","","","0.6",",,,0","3",",,,0","","","8.85","4,,,0","","","","","",""
"USC00051996","1997-01","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","2",",0","1",",0","0",",0","7","1,0","2",",0","","","","","7","3,0","1","3,0","0","3,0","","","","","","","51","1,,0,16,+","25",",,0,12,+","2.8",",,0,10,","21.7","3,0,02,","","","","","4.1",",,,0","50",",,,0","","","5.57","3,,,0","","","","","",""
"USC00051996","1997-02","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","6","1,0","2","1,0","0","1,0","","","5",",0","","","","","4",",0","0",",0","0",",0","2","","","","","","","","51",",,0,06,","5.1","1,,0,07,","19.4",",0,17,","","","","","12.2","1,,,0","185",",,,0","","","6.68",",,,0","","","","","",""
"USC00051996","1997-03","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","","","","","","","","","","","","","","","1","3,0","9","3,0","0","3,0","","","","","","","","","","","","","29.4","3,0,20,","","","","","","","","","","","16.08","3,,,0","","","","","",""
"USC00051996","1997-04","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","12",",0","6",",0","0",",0","","","2","1,0","","","","","3","2,0","6","2,0","0","2,0","2","","","","","","","","38","1,,0,05,","5.6",",,0,04,","27.2","2,0,19,+","","","","","26.9",",,,0","89","1,,,0","","","14.29","2,,,0","","","","","",""
"USC00051996","1997-05","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","10",",0","5",",0","2",",0","0",",0","0",",0","","","","","0",",0","18",",0","0",",0","4","","","","","","0",",,0,31,+","0",",,0,31,+","36.8",",,0,24,","31.1",",0,16,","","","","","96.2",",,,0","0",",,,0","","","21.36",",,,0","","","","","",""
"USC00051996","1997-06","40.86","-102.803","1130.5","CROOK, CO US","","","","","52.6","5,0","10",",0","7",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0",",0","29",",0","6",",0","3","","","","7.8","5,0,04,","0",",,0,30,+","0",",,0,30,+","25.1",",,0,03,","36.7",",0,30,","","","11.9",",0","99.8",",,,0","0",",,,0","20.03","5,0","27.43",",,,0","12.63","5,,,0","","","",""
"USC00051996","1997-07","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","8","1,0","7","1,0","0","1,0","0",",0","0",",0","","","","","0",",0","31",",0","15",",0","2","","","","","","0",",,0,31,+","0",",,0,31,+","24.1","1,,0,31,","40.6",",0,16,","","","","","63.3","1,,,0","0",",,,0","","","31.94",",,,0","","","","","",""
"USC00051996","1997-08","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","10",",0","5",",0","1",",0","0",",0","0",",0","","","","","0","1,0","30","1,0","14","1,0","2","","","","","","0",",,0,31,+","0",",,0,31,+","26.9",",,0,06,","35.6","1,0,24,","","","","","50.6",",,,0","0",",,,0","","","30.27","1,,,0","","","","","",""
"USC00051996","1997-09","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","7",",0","4",",0","0",",0","0",",0","0",",0","","","","","0",",0","24",",0","5",",0","","","","","","","0",",,0,30,+","0",",,0,30,+","5.8",",,0,05,","33.9",",0,15,","","","","","17.2",",,,0","0",",,,0","","","26.65",",,,0","","","","","",""
