"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00021115","2009-01","17.9667","-98.3833","1432.0","SAN CRISTOBAL TULCINGO, MX","","","6",",m","4",",m","0",",m","","","","","","","","","","","","","19.8",",,m,16,","","","","","","","53.2",",,,m","","","","","",""
"MXN00021115","2009-03","17.9667","-98.3833","1432.0","SAN CRISTOBAL TULCINGO, MX","0.0",",m","2",",m","0",",m","0",",m","0",",m","0",",m","0",",m","30",",m","0",",m","2.8",",m,08,","1.8",",,m,12,","28.9",",m,21,","","","104.0",",m","2.1",",,,m","14.98",",m","24.06",",,,m","5.89",",,,m"
"MXN00021115","2009-04","17.9667","-98.3833","1432.0","SAN CRISTOBAL TULCINGO, MX","9.6","1,m","4",",m","1",",m","0",",m","0","1,m","0","1,m","0","1,m","28","1,m","0","1,m","5.6","1,m,22,","4.8",",,m,26,","30.0","1,m,27,","","","19.0","1,m","7.2",",,,m","18.01","1,m","26.85","1,,,m","9.17","1,,,m"
"MXN00021115","2009-05","17.9667","-98.3833","1432.0","SAN CRISTOBAL TULCINGO, MX","16.7","1,m","15",",m","12",",m","0",",m","0","1,m","0","1,m","0","1,m","29","1,m","0","1,m","8.9","1,m,16,+","9.4",",,m,16,","31.7","1,m,07,","","","11.5","1,m","65.3",",,,m","18.51","1,m","25.96","1,,,m","11.06","1,,,m"
"MXN00021115","2009-06","17.9667","-98.3833","1432.0","SAN CRISTOBAL TULCINGO, MX","16.7",",m","17",",m","14",",m","1",",m","0",",m","0",",m","0",",m","26",",m","0",",m","7.8",",m,27,","34.0",",,m,20,","30.0",",m,12,","","","19.9",",m","167.7",",,,m","18.23",",m","25.00",",,,m","11.45",",,,m"
"MXN00021115","2009-07","17.9667","-98.3833","1432.0","SAN CRISTOBAL TULCINGO, MX","12.0","1,m","11",",m","7",",m","1",",m","0","1,m","0","1,m","0","1,m","30","1,m","0","1,m","8.3","1,m,19,","35.6",",,m,17,","30.6","1,m,29,","11.0","m","11.0","1,m","102.5",",,,m","18.37","1,m","26.23","1,,,m","10.50","1,,,m"
"MXN00021115","2009-08","17.9667","-98.3833","1432.0","SAN CRISTOBAL TULCINGO, MX","2.0",",m","14",",m","10",",m","1",",m","0",",m","0",",m","0",",m","29",",m","0",",m","5.0",",m,19,","38.9",",,m,29,","28.3",",m,02,","42.8","m","31.8",",m","118.9",",,,m","17.37",",m","24.89",",,,m","9.86",",,,m"
"MXN00021115","2009-09","17.9667","-98.3833","1432.0","SAN CRISTOBAL TULCINGO, MX","0.0",",m","19",",m","17",",m","4",",m","0",",m","0",",m","0",",m","22",",m","0",",m","8.9",",m,29,+","56.1",",,m,20,","25.6",",m,29,","85.1","m","42.3",",m","298.5",",,,m","16.92",",m","22.49",",,,m","11.35",",,,m"
"MXN00021115","2009-10","17.9667","-98.3833","1432.0","SAN CRISTOBAL TULCINGO, MX","7.6","2,m","8",",m","6",",m","2",",m","0","2,m","0","2,m","0","2,m","22","2,m","0","2,m","8.9","2,m,17,+","45.0",",,m,30,","30.6","2,m,05,","123.7","m","38.6","2,m","105.0",",,,m","17.26","2,m","23.86","2,,,m","10.67","2,,,m"
"MXN00021115","2009-11","17.9667","-98.3833","1432.0","SAN CRISTOBAL TULCINGO, MX","0.3",",m","1",",m","1",",m","0",",m","0",",m","0",",m","0",",m","28",",m","0",",m","3.9",",m,28,+","21.1",",,m,01,","31.7",",m,06,","226.9","m","103.2",",m","21.1",",,,m","14.90",",m","23.94",",,,m","5.87",",,,m"
"MXN00021115","2009-12","17.9667","-98.3833","1432.0","SAN CRISTOBAL TULCINGO, MX","0.0",",m","1",",m","0",",m","0",",m","0",",m","1",",m","0",",m","17",",m","0",",m","0.0",",m,22,","0.3",",,m,01,","25.6",",m,13,+","370.4","m","143.5",",m","0.3",",,,m","13.70",",m","21.97",",,,m","5.44",",,,m"
