"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093822","1901-11","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","823.2","X","0.0",",X","7",",X","4",",X","0",",X","0",",X","0",",X","0",",X","17",",X","0",",X","1",",X","0",",X","1","","","","","","-7.8",",X,16,","0",",,X,30,+","0",",,X,30,+","8.1",",,X,22,","21.7",",X,11,","","","604.7","X","425.3",",X","","","","","27.0",",,,X","","","0",",,,X","4.16",",X","9.14",",,,X","-0.83",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1901-12","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","823.2","X","0.0",",X","9",",X","3",",X","1",",X","10",",X","3",",X","7",",X","27",",X","11",",X","0",",X","0",",X","2","","","","","","-23.9",",X,20,","51",",,X,20,+","43",",,X,08,","37.1",",,X,13,","16.1",",X,01,","","","1276.9","X","672.2",",X","","","","","68.7",",,,X","","","140",",,,X","-3.35",",X","-0.06",",,,X","-6.65",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-01","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","0.0","X","0.0",",X","7",",X","3",",X","0",",X","11",",X","4",",X","2",",X","28",",X","12",",X","0",",X","0",",X","1","","","","","","-22.2",",X,27,","127",",,X,31,","130",",,X,21,","13.0",",,X,21,","13.9",",X,09,","","","1914.1","X","637.2",",X","","","","","25.8",",,,X","","","299",",,,X","-2.22",",X","1.76",",,,X","-6.20",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-02","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","0.0","X","0.0",",X","9",",X","2",",X","0",",X","20",",X","1",",X","5",",X","25",",X","20",",X","0",",X","0",",X","2","","","","","","-21.1",",X,04,","178",",,X,02,","36",",,X,01,","12.7",",,X,27,","10.0",",X,27,","","","2602.3","X","688.2",",X","","","","","25.7",",,,X","","","92",",,,X","-6.25",",X","-1.95",",,,X","-10.55",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-03","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","0.0","X","0.0",",X","11",",X","5",",X","0",",X","0",",X","0",",X","0",",X","10",",X","3",",X","1",",X","0",",X","3","","","","4","","-12.2",",X,17,","0",",T,X,02,+","5",",,X,01,","24.4",",,X,11,","21.7",",X,25,","","","2976.6","X","374.3",",X","","","","","94.9",",,,X","","","8",",,,X","6.26",",X","10.44",",,,X","2.08",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-04","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","2.5","X","2.5",",X","10",",X","7",",X","1",",X","0",",X","0",",X","0",",X","6",",X","0",",X","5",",X","0",",X","","","","","8","","-3.3",",X,08,","0",",,X,30,+","0",",,X,30,+","38.6",",,X,29,","30.6",",X,21,","","","3216.5","X","239.9",",X","","","","","77.1",",,,X","","","0",",,,X","10.42",",X","15.93",",,,X","4.91",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-05","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","79.7","X","77.2",",X","14",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","1",",X","","","","","9","","6.7",",X,10,","0",",,X,31,+","0",",,X,31,+","24.1",",,X,20,","32.8",",X,20,","","","3243.5","X","27.0",",X","","","","","45.9",",,,X","","","0",",,,X","19.95",",X","25.57",",,,X","14.33",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-06","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","171.2","X","91.5",",X","15",",X","11",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","24",",X","6",",X","","","","","11","","8.3",",X,22,","0",",,X,30,+","0",",,X,30,+","72.6",",,X,28,","34.4",",X,12,","","","3260.8","X","17.3",",X","","","","","256.7",",,,X","","","0",",,,X","20.81",",X","25.99",",,,X","15.62",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-07","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","374.5","X","203.3",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","10",",X","2","","","","9","","12.8",",X,01,","0",",,X,31,+","0",",,X,31,+","21.1",",,X,19,","34.4",",X,17,","","","1.6","X","1.6",",X","","","","","35.9",",,,X","","","0",",,,X","24.84",",X","30.23",",,,X","19.44",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-08","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","500.3","X","125.8",",X","11",",X","8",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","2",",X","2","","","","8","","11.7",",X,24,+","0",",,X,31,+","0",",,X,31,+","34.0",",,X,18,","32.8",",X,03,+","","","5.2","X","3.6",",X","","","","","130.2",",,,X","","","0",",,,X","22.28",",X","27.40",",,,X","17.15",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-09","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","523.9","X","23.6",",X","12",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","18",",X","0",",X","8","","","","3","","3.3",",X,13,","0",",,X,30,+","0",",,X,30,+","19.6",",,X,09,","28.9",",X,07,","","","70.5","X","65.3",",X","","","","","58.4",",,,X","","","0",",,,X","16.94",",X","22.29",",,,X","11.59",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-10","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","528.9","X","5.0",",X","9",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","17",",X","0",",X","1","","","","1","","1.1",",X,29,+","0",",,X,31,+","0",",,X,31,+","32.0",",,X,03,","25.6",",X,24,+","","","195.6","X","125.1",",X","","","","","54.5",",,,X","","","0",",,,X","14.46",",X","19.95",",,,X","8.96",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-11","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","530.0","X","1.1",",X","10",",X","5",",X","1",",X","0",",X","0",",X","0",",X","7",",X","0",",X","5",",X","0",",X","3","","","","2","","-3.3",",X,28,","0",",T,X,26,","0",",T,X,29,+","30.5",",,X,05,","24.4",",X,11,","","","464.1","X","268.5",",X","","","","","71.7",",,,X","","","0",",T,,X","9.42",",X","13.56",",,,X","5.28",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1902-12","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","530.0","X","0.0",",X","14",",X","9",",X","0",",X","3",",X","1",",X","1",",X","27",",X","12",",X","0",",X","0",",X","5","","","","1","","-17.8",",X,26,","51",",,X,14,","36",",,X,14,","12.4",",,X,02,","12.2",",X,01,","","","1090.9","X","626.8",",X","","","","","56.6",",,,X","","","69",",,,X","-1.89",",X","1.36",",,,X","-5.13",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-01","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","0.0","X","0.0",",X","11",",X","4",",X","0",",X","16",",X","3",",X","3",",X","28",",X","11",",X","0",",X","0",",X","4","","","","","","-21.1",",X,12,","203",",,X,13,+","107",",,X,11,","8.9",",,X,11,+","15.0",",X,28,","","","1742.8","X","651.9",",X","","","","","36.7",",,,X","","","303",",,,X","-2.70",",X","1.54",",,,X","-6.93",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-02","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","0.0","X","0.0",",X","10",",X","5",",X","1",",X","11",",X","2",",X","4",",X","24",",X","9",",X","0",",X","0",",X","4","","","","","","-24.4",",X,17,","229",",,X,16,+","229",",,X,15,","31.0",",,X,03,","13.3",",X,27,","","","2315.2","X","572.4",",X","","","","","77.5",",,,X","","","390",",,,X","-2.11",",X","2.19",",,,X","-6.41",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-03","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","2.2","X","2.2",",X","8",",X","3",",X","0",",X","0",",X","0",",X","0",",X","11",",X","0",",X","3",",X","0",",X","9","","","","3","","-8.9",",X,01,","0",",,X,31,+","8",",,X,23,","20.6",",,X,20,","24.4",",X,18,+","","","2654.7","X","339.5",",X","","","","","37.4",",,,X","","","8",",,,X","7.45",",X","12.42",",,,X","2.49",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-04","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","4.7","X","2.5",",X","9",",X","6",",X","2",",X","0",",X","1",",X","0",",X","2",",X","0",",X","9",",X","0",",X","1","","","","6","","-1.7",",X,03,","0",",T,X,03,","25",",,X,03,","38.1",",,X,10,","28.9",",X,02,","","","2855.0","X","200.3",",X","","","","","101.5",",,,X","","","25",",,,X","11.74",",X","17.39",",,,X","6.08",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-05","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","67.9","X","63.2",",X","11",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","23",",X","0",",X","","","","","8","","1.7",",X,01,","0",",,X,31,+","0",",,X,31,+","43.2",",,X,24,","29.4",",X,22,","","","2910.6","X","55.6",",X","","","","","134.2",",,,X","","","0",",,,X","18.58",",X","23.92",",,,X","13.24",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-06","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","122.7","X","54.8",",X","11",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","0",",X","2","","","","5","","6.1",",X,12,","0",",,X,30,+","0",",,X,30,+","24.6",",,X,22,","31.7",",X,30,","","","2931.4","X","20.8",",X","","","","","54.1",",,,X","","","0",",,,X","19.47",",X","24.87",",,,X","14.06",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-07","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","321.8","X","199.1",",X","6",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","10",",X","1","","","","4","","14.4",",X,13,","0",",,X,31,+","0",",,X,31,+","18.3",",,X,12,","36.1",",X,09,","","","0.0","X","0.0",",X","","","","","40.5",",,,X","","","0",",,,X","24.76",",X","30.43",",,,X","19.08",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-08","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","463.4","X","141.6",",X","5",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","4",",X","6","","","","7","","12.8",",X,31,","0",",,X,31,+","0",",,X,31,+","32.8",",,X,05,","34.4",",X,24,","","","2.5","X","2.5",",X","","","","","74.3",",,,X","","","0",",,,X","22.82",",X","28.05",",,,X","17.59",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-09","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","527.6","X","64.2",",X","11",",X","10",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","4","","","","7","","5.6",",X,24,+","0",",,X,30,+","0",",,X,30,+","12.7",",,X,10,","31.7",",X,07,","","","44.2","X","41.7",",X","","","","","63.0",",,,X","","","0",",,,X","19.08",",X","25.03",",,,X","13.14",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-10","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","543.8","X","16.2",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","11",",X","0",",X","5","","","","3","","-1.7",",X,27,","0",",,X,31,+","0",",,X,31,+","17.5",",,X,04,","30.0",",X,03,","","","211.3","X","167.1",",X","","","","","38.1",",,,X","","","0",",,,X","13.46",",X","19.05",",,,X","7.88",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-11","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","543.8","X","0.0",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","20",",X","6",",X","0",",X","0",",X","4","","","","2","","-10.6",",X,26,+","0",",T,X,29,+","13",",,X,13,","7.9",",,X,11,","20.6",",X,01,","","","656.6","X","445.3",",X","","","","","25.0",",,,X","","","16",",,,X","3.49",",X","8.36",",,,X","-1.39",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1903-12","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","543.8","X","0.0",",X","8",",X","3",",X","0",",X","8",",X","1",",X","2",",X","30",",X","15",",X","0",",X","0",",X","1","","","","","","-21.7",",X,13,","76",",,X,17,+","89",",,X,12,","20.6",",,X,12,","8.9",",X,03,","","","1352.7","X","696.1",",X","","","","","38.3",",,,X","","","112",",,,X","-4.12",",X","0.74",",,,X","-8.98",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1904-01","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","0.0","X","0.0",",X","11",",X","6",",X","0",",X","21",",X","3",",X","5",",X","30",",X","20",",X","0",",X","0",",X","3","","","","","","-22.8",",X,03,","127",",,X,29,+","109",",,X,25,","11.9",",,X,25,","11.1",",X,20,","","","2112.1","X","759.4",",X","","","","","50.4",",,,X","","","304",",,,X","-6.16",",X","-1.91",",,,X","-10.42",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1904-02","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","0.0","X","0.0",",X","7",",X","4",",X","0",",X","13",",X","2",",X","3",",X","26",",X","18",",X","0",",X","0",",X","3","","","","1","","-20.6",",X,01,","102",",,X,22,+","76",",,X,21,","13.2",",,X,21,","17.2",",X,06,","","","2774.6","X","662.5",",X","","","","","37.9",",,,X","","","117",",,,X","-4.51",",X","-0.13",",,,X","-8.89",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1904-03","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","0.0","X","0.0",",X","15",",X","8",",X","2",",X","2",",X","1",",X","0",",X","16",",X","4",",X","1",",X","0",",X","3","","","","6","","-7.2",",X,03,","25",",,X,15,+","38",",,X,14,","31.2",",,X,25,","22.8",",X,31,","","","3207.7","X","433.1",",X","","","","","120.0",",,,X","","","54",",,,X","4.36",",X","8.92",",,,X","-0.20",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1904-04","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","0.9","X","0.9",",X","10",",X","6",",X","1",",X","0",",X","0",",X","0",",X","9",",X","0",",X","4",",X","0",",X","","","","","4","","-2.2",",X,21,+","0",",T,X,08,","3",",,X,08,","40.4",",,X,25,","26.7",",X,23,","","","3510.8","X","303.1",",X","","","","","122.4",",,,X","","","3",",,,X","8.26",",X","13.45",",,,X","3.07",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1904-05","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","24.5","X","23.6",",X","13",",X","10",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","20",",X","0",",X","1","","","","4","","7.2",",X,18,+","0",",,X,31,+","0",",,X,31,+","23.1",",,X,16,","30.0",",X,25,","","","3584.0","X","73.2",",X","","","","","95.1",",,,X","","","0",",,,X","16.73",",X","22.18",",,,X","11.29",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1904-06","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","101.9","X","77.4",",X","10",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","0",",X","1","","","","8","","11.7",",X,01,","0",",,X,30,+","0",",,X,30,+","15.7",",,X,03,","30.0",",X,13,","","","3585.7","X","1.7",",X","","","","","59.5",",,,X","","","0",",,,X","20.86",",X","25.80",",,,X","15.91",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093822","1904-07","39.8447","-89.6839","181.1","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","246.7","X","144.8",",X","9",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","2",",X","3","","","","8","","11.7",",X,02,","0",",,X,31,+","0",",,X,31,+","54.9",",,X,27,","32.8",",X,16,","","","0.3","X","0.3",",X","","","","","108.1",",,,X","","","0",",,,X","23.00",",X","28.41",",,,X","17.58",",,,X","","","","","","","","","","","","","","","","","","","","","","","",""
