"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00461204","1938-10","38.83333","-79.25","419.1","BRUSHY RUN, WV US","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","",""
"USC00461204","1938-11","38.83333","-79.25","419.1","BRUSHY RUN, WV US","8",",6","5",",6","0",",6","","","1",",6","","","","","","","1","","","","","","203",",,6,25,","16.8",",,6,25,","","","48.6",",,,6","203",",,,6","",""
"USC00461204","1938-12","38.83333","-79.25","419.1","BRUSHY RUN, WV US","7",",6","2",",6","1",",6","","","1","1,6","","","","","","","2","","","","","","127","1,,6,27,","26.4",",,6,10,","","","47.5",",,,6","127","1,,,6","",""
"USC00461204","1939-01","38.83333","-79.25","419.1","BRUSHY RUN, WV US","11",",6","8",",6","1",",6","","","5","1,6","","","","","","","","","","","","","165","1,,6,14,","45.5",",,6,30,","","","94.5",",,,6","381","1,,,6","",""
"USC00461204","1939-02","38.83333","-79.25","419.1","BRUSHY RUN, WV US","9",",6","9",",6","1",",6","","","1",",6","","","","","","","","","","","","","51",",,6,26,","26.7",",,6,04,","","","81.3",",,,6","51",",,,6","",""
"USC00461204","1939-03","38.83333","-79.25","419.1","BRUSHY RUN, WV US","7",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",T,6,18,","16.8",",,6,12,","","","50.3",",,,6","0",",T,,6","",""
"USC00461204","1939-04","38.83333","-79.25","419.1","BRUSHY RUN, WV US","14",",6","9",",6","1",",6","","","0",",6","","","","","","","","","","","","","0",",,6,30,+","28.4",",,6,16,","","","74.7",",,,6","0",",,,6","",""
"USC00461204","1939-05","38.83333","-79.25","419.1","BRUSHY RUN, WV US","9",",6","8",",6","0",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","19.8",",,6,28,","","","65.0",",,,6","0",",,,6","",""
"USC00461204","1939-06","38.83333","-79.25","419.1","BRUSHY RUN, WV US","15",",6","11",",6","2",",6","","","","","","","","","","","4","","","","","","","","32.3",",,6,02,","","","135.1",",,,6","","","",""
"USC00461204","1939-07","38.83333","-79.25","419.1","BRUSHY RUN, WV US","14",",6","7",",6","2",",6","","","","","","","","","","","5","","","","","","","","67.6",",,6,21,","","","157.8",",,,6","","","",""
"USC00461204","1939-08","38.83333","-79.25","419.1","BRUSHY RUN, WV US","5",",6","4",",6","0",",6","","","","","","","","","","","1","","","","","","","","18.3",",,6,19,","","","37.7",",,,6","","","",""
"USC00461204","1939-09","38.83333","-79.25","419.1","BRUSHY RUN, WV US","6",",6","4",",6","0",",6","","","","","","","","","","","1","","","","","","","","14.5",",,6,05,","","","27.9",",,,6","","","",""
"USC00461204","1939-10","38.83333","-79.25","419.1","BRUSHY RUN, WV US","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","47.5",",,6,02,","","","90.9",",,,6","","","",""
"USC00461204","1939-11","38.83333","-79.25","419.1","BRUSHY RUN, WV US","6",",6","5",",6","0",",6","","","3",",6","","","","","","","2","","","","","","152",",,6,06,","11.7",",,6,06,","","","39.7",",,,6","279",",,,6","",""
"USC00461204","1939-12","38.83333","-79.25","419.1","BRUSHY RUN, WV US","8",",6","5",",6","0",",6","","","1",",6","","","","","","","","","","","","","127",",,6,27,","10.7",",,6,27,","","","32.1",",,,6","140",",,,6","",""
"USC00461204","1940-01","38.83333","-79.25","419.1","BRUSHY RUN, WV US","5",",6","2",",6","0",",6","30",",6","4",",6","","","","","","","","","","","178",",,6,24,","102",",,6,24,","13.2",",,6,15,","","","24.6",",,,6","229",",,,6","",""
"USC00461204","1940-02","38.83333","-79.25","419.1","BRUSHY RUN, WV US","8",",6","5",",6","0",",6","","","3",",6","","","","","","","1","","","","","","81",",,6,19,","13.2",",,6,19,","","","38.3",",,,6","164",",,,6","",""
"USC00461204","1940-03","38.83333","-79.25","419.1","BRUSHY RUN, WV US","7",",6","4",",6","0",",6","","","0",",6","","","","","","","3","","","","","","0",",T,6,25,+","11.4",",,6,04,","","","38.0",",,,6","0",",T,,6","",""
"USC00461204","1940-04","38.83333","-79.25","419.1","BRUSHY RUN, WV US","13",",6","10",",6","1",",6","","","0",",6","","","","","","","1","","","","","","20",",,6,14,","26.2",",,6,17,","","","115.8",",,,6","20",",,,6","",""
"USC00461204","1940-05","38.83333","-79.25","419.1","BRUSHY RUN, WV US","12",",6","9",",6","2",",6","","","0",",6","","","","","","","","","","","","","0",",,6,31,+","43.7",",,6,31,","","","129.6",",,,6","0",",,,6","",""
"USC00461204","1940-06","38.83333","-79.25","419.1","BRUSHY RUN, WV US","17",",6","11",",6","1",",6","","","","","","","","","","","1","","","","","","","","25.7",",,6,10,","","","125.3",",,,6","","","",""
"USC00461204","1940-07","38.83333","-79.25","419.1","BRUSHY RUN, WV US","10",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","30.7",",,6,04,","","","70.4",",,,6","","","",""
"USC00461204","1940-08","38.83333","-79.25","419.1","BRUSHY RUN, WV US","13",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","23.1",",,6,28,","","","84.6",",,,6","","","",""
"USC00461204","1940-09","38.83333","-79.25","419.1","BRUSHY RUN, WV US","6",",6","4",",6","0",",6","","","","","","","","","","","2","","","","","","","","23.6",",,6,25,","","","54.1",",,,6","","","",""
"USC00461204","1940-10","38.83333","-79.25","419.1","BRUSHY RUN, WV US","10",",6","4",",6","0",",6","","","1",",6","","","","","","","1","","","","","","76",",,6,20,","14.5",",,6,20,","","","45.0",",,,6","76",",,,6","",""
"USC00461204","1940-11","38.83333","-79.25","419.1","BRUSHY RUN, WV US","7",",6","4",",6","0",",6","","","1",",6","","","","","","","","","","","","","25",",,6,15,","20.1",",,6,15,","","","57.7",",,,6","25",",,,6","",""
"USC00461204","1940-12","38.83333","-79.25","419.1","BRUSHY RUN, WV US","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","8.9",",,6,14,","","","30.8",",,,6","","","",""
