"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MAM00067027","1977-08","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","2","3,S","0","3,S","0","3,S","0","5,S","0","5,S","","","","","","","16.0","5,S,18,+","2.0","3,,S,09,","","","","","3.0","3,,,S","","","","","18.92","5,,,S"
"MAM00067027","1977-09","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","2","3,S","1","3,S","1","3,S","0","5,S","0","5,S","","","","","","","18.0","5,S,12,+","70.1","3,,S,15,","","","","","72.1","3,,,S","","","","","20.00","5,,,S"
"MAM00067027","1977-10","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","2","5,S","1","5,S","0","5,S","","","","","","","","","","","","","8.9","5,,S,26,","","","","","10.9","5,,,S","","","","","",""
"MAM00067027","1977-12","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","10","4,S","5","4,S","4","4,S","0","4,S","0","4,S","","","","","","","22.0","4,S,26,+","55.1","4,,S,26,","","","","","206.3","4,,,S","","","","","24.04","4,,,S"
"MAM00067027","1978-01","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","16","5,S","15","5,S","5","5,S","","","","","","","","","","","","","130.0","5,,S,27,","","","","","428.0","5,,,S","","","","","",""
"MAM00067027","1978-02","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","14","5,S","10","5,S","3","5,S","","","","","","","","","","","","","70.1","5,,S,05,","","","","","201.8","5,,,S","","","","","",""
"MAM00067027","1978-04","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","2","3,S","1","3,S","0","3,S","0","3,S","0","3,S","","","","","","","17.0","3,S,29,","4.1","3,,S,18,","","","","","4.4","3,,,S","","","","","22.67","3,,,S"
"MAM00067027","1978-06","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","0","4,S","0","4,S","0","4,S","0","4,S","0","4,S","","","","","","","16.0","4,S,11,+","0.0","4,,S,30,+","","","","","0.0","4,,,S","","","","","19.19","4,,,S"
"MAM00067027","1978-07","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","2","3,S","0","3,S","0","3,S","0","4,S","0","4,S","","","","","","","16.0","4,S,15,+","0.5","3,,S,07,+","","","","","1.0","3,,,S","","","","","18.78","4,,,S"
"MAM00067027","1978-08","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","1","5,S","1","5,S","0","5,S","","","","","","","","","","","","","9.9","5,,S,06,","","","","","9.9","5,,,S","","","","","",""
"MAM00067027","1978-09","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,30,+","","","","","0.0","5,,,S","","","","","",""
"MAM00067027","1978-11","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","5","2,S","4","2,S","0","2,S","0","5,S","0","5,S","","","","","","","22.0","5,S,17,","17.0","2,,S,18,","","","","","54.4","2,,,S","","","","","23.64","5,,,S"
"MAM00067027","1978-12","-15.667","46.352","26.5","PHILIBERT TSIRANANA, MA","","","","","11","5,S","10","5,S","2","5,S","","","","","","","","","","","","","89.9","5,,S,09,","","","","","195.5","5,,,S","","","","","",""
