"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093727","1956-03","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","10.0",",X","","","","","","","","","","","0",",X","5",",X","0",",X","13",",X","0",",X","","","","","","","-2.8",",X,22,","","","","","","","29.4",",X,04,","","","177.5",",X","","","","","12.93",",X","19.48",",,,X","6.38",",,,X","","","","","","","","","","","","","","","","","","","",""
"USW00093727","1956-04","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","47.8","2,X","","","","","","","","","","","0","2,X","0","2,X","0","2,X","18","2,X","0","2,X","","","","","","","2.2","2,X,10,","","","","","","","31.1","2,X,03,","","","75.0","2,X","","","","","17.36","2,X","23.47","2,,,X","11.25","2,,,X","","","","","","","","","","","","","","","","","","","",""
"USW00093727","1956-05","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","108.8","2,X","","","","","","","","","","","0","2,X","0","2,X","0","2,X","28","2,X","4","2,X","","","","","","","6.7","2,X,09,","","","","","","","35.6","2,X,14,","","","12.5","2,X","","","","","21.65","2,X","27.59","2,,,X","15.71","2,,,X","","","","","","","","","","","","","","","","","","","",""
"USW00093727","1956-08","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","279.1","1,X","","","","","","","","","","","0","1,X","0","1,X","0","1,X","30","1,X","19","1,X","","","","","","","18.3","1,X,23,","","","","","","","37.8","1,X,06,","","","0.0","1,X","","","","","27.64","1,X","32.57","1,,,X","22.70","1,,,X","","","","","","","","","","","","","","","","","","","",""
"USW00093727","1956-10","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","51.3","5,X","","","","","","","","","","","0","5,X","0","5,X","0","5,X","21","5,X","0","5,X","","","","","","","7.8","5,X,12,+","","","","","","","29.4","5,X,05,","","","14.4","5,X","","","","","19.75","5,X","23.63","5,,,X","15.88","5,,,X","","","","","","","","","","","","","","","","","","","",""
"USW00093727","1956-11","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","10.6",",X","","","","","","","","","","","0",",X","8",",X","0",",X","10",",X","0",",X","","","","","","","-4.4",",X,28,","","","","","","","27.2",",X,01,","","","207.5",",X","","","","","11.77",",X","17.75",",,,X","5.79",",,,X","","","","","","","","","","","","","","","","","","","",""
"USW00093727","1956-12","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","16.3","2,X","","","","","","","","","","","0","2,X","6","2,X","0","2,X","17","2,X","0","2,X","","","","","","","-2.8","2,X,30,","","","","","","","26.1","2,X,16,+","","","146.7","2,X","","","","","13.84","2,X","20.27","2,,,X","7.41","2,,,X","","","","","","","","","","","","","","","","","","","",""
"USW00093727","1957-01","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","1.4","X","1.4","2,X","","","","","","","","","","","0","1,X","11","1,X","0","1,X","6","1,X","0","1,X","","","","","","","-8.9","1,X,19,","","","","","","","26.1","1,X,28,+","","","304.4","1,X","","","","","7.73","2,X","13.53","1,,,X","1.93","1,,,X","","","","","","","338",",X","","","","","","","","","20.6",",X","",""
"USW00093727","1957-02","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270",",X","","","","","","","","","16.4",",X","",""
"USW00093727","1957-03","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248",",X","","","","","","","","","14.4",",X","",""
"USW00093727","1957-04","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","60.8",",X","","","","","","","","","","","0",",X","0",",X","0",",X","21",",X","0",",X","","","","","","","0.6",",X,16,","","","","","","","31.1",",X,28,","","","78.8",",X","","","","","17.73",",X","24.19",",,,X","11.27",",,,X","","","","","","","270","1,X","","","","","","","","","20.6","1,X","",""
"USW00093727","1957-05","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","119.8","4,X","","","","","","","","","","","0","3,X","0","3,X","0","3,X","26","3,X","1","3,X","","","","","","","7.2","3,X,06,","","","","","","","33.3","3,X,24,","","","10.2","3,X","","","","","22.09","4,X","27.34","3,,,X","16.84","3,,,X","","","","","","","270",",X","","","","","","","","","22.6",",X","",""
"USW00093727","1957-06","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","214.4","2,X","","","","","","","","","","","0","2,X","0","2,X","0","2,X","28","2,X","8","2,X","","","","","","","17.2","2,X,11,","","","","","","","35.0","2,X,16,","","","0.0","2,X","","","","","25.99","2,X","30.54","2,,,X","21.45","2,,,X","","","","","","","293",",X","","","","","","","","","18.0",",X","",""
"USW00093727","1957-07","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338",",X","","","","","","","","","14.4",",X","",""
"USW00093727","1957-08","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","223.2",",X","","","","","","","","","","","0",",X","0",",X","0",",X","31",",X","12",",X","","","","","","","13.9",",X,07,","","","","","","","36.1",",X,01,","","","0.0",",X","","","","","25.53",",X","30.69",",,,X","20.37",",,,X","","","","","","","293",",X","","","","","","","","","15.4",",X","",""
"USW00093727","1957-09","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","195.8",",X","","","","","","","","","","","0",",X","0",",X","0",",X","28",",X","6",",X","","","","","","","11.7",",X,25,","","","","","","","33.3",",X,04,+","","","2.5",",X","","","","","24.78",",X","29.16",",,,X","20.40",",,,X","","","","","","","68",",X","","","","","","","","","15.4",",X","",""
"USW00093727","1957-10","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","15.0",",X","","","","","","","","","","","0",",X","1",",X","0",",X","19",",X","0",",X","","","","","","","-0.6",",X,29,","","","","","","","26.1",",X,24,+","","","100.4",",X","","","","","15.58",",X","20.93",",,,X","10.23",",,,X","","","","","","","338",",X","","","","","","","","","12.3",",X","",""
"USW00093727","1957-11","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","8.6","2,X","","","","","","","","","","","0","1,X","4","1,X","0","1,X","11","1,X","0","1,X","","","","","","","-3.3","1,X,11,","","","","","","","26.1","1,X,17,","","","164.9","1,X","","","","","12.77","2,X","18.44","1,,,X","7.09","1,,,X","","","","","","","180",",X","","","","","","","","","16.4",",X","",""
"USW00093727","1957-12","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","0.0","2,X","","","","","","","","","","","0","2,X","11","2,X","1","2,X","5","2,X","0","2,X","","","","","","","-10.0","2,X,12,","","","","","","","22.8","2,X,24,+","","","276.5","2,X","","","","","8.80","2,X","14.97","2,,,X","2.63","2,,,X","","","","","","","248",",X","","","","","","","","","18.5",",X","",""
"USW00093727","1958-01","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","0.0","X","0.0","2,X","","","","","","","","","","","0","1,X","20","1,X","0","1,X","0","1,X","0","1,X","","","","","","","-9.4","1,X,06,","","","","","","","17.8","1,X,25,+","","","412.5","1,X","","","","","4.21","2,X","9.80","1,,,X","-1.39","1,,,X","","","","","","","270",",X","","","","","","","","","15.4",",X","",""
"USW00093727","1958-02","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","0.0","X","0.0","3,X","","","","","","","","","","","0","3,X","17","3,X","0","3,X","2","3,X","0","3,X","","","","","","","-7.2","3,X,10,+","","","","","","","23.3","3,X,25,","","","328.9","3,X","","","","","5.18","3,X","10.96","3,,,X","-0.60","3,,,X","","","","","","","315",",X","","","","","","","","","23.6",",X","",""
"USW00093727","1958-03","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","0.0","X","0.0",",X","","","","","","","","","","","0",",X","4",",X","0",",X","1",",X","0",",X","","","","","","","-1.1",",X,16,","","","","","","","25.0",",X,03,","","","279.9",",X","","","","","9.30",",X","14.28",",,,X","4.33",",,,X","","","","","","","293",",X","","","","","","","","","19.5",",X","",""
"USW00093727","1958-04","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","37.7","X","37.7",",X","","","","","","","","","","","0",",X","0",",X","0",",X","15",",X","3",",X","","","","","","","1.1",",X,02,","","","","","","","32.2",",X,24,+","","","86.1",",X","","","","","16.72",",X","22.24",",,,X","11.20",",,,X","","","","","","","68",",X","","","","","","","","","21.6",",X","",""
"USW00093727","1958-05","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","129.6","X","91.9",",X","","","","","","","","","","","0",",X","0",",X","0",",X","30",",X","0",",X","","","","","","","10.0",",X,14,","","","","","","","30.6",",X,15,+","","","9.2",",X","","","","","21.00",",X","26.11",",,,X","15.90",",,,X","","","","","","","248",",X","","","","","","","","","15.4",",X","",""
"USW00093727","1958-06","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","292.5","X","162.9","2,X","","","","","","","","","","","0","2,X","0","2,X","0","2,X","27","2,X","5","2,X","","","","","","","10.6","2,X,05,","","","","","","","36.1","2,X,14,","","","0.5","2,X","","","","","24.14","2,X","28.68","2,,,X","19.59","2,,,X","","","","","","","315",",X","","","","","","","","","19.5",",X","",""
"USW00093727","1958-07","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","592.3","X","299.8",",X","","","","","","","","","","","0",",X","0",",X","0",",X","31",",X","18",",X","","","","","","","16.1",",X,01,","","","","","","","35.0",",X,29,","0.0","X","0.0",",X","","","","","28.00",",X","32.35",",,,X","23.66",",,,X","","","","","","","225",",X","","","","","","","","","17.5",",X","",""
"USW00093727","1958-08","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","866.8","X","274.5",",X","","","","","","","","","","","0",",X","0",",X","0",",X","31",",X","14",",X","","","","","","","18.3",",X,19,","","","","","","","36.1",",X,04,","0.0","X","0.0",",X","","","","","27.19",",X","31.64",",,,X","22.74",",,,X","","","","","","","360",",X","","","","","","","","","19.5",",X","",""
"USW00093727","1958-09","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","995.9","X","129.1","2,X","","","","","","","","","","","0","2,X","0","2,X","0","2,X","27","2,X","2","2,X","","","","","","","12.2","2,X,29,","","","","","","","33.3","2,X,18,+","1.1","X","1.1","2,X","","","","","22.91","2,X","27.79","2,,,X","18.02","2,,,X","","","","","","","360",",X","","","","","","","","","36.0",",X","",""
"USW00093727","1958-10","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","1021.4","X","25.5",",X","","","","","","","","","","","0",",X","0",",X","0",",X","20",",X","0",",X","","","","","","","2.2",",X,13,","","","","","","","28.9",",X,10,","76.0","X","74.9",",X","","","","","16.74",",X","22.19",",,,X","11.29",",,,X","","","","","","","23",",X","","","","","","","","","18.5",",X","",""
"USW00093727","1958-11","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","315",",X","","","","","","","","","20.6",",X","",""
"USW00093727","1958-12","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203",",X","","","","","","","","","17.5",",X","",""
"USW00093727","1959-01","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180",",X","","","","","","","","","22.1",",X","",""
"USW00093727","1959-02","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","0.0","4,X","","","","","","","","","","","0","4,X","5","4,X","0","4,X","3","4,X","0","4,X","","","","","","","-7.2","4,X,22,","","","","","","","21.1","4,X,14,+","","","199.6","4,X","","","","","10.01","4,X","14.82","4,,,X","5.21","4,,,X","","","","","","","225",",X","","","","","","","","","20.6",",X","",""
"USW00093727","1959-03","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","1.4","5,X","","","","","","","","","","","0","4,X","2","4,X","0","4,X","6","4,X","0","4,X","","","","","","","-1.7","4,X,20,","","","","","","","26.1","4,X,26,","","","178.3","4,X","","","","","11.62","5,X","17.74","4,,,X","5.49","4,,,X","","","","","","","180",",X","","","","","","","","","23.6",",X","",""
"USW00093727","1959-04","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","39.8","3,X","","","","","","","","","","","0","3,X","0","3,X","0","3,X","20","3,X","0","3,X","","","","","","","3.3","3,X,04,","","","","","","","30.6","3,X,20,","","","68.0","3,X","","","","","17.29","3,X","22.85","3,,,X","11.73","3,,,X","","","","","","","338",",X","","","","","","","","","17.5",",X","",""
"USW00093727","1959-05","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","110.4","4,X","","","","","","","","","","","0","4,X","0","4,X","0","4,X","26","4,X","1","4,X","","","","","","","6.7","4,X,15,","","","","","","","34.4","4,X,03,","","","8.9","4,X","","","","","22.09","4,X","27.33","4,,,X","16.86","4,,,X","","","","","","","203",",X","","","","","","","","","19.0",",X","",""
"USW00093727","1959-06","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","179.6","2,X","","","","","","","","","","","0","2,X","0","2,X","0","2,X","28","2,X","8","2,X","","","","","","","11.7","2,X,19,+","","","","","","","37.8","2,X,30,+","","","0.3","2,X","","","","","24.74","2,X","30.28","2,,,X","19.19","2,,,X","","","","","","","360",",X","","","","","","","","","21.6",",X","",""
"USW00093727","1959-07","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","252.3",",X","19",",X","16",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","9",",X","9","","","","16","","20.6",",X,11,+","0",",,X,31,+","0",",,X,31,+","135.9",",,X,14,","33.9",",X,29,","0.0","X","0.0",",X","364.3",",,,X","0",",,,X","26.47",",X","30.30",",,,X","22.64",",,,X","","","","","","","203",",X","","","","","","","","","17.0",",X","",""
"USW00093727","1959-08","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","242.3","3,X","","","","","","","","","","","0","3,X","0","3,X","0","3,X","28","3,X","11","3,X","","","","","","","18.9","3,X,03,+","","","","","","","34.4","3,X,25,+","0.0","X","0.0","3,X","","","","","26.99","3,X","31.33","3,,,X","22.65","3,,,X","","","","","","","360",",X","","","","","","","","","20.0",",X","",""
"USW00093727","1959-09","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","163.2","2,X","","","","","","","","","","","0","2,X","0","2,X","0","2,X","28","2,X","3","2,X","","","","","","","10.6","2,X,19,","","","","","","","33.9","2,X,03,","2.2","X","2.2","2,X","","","","","24.08","2,X","28.34","2,,,X","19.83","2,,,X","","","","","","","113",",X","","","","","","","","","20.6",",X","",""
"USW00093727","1959-10","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","0","5,X","0","5,X","0","5,X","19","5,X","1","5,X","","","","","","","6.1","5,X,26,","","","","","","","32.2","5,X,01,","","","","","","","","","20.27","6,X","24.60","5,,,X","15.94","5,,,X","","","","","","","225",",X","","","","","","","","","14.4",",X","",""
"USW00093727","1959-11","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248",",X","","","","","","","","","17.5",",X","",""
"USW00093727","1959-12","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248",",X","","","","","","","","","18.5",",X","",""
"USW00093727","1960-01","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","0.0","X","0.0","4,X","","","","","","","","","","","0","4,X","8","4,X","0","4,X","2","4,X","0","4,X","","","","","","","-7.8","4,X,24,","","","","","","","22.8","4,X,13,","","","293.3","4,X","","","","","7.47","4,X","12.17","4,,,X","2.77","4,,,X","","","","","","","180",",X","","","","","","","","","19.5",",X","",""
"USW00093727","1960-02","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","0.0","X","0.0",",X","","","","","","","","","","","0",",X","9",",X","0",",X","2",",X","0",",X","","","","","","","-3.9",",X,15,","","","","","","","22.8",",X,11,","","","287.9",",X","","","","","8.41",",X","13.69",",,,X","3.12",",,,X","","","","","","","180",",X","","","","","","","","","25.7",",X","",""
"USW00093727","1960-03","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","2.8","X","2.8",",X","","","","","","","","","","","0",",X","17",",X","0",",X","3",",X","0",",X","","","","","","","-7.8",",X,07,","","","","","","","26.7",",X,28,","","","382.5",",X","","","","","6.08",",X","10.95",",,,X","1.22",",,,X","","","","","","","293",",X","","","","","","","","","18.5",",X","",""
"USW00093727","1960-04","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","44.8","X","42.0","5,X","","","","","","","","","","","0","4,X","0","4,X","0","4,X","23","4,X","1","4,X","","","","","","","3.3","4,X,20,+","","","","","","","32.2","4,X,25,","","","34.4","4,X","","","","","18.52","5,X","25.10","4,,,X","11.93","4,,,X","","","","","","","248",",X","","","","","","","","","23.6",",X","",""
"USW00093727","1960-05","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","155.8","X","111.0",",X","","","","","","","","","","","0",",X","0",",X","0",",X","29",",X","5",",X","","","","","","","10.0",",X,14,+","","","","","","","34.4",",X,25,","","","13.6",",X","","","","","21.48",",X","27.10",",,,X","15.85",",,,X","","","","","","","248",",X","","","","","","","","","14.9",",X","",""
"USW00093727","1960-06","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","371.3","X","215.5",",X","","","","","","","","","","","0",",X","0",",X","0",",X","30",",X","9",",X","","","","","","","10.6",",X,11,","","","","","","","35.0",",X,24,","","","0.0",",X","","","","","25.52",",X","30.16",",,,X","20.87",",,,X","","","","","","","203",",X","","","","","","","","","15.4",",X","",""
"USW00093727","1960-07","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","629.4","X","258.1","1,X","","","","","","","","","","","0","1,X","0","1,X","0","1,X","30","1,X","15","1,X","","","","","","","20.0","1,X,16,+","","","","","","","34.4","1,X,14,+","0.0","X","0.0","1,X","","","","","26.94","1,X","31.25","1,,,X","22.62","1,,,X","","","","","","","338","1,X","","","","","","","","","21.6","1,X","",""
"USW00093727","1960-08","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","910.7","X","281.3",",X","","","","","","","","","","","0",",X","0",",X","0",",X","31",",X","18",",X","","","","","","","20.0",",X,19,","","","","","","","36.7",",X,09,","0.0","X","0.0",",X","","","","","27.41",",X","31.68",",,,X","23.14",",,,X","","","","","","","225",",X","","","","","","","","","16.4",",X","",""
"USW00093727","1960-09","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113",",X","","","","","","","","","35.0",",X","",""
"USW00093727","1960-10","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","59.8",",X","","","","","","","","","","","0",",X","0",",X","0",",X","22",",X","0",",X","","","","","","","1.1",",X,26,+","","","","","","","30.0",",X,03,","","","46.7",",X","","","","","18.76",",X","23.69",",,,X","13.82",",,,X","","","","","","","338",",X","","","","","","","","","16.4",",X","",""
"USW00093727","1960-11","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","2.2","2,X","","","","","","","","","","","0","1,X","1","1,X","0","1,X","9","1,X","0","1,X","","","","","","","-2.2","1,X,08,","","","","","","","25.6","1,X,10,","","","155.0","1,X","","","","","12.96","2,X","19.37","1,,,X","6.56","1,,,X","","","","","","","248",",X","","","","","","","","","14.4",",X","",""
"USW00093727","1960-12","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","","","0.0",",X","","","","","","","","","","","0",",X","20",",X","1",",X","2",",X","0",",X","","","","","","","-8.9",",X,14,","","","","","","","22.2",",X,07,","","","417.1",",X","","","","","4.88",",X","11.58",",,,X","-1.82",",,,X","","","","","","","248",",X","","","","","","","","","23.6",",X","",""
"USW00093727","1961-01","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","0.0","X","0.0","2,X","","","","","","","","","","","0","1,X","20","1,X","1","1,X","0","1,X","0","1,X","","","","","","","-7.8","1,X,22,","","","","","","","19.4","1,X,01,","","","373.9","1,X","","","","","5.47","2,X","11.65","1,,,X","-0.70","1,,,X","","","","","","","248",",X","","","","","","","","","20.6",",X","",""
