"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00427050","1896-06","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","190.5","2,6","","","","","","","","","","","0","1,6","0","1,6","0","1,6","28","1,6","14","1,6","","","7.2","1,6,05,","","","","","","","37.8","1,6,28,+","5.0","1,6","","","","","25.09","2,6","31.12","1,,,6","19.06","1,,,6"
"USC00427050","1896-09","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","123.2","2,6","1",",6","0",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","24","1,6","4","1,6","","","9.4","1,6,08,","","","","","0.8",",,6,22,","36.7","1,6,15,","20.7","1,6","0.8",",,,6","","","21.88","2,6","26.32","1,,,6","17.43","1,,,6"
"USC00427050","1896-12","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","","","","","","","","","","","","","0",",","20",",6","","","","","","","","","-3.9",",6,31,","","","","","","","","","","","","","","","","","","","-0.44",",,,6"
"USC00427050","1897-02","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","0.0","4,6","7",",6","7",",6","0",",6","","","7",",6","0","2,6","19","2,6","7","2,6","0","2,6","0","2,6","","","-9.4","2,6,15,","","","102",",,6,05,","10.2",",,6,05,","8.3","2,6,16,","431.8","2,6","32.9",",,,6","329",",,,6","0.28","4,6","3.12","2,,,6","-2.56","2,,,6"
"USC00427050","1897-03","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","0.0","2,6","3",",6","2",",6","0",",6","","","2",",6","0","1,6","16","1,6","3","1,6","0","1,6","0","1,6","","","-11.1","1,6,11,","","","76",",,6,18,","7.6",",,6,18,","11.7","1,6,25,+","461.1","1,6","12.7",",,,6","127",",,,6","2.29","2,6","5.30","1,,,6","-0.72","1,,,6"
"USC00427050","1897-09","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","3.0",",,6,28,","","","","","8.5",",,,6","","","","","","","",""
"USC00427050","1897-10","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","0.0",",6","8",",6","6",",6","0",",6","","","0",",6","0",",6","15",",6","0",",6","2",",6","0",",6","","","-7.8",",6,27,","","","13",",,6,15,","20.3",",,6,02,","26.7",",6,05,","327.7",",6","60.0",",,,6","13",",,,6","7.76",",6","15.53",",,,6","0.00",",,,6"
"USC00427050","1897-11","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","0.0","1,6","3",",6","3",",6","0",",6","","","1",",6","0","1,6","24","1,6","0",",6","0",",6","0",",6","","","-16.1","1,6,08,","","","64",",,6,07,","14.0",",,6,22,","16.7",",6,02,","464.7",",6","22.9",",,,6","64",",,,6","2.17","1,6","9.26",",,,6","-4.93","1,,,6"
"USC00427050","1897-12","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","0.0",",6","4",",6","4",",6","0",",6","","","3",",6","8",",6","31",",6","11",",6","0",",6","0",",6","","","-23.3",",6,17,","","","51",",,6,12,","5.1",",,6,12,","5.0",",6,28,+","759.6",",6","13.9",",,,6","101",",,,6","-6.17",",6","0.79",",,,6","-13.14",",,,6"
"USC00427050","1898-01","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","0.0","","0.0",",6","3",",6","3",",6","0",",6","31",",6","3",",6","19",",6","31",",6","18",",6","0",",6","0",",6","","","-30.6",",6,26,","178",",,6,11,+","76",",,6,09,","7.6",",,6,09,","8.9",",6,20,","902.2",",6","15.2",",,,6","152",",,,6","-10.77",",6","-1.76",",,,6","-19.78",",,,6"
"USC00427050","1899-05","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","","","2",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","76",",,6,01,","7.6",",,6,01,","","","","","14.5",",,,6","76",",,,6","","","","","",""
"USC00427050","1899-06","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","8.4",",,6,02,","","","","","15.3",",,,6","","","","","","","",""
"USC00427050","1899-07","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","7.1",",,6,14,","","","","","7.1",",,,6","","","","","","","",""
"USC00427050","1899-08","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","17.8",",,6,04,","","","","","26.9",",,,6","","","","","","","",""
"USC00427050","1899-10","41.616667","-112.566667","1495.7","PROMONTORY 1, UT US","","","","","3",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","51",",,6,12,","6.4",",,6,11,","","","","","12.8",",,,6","64",",,,6","","","","","",""
