"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00296913","1910-10","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","","","0.0",",6","8",",6","4",",6","0",",6","1",",6","0",",6","11",",6","1",",6","7",",6","0",",6","2","","-6.7",",6,20,","356",",,6,20,","15.2",",,6,19,","27.2",",6,08,","","","276.6",",6","54.4",",,,6","356",",,,6","9.41",",6","17.34",",,,6","1.48",",,,6"
"USC00296913","1910-11","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","","","0.0",",6","4","1,6","4","1,6","0","1,6","3",",6","0",",6","22",",6","0",",6","0",",6","0",",6","","","-6.7",",6,15,","64",",,6,14,","7.6","1,,6,14,","20.0",",6,02,","","","362.0",",6","22.9","1,,,6","140",",,,6","6.27",",6","13.44",",,,6","-0.91",",,,6"
"USC00296913","1910-12","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","","","0.0",",6","3",",6","3",",6","0",",6","","","0",",6","26",",6","1",",6","0",",6","0",",6","","","-15.0",",6,29,","","","8.1",",,6,27,","15.6",",6,10,","","","515.2",",6","17.2",",,,6","","","1.71",",6","8.03",",,,6","-4.60",",,,6"
"USC00296913","1911-01","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","6","0.0",",6","6",",6","4",",6","0",",6","2",",6","2",",6","19",",6","3",",6","0",",6","0",",6","","","-23.3",",6,03,","51",",,6,26,","19.6",",,6,13,","15.0",",6,20,","","","498.5",",6","36.5",",,,6","89",",,,6","2.25",",6","7.72",",,,6","-3.22",",,,6"
"USC00296913","1911-02","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","6","0.0",",6","12",",6","9",",6","1",",6","10",",6","2",",6","24",",6","5",",6","0",",6","0",",6","","","-18.9",",6,23,+","330",",,6,25,","25.4",",,6,25,","11.1",",6,03,","","","533.6",",6","109.6",",,,6","1422",",,,6","-0.73",",6","4.62",",,,6","-6.07",",,,6"
"USC00296913","1911-03","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","6","0.0",",6","4",",6","3",",6","0",",6","2",",6","0",",6","21",",6","0",",6","0",",6","0",",6","","","-7.8",",6,01,","114",",,6,22,","11.4",",,6,22,","17.8",",6,31,","","","407.2",",6","25.6",",,,6","139",",,,6","5.20",",6","11.52",",,,6","-1.13",",,,6"
"USC00296913","1911-04","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","6","0.0",",6","6",",6","5",",6","0",",6","1",",6","0",",6","15",",6","0",",6","0",",6","0",",6","","","-5.6",",6,09,","203",",,6,08,","22.4",",,6,08,","20.0",",6,23,","","","338.1",",6","53.9",",,,6","203",",,,6","7.06",",6","14.14",",,,6","-0.02",",,,6"
"USC00296913","1911-05","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","6","0.0",",6","3",",6","2",",6","0",",6","0",",6","0",",6","4",",6","0",",6","13",",6","0",",6","","","-3.9",",6,20,","0",",,6,31,+","12.7",",,6,07,","24.4",",6,31,","","","193.2",",6","23.2",",,,6","0",",,,6","12.10",",6","20.06",",,,6","4.14",",,,6"
"USC00296913","1911-06","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","3.4","6","3.4",",6","5",",6","5",",6","0",",6","0",",6","0",",6","0",",6","0",",6","27",",6","0",",6","","","5.0",",6,16,","0",",,6,30,+","10.2",",,6,30,","28.3",",6,25,","","","70.2",",6","36.8",",,,6","0",",,,6","16.10",",6","23.80",",,,6","8.40",",,,6"
"USC00296913","1911-07","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","3.4","6","0.0","2,6","18",",6","11",",6","2",",6","0",",6","0","2,6","0","2,6","0","2,6","22","2,6","0","2,6","","","6.7","2,6,25,","0",",,6,31,+","37.1",",,6,11,","25.6","2,6,31,+","61.5","6","61.5","2,6","161.2",",,,6","0",",,,6","16.21","2,6","22.53","2,,,6","9.90","2,,,6"
"USC00296913","1911-08","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","23.8","6","20.4","1,6","6",",6","3",",6","0",",6","0",",6","0","1,6","0","1,6","0","1,6","27","1,6","0","1,6","","","6.1","1,6,29,","0",",,6,31,+","11.7",",,6,17,","29.4","1,6,15,","94.4","6","32.9","1,6","29.6",",,,6","0",",,,6","17.92","1,6","25.50","1,,,6","10.33","1,,,6"
"USC00296913","1911-09","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","23.8","6","0.0","2,6","9",",6","6",",6","0",",6","0",",6","0","2,6","0","2,6","0","2,6","26","2,6","0","2,6","","","3.9","2,6,21,","0",",,6,30,+","11.7",",,6,22,","26.7","2,6,11,","171.9","6","77.5","2,6","55.6",",,,6","0",",,,6","15.57","2,6","22.89","2,,,6","8.24","2,,,6"
"USC00296913","1911-10","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","23.8","6","0.0",",6","5",",6","5",",6","1",",6","1",",6","0",",6","13",",6","0",",6","1",",6","0",",6","","","-8.9",",6,21,","76",",,6,27,","52.3",",,6,05,","21.1",",6,02,","516.0","6","344.1",",6","92.7",",,,6","76",",,,6","7.23",",6","14.13",",,,6","0.34",",,,6"
"USC00296913","1911-11","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","23.8","6","0.0",",6","3",",6","3",",6","0",",6","3",",6","1",",6","29",",6","2",",6","0",",6","0",",6","","","-19.4",",6,29,","127",",,6,05,","10.2",",,6,05,","15.0",",6,20,","1043.7","6","527.7",",6","19.1",",,,6","267",",,,6","0.74",",6","7.22",",,,6","-5.73",",,,6"
"USC00296913","1911-12","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","23.8","6","0.0",",6","5",",6","5",",6","0",",6","5",",6","1",",6","31",",6","11",",6","0",",6","0",",6","","","-17.8",",6,15,","305",",,6,19,","16.5",",,6,19,","11.7",",6,03,","1722.9","6","679.2",",6","38.3",",,,6","662",",,,6","-3.58",",6","2.83",",,,6","-9.98",",,,6"
"USC00296913","1912-01","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","6","0.0",",6","1",",6","0",",6","0",",6","1",",6","0",",6","30",",6","3",",6","0",",6","0",",6","","","-17.2",",6,02,+","51",",,6,28,","2.3",",,6,28,","13.9",",6,26,","2294.3","6","571.4",",6","2.3",",,,6","51",",,,6","-0.10",",6","6.33",",,,6","-6.53",",,,6"
"USC00296913","1912-02","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","6","0.0","1,6","2",",6","2",",6","1",",6","2",",6","0","1,6","28","1,6","2",",6","0",",6","0",",6","","","-15.0","1,6,04,","610",",,6,25,","30.7",",,6,25,","12.8",",6,18,","2815.1","6","520.8",",6","48.0",",,,6","864",",,,6","-0.18","1,6","6.56",",,,6","-6.93","1,,,6"
"USC00296913","1912-03","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","6","0.0",",6","10",",6","6",",6","0",",6","4","1,6","0",",6","26",",6","1",",6","0",",6","0",",6","","","-10.0",",6,22,","152","1,,6,23,+","21.6",",,6,20,","12.2",",6,19,","3324.5","6","509.4",",6","54.3",",,,6","387","1,,,6","1.90",",6","7.23",",,,6","-3.43",",,,6"
"USC00296913","1912-04","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","6","0.0",",6","7",",6","5",",6","0",",6","3",",6","0",",6","25",",6","0",",6","1",",6","0",",6","","","-5.6",",6,20,+","76",",,6,12,+","6.1",",,6,12,","21.1",",6,30,","3746.8","6","422.3",",6","22.1",",,,6","203",",,,6","4.26",",6","10.97",",,,6","-2.46",",,,6"
"USC00296913","1912-05","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","6","0.0",",6","4",",6","1",",6","0",",6","1",",6","0",",6","6",",6","0",",6","14",",6","0",",6","","","-3.3",",6,04,","114",",,6,14,","14.5",",,6,14,","25.6",",6,29,","3965.4","6","218.6",",6","19.1",",,,6","114",",,,6","11.28",",6","18.95",",,,6","3.61",",,,6"
"USC00296913","1912-06","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","1.5","6","1.5",",6","10",",6","6",",6","1",",6","0",",6","0",",6","1",",6","0",",6","23",",6","0",",6","","","0.0",",6,18,","0",",,6,30,+","39.4",",,6,23,","27.8",",6,04,","4083.2","6","117.8",",6","80.8",",,,6","0",",,,6","14.46",",6","22.39",",,,6","6.52",",,,6"
"USC00296913","1912-07","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","9.3","6","7.8",",6","13",",6","8",",6","1",",6","0",",6","0",",6","0",",6","0",",6","28",",6","0",",6","","","3.3",",6,05,","0",",,6,31,+","33.0",",,6,16,","28.3",",6,10,","47.5","6","47.5",",6","127.7",",,,6","0",",,,6","17.05",",6","24.12",",,,6","9.99",",,,6"
"USC00296913","1912-08","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","13.5","6","4.2",",6","13",",6","10",",6","1",",6","0",",6","0",",6","0",",6","0",",6","29",",6","0",",6","","","6.1",",6,16,+","0",",,6,31,+","27.9",",,6,05,","26.7",",6,27,+","107.8","6","60.3",",6","116.6",",,,6","0",",,,6","16.52",",6","23.86",",,,6","9.19",",,,6"
"USC00296913","1912-09","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","13.5","6","0.0",",6","2",",6","0",",6","0",",6","0",",6","0",",6","5",",6","0",",6","9",",6","0",",6","","","-2.2",",6,26,","0",",,6,30,+","1.8",",,6,11,","22.2",",6,28,+","298.0","6","190.2",",6","3.1",",,,6","0",",,,6","11.99",",6","19.93",",,,6","4.06",",,,6"
"USC00296913","1912-10","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","13.5","6","0.0",",6","4",",6","3",",6","1",",6","1",",6","0",",6","14",",6","0",",6","1",",6","0",",6","","","-5.6",",6,31,","76",",,6,31,","34.3",",,6,05,","21.1",",6,18,","626.7","6","328.7",",6","43.4",",,,6","76",",,,6","7.73",",6","14.89",",,,6","0.56",",,,6"
"USC00296913","1912-11","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","13.5","6","0.0",",6","1",",6","0",",6","0",",6","1",",6","0",",6","30",",6","0",",6","0",",6","0",",6","","","-12.2",",6,27,","25",",,6,16,","2.0",",,6,16,","18.3",",6,09,","1080.9","6","454.2",",6","2.0",",,,6","25",",,,6","3.19",",6","10.70",",,,6","-4.32",",,,6"
"USC00296913","1912-12","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","13.5","6","0.0","1,6","4",",6","4",",6","0",",6","4",",6","0","1,6","29","1,6","8",",6","0",",6","0",",6","","","-16.7","1,6,07,","178",",,6,06,","9.1",",,6,06,","11.1",",6,15,","1730.0","6","649.1",",6","23.6",",,,6","495",",,,6","-3.26","1,6","3.39",",,,6","-9.91","1,,,6"
"USC00296913","1913-01","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","","0.0",",6","4",",6","4",",6","1",",6","4",",6","5",",6","31",",6","4",",6","0",",6","0",",6","","","-21.7",",6,08,","305",",,6,05,","49.5",",,6,05,","8.9",",6,27,+","2390.4","","660.4",",6","72.4",",,,6","611",",,,6","-2.97",",6","3.67",",,,6","-9.61",",,,6"
"USC00296913","1913-02","35.233333","-106.416667","2438.4","PLACITAS NEAR, NM US","0.0","","0.0",",6","7",",6","7",",6","0",",6","7",",6","0",",6","28",",6","6",",6","0",",6","0",",6","","","-14.4",",6,21,","152",",,6,02,","16.5",",,6,26,","11.7",",6,17,","2953.2","","562.8",",6","55.9",",,,6","635",",,,6","-1.77",",6","4.22",",,,6","-7.75",",,,6"
