"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"TI000038966","1959-07","37.533","74.833","3840.0","SAJMAK, TI","5",",I","0",",I","0",",I","","","","","","","2.2",",,I,04,","","","4.7",",,,I","",""
"TI000038966","1959-08","37.533","74.833","3840.0","SAJMAK, TI","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","","","0.0",",,,I","",""
"TI000038966","1959-09","37.533","74.833","3840.0","SAJMAK, TI","1","1,I","1","1,I","0","1,I","","","","","","","3.4","1,,I,26,","","","3.4","1,,,I","",""
"TI000038966","1959-10","37.533","74.833","3840.0","SAJMAK, TI","3",",I","0",",I","0",",I","","","","","","","1.2",",,I,06,","","","2.0",",,,I","",""
"TI000038966","1959-11","37.533","74.833","3840.0","SAJMAK, TI","4",",I","0",",I","0",",I","","","","","","","2.3",",,I,29,","","","4.6",",,,I","",""
"TI000038966","1959-12","37.533","74.833","3840.0","SAJMAK, TI","2",",I","1",",I","0",",I","","","","","","","4.0",",,I,17,","","","5.2",",,,I","",""
"TI000038966","1960-01","37.533","74.833","3840.0","SAJMAK, TI","3",",I","0",",I","0",",I","","","","","","","2.2",",,I,20,","","","4.4",",,,I","",""
"TI000038966","1960-02","37.533","74.833","3840.0","SAJMAK, TI","4","1,I","2","1,I","0","1,I","","","","","","","8.1","1,,I,01,","","","13.8","1,,,I","",""
"TI000038966","1960-03","37.533","74.833","3840.0","SAJMAK, TI","8",",I","2",",I","0",",I","","","","","","","7.0",",,I,27,","","","19.3",",,,I","",""
"TI000038966","1960-04","37.533","74.833","3840.0","SAJMAK, TI","10",",I","2",",I","0",",I","","","","","","","4.7",",,I,27,","","","17.4",",,,I","",""
"TI000038966","1960-05","37.533","74.833","3840.0","SAJMAK, TI","11",",I","6",",I","0",",I","","","","","","","17.0",",,I,27,","","","50.0",",,,I","",""
"TI000038966","1960-06","37.533","74.833","3840.0","SAJMAK, TI","4",",I","1",",I","0",",I","","","","","","","4.3",",,I,27,","","","8.3",",,,I","",""
"TI000038966","1960-07","37.533","74.833","3840.0","SAJMAK, TI","2",",I","0",",I","0",",I","","","","","","","0.5",",,I,01,","","","1.0",",,,I","",""
"TI000038966","1960-08","37.533","74.833","3840.0","SAJMAK, TI","1",",I","0",",I","0",",I","","","","","","","2.0",",,I,22,","","","2.0",",,,I","",""
"TI000038966","1960-09","37.533","74.833","3840.0","SAJMAK, TI","1",",I","0",",I","0",",I","","","","","","","2.0",",,I,11,","","","2.3",",,,I","",""
